dt_iso,city_id,pressure,humidity,wind_speed,avg_temp_f,weather_type,Average Trip Duration,Amount of Rides,Subscribers,Non Subscribers,Subscriber %,Non Subscriber %
2018-01,4930956,1019.8790322580644,68.66935483870967,3.8091397849462365,27.742850945483912,1.0,16.191401244788867,45328.0,43796.0,1532.0,97.0,3.0
2018-02,4930956,1022.4107142857141,73.87053571428571,3.3005952380952377,37.200687667142894,1.0,16.112763697602794,64136.0,60495.0,3641.0,94.0,6.0
2018-03,4930956,1011.8172043010752,66.27419354838709,4.239247311827957,36.688459879032294,1.0,16.94287215361354,70578.0,65248.0,5330.0,92.0,8.0
2018-04,4930956,1015.2097222222219,66.34444444444445,3.493055555555556,44.48207625000005,1.0,27.884957473624162,114995.0,98469.0,16526.0,86.0,14.0
2018-05,4930956,1017.3790322580646,73.41397849462366,2.9892473118279574,61.44575725806457,1.0,41.81671814953276,174273.0,140472.0,33801.0,81.0,19.0
2018-06,4930956,1013.540277777778,71.34583333333333,2.8347222222222226,66.40801250000005,1.0,40.825348294466764,213755.0,166281.0,47474.0,78.0,22.0
2018-07,4930956,1018.6639784946234,72.62365591397848,2.600806451612902,74.57462096774199,1.0,48.252172489447084,247927.0,184744.0,63183.0,75.0,25.0
2018-08,4930956,1016.2243454885459,81.59712482468441,2.7783426834969602,74.69119576637102,1.0,51.83046023633879,237344.0,174974.0,62370.0,74.0,26.0
2018-09,4930956,1022.2898550724639,82.65392512077293,2.656099033816425,66.15938043478265,1.0,33.0296720660669,232515.0,185331.0,47184.0,80.0,20.0
2018-10,4930956,1016.4260752688173,79.88172043010752,3.279569892473119,51.55254838709682,2.0,42.996670946167164,190720.0,157922.0,32798.0,83.0,17.0
2018-11,4930956,1016.8861111111111,75.21944444444445,3.7736111111111112,40.44891125000004,7.0,26.566608144559286,114043.0,102677.0,11366.0,90.0,10.0
2018-12,4930956,1017.18108974359,58.52724358974358,4.669871794871796,34.36270192307697,2.0,33.140398257294365,61395.0,55532.0,5863.0,90.0,10.0
