Average Trip Duration (minutes),Amount of Users,Mode of User type
16.25980392156863,204,1
15.0,106,1
12.651162790697674,43,1
15.181818181818182,11,1
15.0,5,1
14.5,2,[1 2]
13.0,10,1
11.657142857142857,70,1
13.328703703703704,216,1
13.063565891472868,645,1
15.157209302325581,1075,1
14.29896907216495,485,1
20.056140350877193,285,1
19.143333333333334,300,1
21.00763358778626,393,1
14.649214659685864,382,1
110.29289940828403,338,1
23.086734693877553,392,1
19.988735919899874,799,1
16.633165829145728,1194,1
17.302325581395348,860,1
19.848082595870206,678,1
18.712962962962962,432,1
20.15929203539823,339,1
18.693396226415093,212,1
194.16666666666666,96,1
47.297872340425535,47,1
15.05,20,1
40.04761904761905,21,2
17.5,4,1
13.125,8,1
13.19672131147541,61,1
14.7,220,1
14.753867791842476,711,1
15.51164797238999,1159,1
16.362403100775193,516,1
18.969111969111967,259,1
20.71019108280255,314,1
18.605194805194806,385,1
18.244897959183675,392,1
20.97093023255814,344,1
18.216704288939052,443,1
18.88504326328801,809,1
18.76724854530341,1203,1
17.83278327832783,909,1
20.65149136577708,637,1
40.8,450,1
19.2682119205298,302,1
21.0199203187251,251,1
504.260162601626,123,1
18.56338028169014,71,1
14.882352941176471,34,1
32.82608695652174,23,1
12.5,10,1
21.25,8,1
18.25423728813559,59,1
12.207865168539326,178,1
14.360134003350083,597,1
15.253333333333334,975,1
21.170081967213115,488,1
21.427672955974842,318,1
25.11111111111111,333,1
26.79175704989154,461,1
19.105504587155963,436,1
21.445916114790286,453,1
21.822695035460992,564,1
34.9808383233533,835,1
25.356456776947706,937,1
21.242463958060288,763,1
22.36284722222222,576,1
27.43294117647059,425,1
27.695081967213113,305,1
22.63821138211382,246,1
67.33701657458563,181,1
25.728155339805824,103,1
121.52525252525253,99,1
26.03846153846154,52,[1 2]
20.1,20,1
13.076923076923077,13,1
55.22222222222222,27,1
24.205128205128204,39,1
26.855555555555554,90,1
21.105527638190956,199,1
27.207161125319693,391,1
29.269417475728154,412,1
33.529516994633276,559,1
38.239234449760765,627,1
29.606973058637085,631,1
38.17555938037866,581,1
29.96969696969697,627,1
52.013719512195124,656,2
26.957413249211356,634,1
29.82429906542056,535,1
59.80688336520077,523,1
25.62295081967213,366,1
371.7580071174377,281,1
23.633333333333333,150,1
24.366666666666667,60,1
31.759036144578314,83,1
57.51315789473684,76,1
25.608695652173914,46,1
19.933333333333334,15,1
36.38461538461539,13,1
18.071428571428573,14,1
15.956521739130435,23,1
21.305084745762713,59,1
34.98245614035088,114,1
33.91525423728814,295,1
22.291836734693877,490,1
39.41299303944316,431,1
34.05929919137466,371,1
28.04769230769231,650,1
47.42379182156134,538,1
149.97264957264957,585,1
28.320819112627987,586,1
29.65705128205128,624,1
28.735395189003437,582,1
48.15208333333333,480,1
24.46875,352,1
20.728070175438596,228,1
23.8343949044586,157,1
40.19767441860465,86,1
16.346153846153847,52,1
11.476190476190476,21,1
18.363636363636363,11,1
14.88888888888889,9,1
25.75,12,1
11.86111111111111,72,1
29.901041666666668,192,1
15.048092868988391,603,1
14.455403987408184,953,1
19.402105263157896,475,1
21.86813186813187,273,1
17.455128205128204,312,1
21.571428571428573,385,1
31.914141414141415,396,1
22.389776357827476,313,1
20.324137931034482,435,1
16.868354430379746,790,1
16.947414548641543,1141,1
21.67152466367713,892,1
28.256369426751593,628,1
123.5503512880562,427,1
16.527131782945737,258,1
17.142857142857142,168,1
45.328947368421055,76,1
134.5909090909091,44,1
47.15384615384615,13,1
14.692307692307692,13,1
18.0,3,1
711.65,20,1
12.898550724637682,69,1
12.987654320987655,243,1
12.784591194968554,636,1
17.487106017191977,1047,1
19.32485322896282,511,1
20.035087719298247,285,1
52.125,304,1
16.009375,320,1
19.836111111111112,360,1
16.397959183673468,98,1
12.357142857142858,70,1
134.52,175,1
14.507692307692308,130,1
11.466257668711657,163,1
10.817073170731707,82,1
16.207792207792206,154,1
12.604651162790697,129,1
32.75438596491228,57,1
14.947368421052632,38,1
16.166666666666668,36,1
12.4,10,[1 2]
12.857142857142858,7,1
18.333333333333332,3,1
20.0,8,1
15.042857142857143,70,1
13.300884955752212,226,1
16.85143769968051,626,1
35.71104231166151,969,1
29.647435897435898,468,1
20.585714285714285,280,1
21.46020761245675,289,1
18.767123287671232,365,1
20.231578947368423,380,1
24.36338028169014,355,1
40.44600938967136,426,1
82.3495145631068,824,1
18.09693053311793,1238,1
28.973684210526315,950,1
20.26080892608089,717,1
19.341772151898734,474,1
21.568627450980394,357,1
44.763636363636365,220,1
72.64102564102564,117,1
18.568181818181817,44,1
23.043478260869566,23,1
17.571428571428573,7,1
16.0,9,1
25.333333333333332,15,1
15.014492753623188,69,1
14.168103448275861,232,1
31.314728682170543,645,1
24.937265917602996,1068,1
17.0,522,1
23.19375,320,1
20.79310344827586,319,1
59.58056265984655,391,1
39.21303258145363,399,1
21.585714285714285,350,1
23.086854460093896,426,1
18.20722891566265,830,1
17.02787162162162,1184,1
36.778625954198475,917,1
20.734446130500757,659,1
19.81877729257642,458,1
58.69329073482428,313,1
21.74561403508772,228,1
15.94017094017094,117,1
28.051948051948052,77,1
42.76190476190476,21,1
14.090909090909092,22,1
12.428571428571429,7,1
12.285714285714286,7,1
18.26984126984127,63,1
12.004926108374384,203,1
14.024809160305344,524,1
13.751289989680082,969,1
27.519195612431446,547,1
22.892561983471076,363,1
32.7109375,384,1
23.00646551724138,464,1
21.390455531453362,461,1
20.563318777292576,458,1
31.883882149046794,577,1
32.91140642303433,903,1
35.524557956778,1018,1
23.187412587412588,715,1
23.569468267581474,583,1
26.342995169082126,414,1
22.63225806451613,310,1
25.746724890829693,229,1
27.28395061728395,162,1
25.967741935483872,93,1
29.74712643678161,87,1
131.24285714285713,70,1
129.9047619047619,21,2
17.1,20,1
19.916666666666668,24,1
29.68,50,1
14.329787234042554,94,1
21.688235294117646,170,1
26.336666666666666,300,1
27.46135265700483,414,1
35.08630393996248,533,1
77.84075342465754,584,1
122.30147058823529,680,2
32.82821229050279,716,2
56.582312925170065,735,2
33.03111739745403,707,2
126.6103896103896,693,2
32.888297872340424,564,1
24.038543897216275,467,1
23.453757225433527,346,1
20.992673992673993,273,1
226.22083333333333,240,1
26.97142857142857,140,1
95.89010989010988,91,1
16.977777777777778,90,1
177.85882352941175,85,2
20.0,15,1
13.5,4,1
10.0,7,1
13.1,10,1
15.526315789473685,19,1
16.10144927536232,69,1
18.144736842105264,76,1
11.576576576576576,111,1
22.0,98,1
20.818181818181817,165,1
23.219895287958114,191,1
24.757462686567163,268,1
20.428571428571427,287,1
30.863492063492064,315,1
55.7325,400,1
19.056300268096514,373,1
21.254437869822485,338,1
20.194117647058825,170,1
191.72307692307692,130,1
15.717647058823529,85,1
25.246376811594203,69,1
17.647058823529413,34,1
15.518518518518519,27,1
15.571428571428571,14,2
8.714285714285714,7,1
1930.6,10,1
13.892307692307693,65,1
12.737142857142857,175,1
12.603515625,512,1
14.493742889647326,879,1
15.504347826086956,460,1
29.444881889763778,254,1
106.31400966183575,207,1
15.095890410958905,219,1
19.75769230769231,260,1
144.67741935483872,217,1
22.241286863270776,373,1
16.216968011126564,719,1
17.013698630136986,1095,1
31.390607101947307,873,1
114.31937172774869,573,1
22.642512077294686,414,1
44.62937062937063,286,1
25.947712418300654,153,1
16.26086956521739,92,1
19.402985074626866,67,1
23.03448275862069,29,1
20.615384615384617,13,1
14.75,4,[1 2]
13.181818181818182,11,1
14.653333333333334,75,1
12.106837606837606,234,1
12.575206611570248,605,1
14.473577235772357,984,1
14.210412147505423,461,1
19.052816901408452,284,1
18.15891472868217,258,1
17.912429378531073,354,1
18.02906976744186,344,1
25.889632107023413,299,1
20.74009900990099,404,1
17.29014084507042,710,1
17.729800173761944,1151,1
29.105102040816327,980,1
17.306525037936268,659,1
17.58891454965358,433,1
24.232876712328768,292,1
37.661904761904765,210,1
25.50526315789474,95,1
22.25531914893617,47,1
50.189189189189186,37,1
258.46153846153845,13,1
41.63636363636363,11,1
11.666666666666666,12,1
14.0,80,1
42.84761904761905,210,1
13.197346600331676,603,1
13.618435155412648,933,1
15.468487394957982,476,1
23.237623762376238,303,1
15.625827814569536,302,1
18.57057057057057,333,1
22.103975535168196,327,1
17.793233082706767,266,1
20.801369863013697,292,1
44.443768996960486,658,1
14.652257444764649,1041,1
15.815483870967743,775,1
20.140712945590995,533,1
17.18208092485549,346,1
35.63934426229508,305,1
17.93798449612403,129,1
36.83870967741935,62,1
16.766666666666666,30,1
10.333333333333334,15,1
115.6,5,1
12.0,1,2
7.666666666666667,9,1
16.617021276595743,47,1
11.005347593582888,187,1
12.764918625678119,553,1
13.92901878914405,958,1
18.376623376623378,462,1
17.10902255639098,266,1
20.226480836236934,287,1
16.98994974874372,398,1
17.031152647975077,321,1
18.938650306748468,326,1
19.279503105590063,322,1
71.96140350877192,285,1
20.55354200988468,607,1
17.8544474393531,742,1
23.566037735849058,583,1
23.143920595533498,403,1
19.240549828178693,291,1
22.092,250,1
62.093525179856115,139,1
256.97802197802196,91,1
29.2,45,1
171.47826086956522,23,1
12.571428571428571,7,1
14.411764705882353,17,1
11.072727272727272,55,1
12.64018691588785,214,1
13.640776699029127,515,1
15.295505617977527,890,1
14.83815028901734,519,1
72.6687898089172,314,1
37.270114942528735,348,1
39.96470588235294,425,1
20.817021276595746,470,1
26.374207188160675,473,1
20.971807628524047,603,1
21.136422136422137,777,1
28.564430244941427,939,1
35.31445603576751,671,1
19.761627906976745,516,1
23.739376770538243,353,1
55.25776397515528,322,1
23.53846153846154,299,1
30.3,210,1
28.323529411764707,136,1
23.836363636363636,110,1
51.98701298701299,77,1
604.7272727272727,22,2
20.181818181818183,11,1
297.6666666666667,9,1
23.617021276595743,47,1
30.186813186813186,91,1
29.352201257861637,159,1
21.353356890459363,283,1
27.773170731707317,410,1
28.272727272727273,484,1
28.174825174825173,572,1
43.2875,560,1
38.97388632872504,651,2
28.099476439790575,573,2
28.52901023890785,586,2
99.6728813559322,590,1
25.45117845117845,594,1
37.553497942386834,486,1
30.83383685800604,331,1
34.05494505494506,273,1
70.27598566308244,279,1
448.67857142857144,224,1
109.58088235294117,136,1
73.20661157024793,121,2
965.8636363636364,88,2
95.8125,32,1
12.444444444444445,9,1
18.842105263157894,19,1
17.658536585365855,41,1
23.24137931034483,87,1
29.403973509933774,151,1
23.268551236749115,283,1
33.193029490616624,373,2
34.445945945945944,518,2
32.266666666666666,585,2
31.235759493670887,632,1
84.24375,640,2
29.084772370486657,637,1
27.154178674351584,694,2
29.01223241590214,654,1
31.643478260869564,575,1
23.864271457085827,501,1
22.324120603015075,398,1
17.5,258,1
50.30246913580247,162,1
24.362903225806452,124,1
53.75555555555555,45,1
46.73076923076923,26,1
36.15,20,1
17.833333333333332,6,1
14.75,16,1
13.185714285714285,70,1
13.464285714285714,224,1
13.602990033222591,602,1
15.680688336520076,1046,1
17.541586073500966,517,1
20.86404833836858,331,1
20.33903133903134,351,1
24.943444730077122,389,1
21.959899749373434,399,1
21.83823529411765,340,1
65.67065868263474,501,1
18.20828105395232,797,1
16.304625199362043,1254,1
17.64343786295006,861,1
21.715966386554623,595,1
19.92836676217765,349,1
34.43344709897611,293,1
19.027649769585253,217,1
57.36448598130841,107,1
689.0,38,1
536.5714285714286,28,2
16.4375,16,1
37.36363636363637,11,1
19.8,10,1
11.675324675324676,77,1
14.283950617283951,243,1
13.456752655538695,659,1
16.749308755760367,1085,1
15.62671905697446,509,1
19.25347222222222,288,1
24.872881355932204,354,1
22.3982683982684,462,1
20.827067669172934,399,1
76.0423940149626,401,1
51.94168466522678,463,1
21.20160366552119,873,1
19.964368706429124,1291,1
21.24266936299292,989,1
17.492007104795736,563,1
39.99559471365639,454,1
22.732876712328768,292,1
25.10822510822511,231,1
23.527131782945737,129,1
16.352941176470587,51,1
17.482758620689655,29,1
18.23076923076923,13,2
27.666666666666668,15,1
10.533333333333333,15,1
15.272727272727273,77,1
12.34873949579832,238,1
14.579795021961933,683,1
16.920152091254753,1052,1
21.974609375,512,1
40.24567474048443,289,1
28.571428571428573,343,1
17.29242819843342,383,1
16.645533141210375,347,1
19.20063694267516,314,1
20.425162689804772,461,1
16.273764258555133,789,1
17.412207357859533,1196,1
21.109925293489862,937,1
19.260135135135137,592,1
108.57756563245823,419,1
19.42816091954023,348,1
20.908675799086758,219,1
35.80952380952381,105,1
128.0,46,1
32.285714285714285,14,1
24.818181818181817,22,2
17.6,5,1
13.384615384615385,13,1
12.383333333333333,60,1
12.736625514403292,243,1
13.915123456790123,648,1
15.8393536121673,1052,1
16.451097804391217,501,1
23.257042253521128,284,1
111.73417721518987,316,1
225.53571428571428,392,1
18.94463667820069,289,1
28.46394984326019,319,1
36.401028277634964,389,1
15.2986301369863,730,1
16.60600706713781,1132,1
18.242610837438423,812,1
19.197154471544714,492,1
17.48991354466859,347,1
16.093525179856115,278,1
104.22553191489362,235,1
18.068493150684933,146,1
20.29230769230769,65,1
30.043478260869566,23,1
29.823529411764707,17,1
29.263157894736842,19,2
1982.6315789473683,19,1
12.296296296296296,54,1
36.62439024390244,205,1
14.677290836653386,502,1
13.951668584579977,869,1
22.364372469635626,494,1
23.197278911564627,294,1
28.498567335243553,349,1
22.165,400,1
27.928400954653938,419,1
24.785166240409207,391,1
21.23575638506876,509,1
15.877914951989027,729,1
18.684563758389263,894,1
25.09800664451827,602,1
27.73170731707317,451,1
19.987951807228917,332,1
33.85865724381625,283,1
35.48178137651822,247,1
30.466257668711656,163,1
23.691666666666666,120,1
30.25531914893617,94,1
25.693548387096776,62,[1 2]
197.33333333333334,30,1
25.526315789473685,19,1
24.476190476190474,21,1
96.22,50,1
22.18095238095238,105,1
24.67222222222222,180,1
38.804794520547944,292,1
53.97570850202429,247,1
18.11764705882353,51,1
13.342105263157896,76,1
19.698492462311556,199,1
18.185567010309278,194,1
26.311239193083573,347,1
24.934640522875817,459,1
28.559099437148216,533,2
23.193370165745858,543,2
24.16122448979592,490,1
38.25071225071225,351,1
31.89075630252101,238,2
64.18367346938776,196,1
83.84,175,1
17.4765625,128,1
70.18518518518519,108,1
355.3835616438356,73,2
57.8235294117647,17,1
87.21428571428571,14,[1 2]
28.0,17,1
19.75609756097561,41,1
28.684931506849313,73,1
23.039106145251395,179,1
90.94805194805195,308,1
33.113839285714285,448,1
45.04017857142857,448,2
79.83168316831683,505,2
31.879518072289155,581,2
42.8277027027027,592,2
31.753401360544217,588,2
27.930056710775048,529,1
74.30541012216405,573,1
24.264650283553877,529,1
25.384288747346073,471,1
21.030395136778115,329,1
24.39516129032258,248,1
24.975247524752476,202,1
20.58823529411765,119,1
22.197802197802197,91,1
41.337078651685395,89,2
21.266666666666666,15,1
11.88888888888889,9,2
14.5,6,1
72.25,56,1
14.086538461538462,208,1
13.444049733570159,563,1
14.665868263473055,835,1
21.814102564102566,468,1
24.368852459016395,244,1
22.508,250,1
116.74367088607595,316,1
20.854237288135593,295,1
19.4375,256,1
21.79874213836478,318,1
17.901591895803183,691,1
15.903880070546737,1134,1
16.0989010989011,819,1
19.043795620437955,548,1
37.90883190883191,351,1
16.94871794871795,234,1
20.34375,160,1
20.81188118811881,101,1
24.48148148148148,54,1
22.857142857142858,21,1
1508.9333333333334,15,2
14.6,5,1
12.5,12,1
13.356164383561644,73,1
12.857142857142858,238,1
13.54457050243112,617,1
14.831932773109244,952,1
16.310722100656456,457,1
19.975409836065573,244,1
20.41891891891892,296,1
28.63322884012539,319,1
28.986013986013987,286,1
16.642335766423358,274,1
18.2257217847769,381,1
15.848329048843187,778,1
20.652253909843605,1087,1
18.65839243498818,846,1
19.027164685908318,589,1
18.32741116751269,394,1
20.084,250,1
28.873626373626372,182,1
17.95145631067961,103,1
20.87037037037037,54,1
17.285714285714285,21,1
70.5,12,[1 2]
27.5,8,[1 2]
19.75,20,1
44.044117647058826,68,1
14.49003984063745,251,1
14.216848673946958,641,1
44.153927813163484,942,1
15.783834586466165,532,1
20.494339622641508,265,1
22.36842105263158,285,1
19.486153846153847,325,1
21.234782608695653,345,1
19.45744680851064,282,1
17.528089887640448,178,1
32.97659906396256,641,1
16.19193857965451,1042,1
126.92965517241379,725,1
18.275720164609055,486,1
17.072727272727274,275,1
12.689655172413794,87,1
13.409090909090908,66,1
28.4,45,1
58.483870967741936,31,1
23.266666666666666,30,1
20.0,26,1
17.333333333333332,3,1
17.1875,16,1
121.66101694915254,59,1
16.47741935483871,155,1
13.820823244552058,413,1
12.377752027809965,863,1
14.438735177865613,506,1
17.177474402730375,293,1
23.002958579881657,338,1
22.12039312039312,407,1
20.03012048192771,332,1
28.766381766381766,351,1
18.46489104116223,413,1
16.32523616734143,741,1
26.596654275092938,1076,1
32.60267314702308,823,1
21.291814946619215,562,1
16.848780487804877,410,1
22.11111111111111,279,1
102.0632911392405,237,1
21.53676470588235,136,1
21.103896103896105,77,1
19.476190476190474,42,2
43.5,26,2
21.875,8,1
53.0,16,1
30.566037735849058,53,1
19.483695652173914,184,1
13.245019920318725,502,1
14.314410480349345,916,1
20.214990138067062,507,1
21.613114754098362,305,1
21.761627906976745,344,1
101.05542168674698,415,1
20.66887417218543,453,1
153.8577981651376,436,1
22.134874759152215,519,1
24.869565217391305,805,1
18.752222222222223,900,1
20.71021021021021,666,1
24.576771653543307,508,1
19.89769820971867,391,1
19.912280701754387,285,1
32.75431034482759,232,1
20.06806282722513,191,1
128.9922480620155,129,1
96.43181818181819,88,2
107.04109589041096,73,2
20.774193548387096,31,2
21.083333333333332,24,1
14.083333333333334,24,1
291.4193548387097,31,1
13.632911392405063,79,1
14.321678321678322,143,1
19.916129032258066,155,1
31.015974440894567,313,1
19.922155688622755,167,1
14.73913043478261,46,1
15.598214285714286,112,1
28.69291338582677,127,1
397.1101694915254,118,1
22.145251396648046,179,1
25.095454545454544,220,1
29.05952380952381,252,1
23.420353982300885,226,1
20.80952380952381,210,1
26.595092024539877,163,1
43.62048192771084,166,1
24.862595419847327,131,1
69.3010752688172,93,1
30.988372093023255,86,[1 2]
48.70909090909091,55,2
270.3478260869565,23,1
97.0,5,1
13.714285714285714,7,1
11.75,8,1
12.416666666666666,12,1
11.880952380952381,42,1
17.289256198347108,121,1
19.101063829787233,188,1
19.81767955801105,181,1
22.114285714285714,210,1
24.036312849162012,358,1
24.830188679245282,371,1
23.554794520547944,438,1
24.315985130111525,269,1
41.0,211,1
20.401315789473685,304,1
18.369127516778523,298,1
155.3523316062176,193,1
21.476190476190474,147,1
23.310344827586206,58,1
66.65789473684211,38,1
17.0,31,1
13.833333333333334,12,1
154.0,5,2
15.5,2,[1 2]
101.9090909090909,11,1
11.0,61,1
12.94915254237288,177,1
12.546697038724373,439,1
15.549041713641488,887,1
13.972602739726028,438,1
15.100877192982455,228,1
17.059574468085106,235,1
60.64431486880466,343,1
19.418867924528303,265,1
28.013745704467354,291,1
22.658730158730158,378,1
16.19137931034483,580,1
17.306196840826246,823,1
106.6624203821656,314,1
17.303797468354432,237,1
14.790697674418604,129,1
27.612244897959183,49,1
13.051724137931034,58,1
12.195121951219512,41,1
64.63888888888889,36,1
2287.6666666666665,12,2
10.454545454545455,11,1
11.0,2,1
12.545454545454545,11,1
10.490196078431373,51,1
11.85204081632653,196,1
13.460606060606061,495,1
13.29768467475193,907,1
14.308823529411764,476,1
20.958677685950413,242,1
19.055335968379445,253,1
17.982089552238804,335,1
15.022641509433962,265,1
38.31818181818182,286,1
19.72425249169435,301,1
26.236363636363638,660,1
15.817789291882557,1158,1
18.445823927765236,886,1
27.927835051546392,582,1
18.727272727272727,374,1
21.455516014234874,281,1
21.120253164556964,158,1
16.02020202020202,99,1
19.88372093023256,43,1
16.071428571428573,14,1
16.125,8,1
71.66666666666667,12,2
58.0,11,1
9.985507246376812,69,1
12.268292682926829,246,1
51.692821368948245,599,1
53.85401459854015,959,1
14.53765690376569,478,1
41.003412969283275,293,1
64.45,280,1
19.114754098360656,366,1
17.341389728096676,331,1
31.2239263803681,326,1
19.763593380614658,423,1
16.130779392338177,757,1
24.31260945709282,1142,1
22.26574172892209,937,1
67.10207612456747,578,1
151.37121212121212,396,1
21.958646616541355,266,1
19.259887005649716,177,1
24.73,100,1
38.7,50,1
24.153846153846153,26,1
14.8,10,1
15.25,4,[1 2]
12.923076923076923,13,1
10.938775510204081,49,1
13.785714285714286,238,1
14.007042253521126,568,1
21.172866520787746,914,1
16.150602409638555,498,1
19.0561797752809,267,1
23.942073170731707,328,1
18.853591160220994,362,1
31.670360110803323,361,1
23.88145896656535,329,1
22.073417721518986,395,1
19.95567144719687,767,1
16.58041237113402,970,1
83.54567022538552,843,1
21.935599284436492,559,1
26.45273631840796,402,1
17.2406015037594,266,1
23.82758620689655,203,1
20.9765625,128,1
19.651515151515152,66,1
17.542857142857144,35,2
17.857142857142858,28,[1 2]
12.0,11,1
17.2,10,1
13.101694915254237,59,1
12.155,200,1
13.27027027027027,481,1
15.768166089965398,867,1
17.07391304347826,460,1
24.073015873015873,315,1
24.795454545454547,352,1
17.446188340807176,446,1
31.06637168141593,452,1
25.546296296296298,432,1
22.218220338983052,472,1
27.90738255033557,745,1
21.124223602484474,644,1
19.581039755351682,327,1
21.69364161849711,346,1
18.522727272727273,220,1
24.925764192139738,229,1
192.83710407239818,221,1
19.14179104477612,134,1
21.075,80,1
937.7377049180328,61,2
54.829268292682926,41,1
21.444444444444443,9,1
26.928571428571427,14,1
18.75,12,1
18.53125,32,1
19.147058823529413,102,1
22.085365853658537,164,1
24.994871794871795,195,1
26.564179104477613,335,1
28.989270386266096,466,1
45.756972111553786,502,1
31.653488372093022,430,1
21.969758064516128,496,1
22.32311320754717,424,1
165.2,355,2
21.917525773195877,97,1
46.37444933920705,227,1
22.133333333333333,345,1
20.837209302325583,258,1
36.05128205128205,195,1
22.54237288135593,177,1
11.551020408163266,49,1
31.596153846153847,52,1
23.46268656716418,67,1
108.33846153846154,65,2
43.958333333333336,24,2
19.142857142857142,7,1
26.181818181818183,11,1
24.92,25,1
21.016666666666666,60,1
21.54601226993865,163,1
26.12087912087912,273,1
31.68041237113402,388,1
81.215953307393,514,2
62.554848966613676,629,2
29.85483870967742,620,2
38.08589951377634,617,2
52.07658321060383,679,2
31.005722460658085,699,2
35.03250478011472,523,1
37.61078998073218,519,1
20.975342465753425,365,1
16.32183908045977,261,1
15.063291139240507,158,1
13.340909090909092,88,1
12.298245614035087,57,1
13.35,20,1
26.52173913043478,23,2
13.0,4,1
31.8,5,2
12.0,8,1
13.166666666666666,54,1
11.662037037037036,216,1
12.767258382642998,507,1
13.334451901565995,894,1
15.0,442,1
25.993079584775085,289,1
24.735384615384614,325,1
24.767195767195766,378,1
27.315942028985507,345,1
23.85885885885886,333,1
24.55399061032864,426,1
56.80245398773006,815,1
31.833333333333332,1200,1
20.244919786096258,935,1
25.76086956521739,552,1
17.49342105263158,304,1
13.532,250,1
22.96315789473684,190,1
22.0,101,1
136.16666666666666,54,1
14.411764705882353,17,1
54.714285714285715,7,1
16.0,1,1
16.3,10,1
12.887096774193548,62,1
12.226666666666667,225,1
14.060509554140127,628,1
13.534174553101998,951,1
28.925925925925927,486,1
68.73063973063974,297,1
18.949494949494948,297,1
26.37027027027027,370,1
30.624293785310734,354,1
30.337531486146094,397,1
98.78060046189377,433,1
19.817010309278352,776,1
17.59917355371901,1210,1
43.34841628959276,884,1
18.7636684303351,567,1
27.152298850574713,348,1
208.41729323308272,266,1
21.679324894514767,237,1
121.90196078431373,102,1
24.96153846153846,52,1
18.615384615384617,26,1
1179.142857142857,7,1
24.176470588235293,17,2
14.5,6,1
12.03921568627451,51,1
14.650485436893204,206,1
13.876288659793815,291,1
11.88655462184874,238,1
14.02482269503546,282,1
18.597883597883598,189,1
17.943722943722943,231,1
17.520689655172415,290,1
17.233449477351915,287,1
23.675862068965518,290,1
24.125925925925927,405,1
14.424107142857142,448,1
36.218970736629664,991,1
97.1445929526124,823,1
31.52207293666027,521,1
16.93103448275862,348,1
86.77083333333333,288,1
20.308035714285715,224,1
101.93103448275862,87,1
17.488372093023255,43,1
16.0,24,1
19.625,16,1
164.0,4,1
12.3,10,1
21.333333333333332,57,1
12.699530516431924,213,1
13.357407407407408,540,1
12.698294243070363,938,1
16.122330097087378,515,1
33.6744966442953,298,1
20.08695652173913,322,1
18.781553398058254,412,1
26.44559585492228,386,1
20.639896373056995,386,1
56.881287726358146,497,1
21.648216482164823,813,1
45.34615384615385,1118,1
23.68735362997658,854,1
23.79513888888889,576,1
16.4144578313253,415,1
70.12587412587412,286,1
62.08715596330275,218,1
15.30841121495327,107,1
400.85,60,1
24.36111111111111,36,2
15.210526315789474,19,1
20.0,4,[1 2]
14.571428571428571,7,1
13.384615384615385,52,1
12.329545454545455,176,1
17.439824945295406,457,1
14.0,836,1
18.41822429906542,428,1
187.30747922437672,361,1
162.52522255192878,337,1
38.72930648769575,447,1
23.853711790393014,458,1
23.209745762711865,472,1
22.58303886925795,566,1
51.6289707750953,787,1
22.985651214128037,906,1
22.73615160349854,686,1
97.24190476190476,525,1
24.75177304964539,282,1
160.31535269709545,241,1
37.548780487804876,246,1
46.46258503401361,147,1
21.59550561797753,89,1
102.08955223880596,67,2
36.78787878787879,33,2
66.91666666666667,24,[1 2]
21.416666666666668,12,1
19.071428571428573,14,1
23.195121951219512,41,1
18.22222222222222,108,1
19.594444444444445,180,1
40.9073482428115,313,1
28.981524249422634,433,1
64.61595547309832,539,2
29.93211920529801,604,2
30.864238410596027,604,2
53.08771929824562,627,2
39.58901830282862,601,2
35.30273752012882,621,2
61.05414551607445,591,2
63.93621013133208,533,1
31.26605504587156,436,1
20.734138972809667,331,1
237.3155737704918,244,1
130.22916666666666,240,1
34.076388888888886,144,1
18.716814159292035,113,1
43.62376237623762,101,2
71.10144927536231,69,1
36.26086956521739,23,2
4113.75,8,[1 2]
346.5,16,1
23.838709677419356,31,1
23.089285714285715,56,1
20.98051948051948,154,1
27.067164179104477,268,1
43.440677966101696,354,1
27.317525773195875,485,1
30.881034482758622,580,2
33.97400346620451,577,2
38.569069069069066,666,1
252.8546042003231,619,2
111.12542372881356,590,1
64.38870431893687,602,1
36.405309734513274,565,1
20.933806146572103,423,1
76.6241610738255,298,1
49.055,200,1
21.53900709219858,141,1
18.3,70,1
20.195121951219512,41,1
15.25,20,1
11.222222222222221,9,1
13.8,5,1
13.9,10,1
11.559322033898304,59,1
12.448275862068966,203,1
12.636363636363637,550,1
19.00774336283186,904,1
15.114832535885167,418,1
17.66796875,256,1
19.381818181818183,275,1
19.00588235294118,340,1
17.44871794871795,312,1
19.12883435582822,326,1
37.323232323232325,396,1
16.319884726224785,694,1
25.32975871313673,1119,1
41.46520146520147,819,1
25.33562822719449,581,1
16.670184696569923,379,1
18.51054852320675,237,1
15.375838926174497,149,1
14.425,80,1
13.350877192982455,57,1
28.14814814814815,27,2
11.666666666666666,12,1
13.0,6,1
17.11111111111111,9,1
13.40983606557377,61,1
11.95330739299611,257,1
12.616504854368932,618,1
13.125779625779625,962,1
14.26215644820296,473,1
20.632575757575758,264,1
18.640677966101695,295,1
34.51,300,1
17.912457912457914,297,1
33.601476014760145,271,1
19.24109589041096,365,1
16.315573770491802,732,1
15.99437148217636,1066,1
17.169469598965073,773,1
26.09664694280079,507,1
16.318652849740932,386,1
36.629629629629626,270,1
24.16393442622951,183,1
22.591666666666665,120,1
14.849056603773585,53,1
32.07142857142857,28,2
16.941176470588236,17,1
155.4,5,1
30.75,12,1
14.945205479452055,73,1
12.377777777777778,225,1
12.576051779935275,618,1
13.77277970011534,867,1
18.52577319587629,485,1
24.68421052631579,228,1
16.543568464730292,241,1
18.681506849315067,292,1
16.205426356589147,258,1
48.762962962962966,270,1
29.890625,320,1
18.936746987951807,664,1
48.24202626641651,1066,1
16.12707182320442,724,1
17.615087040618956,517,1
