dt_iso,city_id,pressure,humidity,wind_speed,avg_temp_f,weather_type,Average Trip Duration,Amount of Rides,Subscribers,Non Subscribers,Subscriber %,Non Subscriber %
2018-03-02,4975802,1005.0,86.04166666666667,6.625,36.034250000000036,7,23.705826704702687,558.0,424.0,134.0,76.0,24.0
2018-03-03,4975802,1012.0,60.166666666666664,7.958333333333333,39.425750000000015,2,19.459799165512553,721.0,528.0,193.0,73.0,27.0
2018-03-04,4975802,1017.7916666666666,56.375,4.208333333333333,38.58875000000003,2,29.06843738237806,612.0,469.0,143.0,77.0,23.0
2018-03-05,4975802,1016.8333333333334,68.45833333333333,5.125,35.781500000000044,2,15.38695335658784,368.0,317.0,51.0,86.0,14.0
2018-03-06,4975802,1017.4583333333334,65.75,3.0833333333333335,33.72125000000004,2,17.625446229818987,765.0,430.0,335.0,56.0,44.0
2018-03-07,4975802,1016.125,73.95833333333333,4.708333333333333,31.745000000000037,2,32.691940315297806,1317.0,415.0,902.0,32.0,68.0
2018-03-08,4975802,1001.875,92.41666666666667,6.583333333333333,30.636500000000012,8,31.490760552897346,1343.0,364.0,979.0,27.0,73.0
2018-03-09,4975802,1000.875,87.41666666666667,2.0833333333333335,28.379750000000026,8,22.759845674043685,1009.0,550.0,459.0,55.0,45.0
2018-03-10,4975802,1003.5,78.625,3.6666666666666665,30.808250000000044,2,17.47841088015854,390.0,342.0,48.0,88.0,12.0
2018-03-11,4975802,1010.875,66.29166666666667,3.625,34.18775000000003,2,39.276585248848434,671.0,477.0,194.0,71.0,29.0
2018-03-12,4975802,1018.0,69.79166666666667,3.4583333333333335,29.753750000000043,1,16.521303806657205,659.0,451.0,208.0,68.0,32.0
2018-03-13,4975802,1006.5833333333334,86.04166666666667,6.5,31.391750000000034,8,19.422751141007,656.0,458.0,198.0,70.0,30.0
2018-03-14,4975802,992.7916666666666,86.66666666666667,4.333333333333333,32.44700000000005,8,24.599333694883583,560.0,249.0,311.0,44.0,56.0
2018-03-15,4975802,991.0,75.33333333333333,4.541666666666667,33.90995000000003,2,26.894038171443814,661.0,328.0,333.0,50.0,50.0
2018-03-16,4975802,996.7083333333334,57.166666666666664,4.375,31.93062500000004,2,22.00264385079548,841.0,527.0,314.0,63.0,37.0
2018-03-17,4975802,1002.6666666666666,42.791666666666664,6.875,23.50550000000004,1,23.431945109931277,991.0,581.0,410.0,59.0,41.0
2018-03-18,4975802,1009.0416666666666,39.833333333333336,3.7916666666666665,15.636496490000033,1,16.993729376173903,460.0,373.0,87.0,81.0,19.0
2018-03-19,4975802,1010.375,38.166666666666664,3.9166666666666665,20.55200000000004,1,17.103523888033944,461.0,389.0,72.0,84.0,16.0
