Start Time,Average Trip Duration,Amount of Rides,Subscribers,Non Subscribers,Subscriber %,Non Subscriber %
2018-01-01 00:00:00,13.882352941176471,17,8,9,47.0,53.0
2018-01-01 01:00:00,15.4,20,11,9,55.0,45.0
2018-01-01 02:00:00,17.0,5,3,2,60.0,40.0
2018-01-01 03:00:00,32.0,1,1,0,100.0,0.0
2018-01-01 06:00:00,14.5,2,2,0,100.0,0.0
2018-01-01 07:00:00,40.666666666666664,3,3,0,100.0,0.0
2018-01-01 08:00:00,13.25,8,5,3,62.0,38.0
2018-01-01 09:00:00,44.0,11,6,5,55.0,45.0
2018-01-01 10:00:00,23.77777777777778,9,5,4,56.0,44.0
2018-01-01 11:00:00,43.05,20,11,9,55.0,45.0
2018-01-01 12:00:00,25.0,17,11,6,65.0,35.0
2018-01-01 13:00:00,32.38235294117647,34,11,23,32.0,68.0
2018-01-01 14:00:00,31.853658536585368,41,17,24,41.0,59.0
2018-01-01 15:00:00,24.133333333333333,45,21,24,47.0,53.0
2018-01-01 16:00:00,22.9,30,14,16,47.0,53.0
2018-01-01 17:00:00,7.052631578947368,19,16,3,84.0,16.0
2018-01-01 18:00:00,19.7,10,10,0,100.0,0.0
2018-01-01 19:00:00,17.25,8,6,2,75.0,25.0
2018-01-01 20:00:00,13.777777777777779,9,4,5,44.0,56.0
2018-01-01 21:00:00,19.0,1,1,0,100.0,0.0
2018-01-01 22:00:00,5.666666666666667,3,3,0,100.0,0.0
2018-01-02 00:00:00,31.0,3,3,0,100.0,0.0
2018-01-02 02:00:00,7.0,1,1,0,100.0,0.0
2018-01-02 03:00:00,2.0,1,1,0,100.0,0.0
2018-01-02 05:00:00,35.0,7,6,1,86.0,14.0
2018-01-02 06:00:00,4.0,7,6,1,86.0,14.0
2018-01-02 07:00:00,8.157894736842104,19,17,2,89.0,11.0
2018-01-02 08:00:00,11.821428571428571,28,25,3,89.0,11.0
2018-01-02 09:00:00,13.652173913043478,23,21,2,91.0,9.0
2018-01-02 10:00:00,28.142857142857142,14,11,3,79.0,21.0
2018-01-02 11:00:00,16.157894736842106,19,15,4,79.0,21.0
2018-01-02 12:00:00,18.862068965517242,29,19,10,66.0,34.0
2018-01-02 13:00:00,14.954545454545455,22,17,5,77.0,23.0
2018-01-02 14:00:00,20.25,24,13,11,54.0,46.0
2018-01-02 15:00:00,17.666666666666668,18,12,6,67.0,33.0
2018-01-02 16:00:00,14.233333333333333,30,21,9,70.0,30.0
2018-01-02 17:00:00,10.551724137931034,29,25,4,86.0,14.0
2018-01-02 18:00:00,17.444444444444443,18,18,0,100.0,0.0
2018-01-02 19:00:00,10.857142857142858,14,13,1,93.0,7.0
2018-01-02 20:00:00,14.7,10,9,1,90.0,10.0
2018-01-02 21:00:00,19.636363636363637,11,7,4,64.0,36.0
2018-01-02 22:00:00,3.5714285714285716,7,7,0,100.0,0.0
2018-01-02 23:00:00,21.5,2,2,0,100.0,0.0
2018-01-03 00:00:00,15.166666666666666,6,5,1,83.0,17.0
2018-01-03 01:00:00,27.0,5,5,0,100.0,0.0
2018-01-03 02:00:00,3.0,1,1,0,100.0,0.0
2018-01-03 03:00:00,9.0,3,3,0,100.0,0.0
2018-01-03 05:00:00,8.5,4,4,0,100.0,0.0
2018-01-03 06:00:00,6.875,8,7,1,88.0,12.0
2018-01-03 07:00:00,11.31578947368421,19,18,1,95.0,5.0
2018-01-03 08:00:00,11.743589743589743,39,35,4,90.0,10.0
2018-01-03 09:00:00,14.68421052631579,19,15,4,79.0,21.0
2018-01-03 10:00:00,26.058823529411764,17,9,8,53.0,47.0
2018-01-03 11:00:00,20.92,25,18,7,72.0,28.0
2018-01-03 12:00:00,34.65384615384615,26,13,13,50.0,50.0
2018-01-03 13:00:00,33.578947368421055,19,11,8,58.0,42.0
2018-01-03 14:00:00,23.34285714285714,35,21,14,60.0,40.0
2018-01-03 15:00:00,32.75,28,18,10,64.0,36.0
2018-01-03 16:00:00,12.837837837837839,37,27,10,73.0,27.0
2018-01-03 17:00:00,13.81081081081081,37,30,7,81.0,19.0
2018-01-03 18:00:00,19.541666666666668,24,18,6,75.0,25.0
2018-01-03 19:00:00,12.0,12,8,4,67.0,33.0
2018-01-03 20:00:00,24.5,8,4,4,50.0,50.0
2018-01-03 21:00:00,20.0,13,6,7,46.0,54.0
2018-01-03 22:00:00,21.2,5,5,0,100.0,0.0
2018-01-03 23:00:00,16.333333333333332,6,5,1,83.0,17.0
2018-01-04 00:00:00,7.2,5,4,1,80.0,20.0
2018-01-04 01:00:00,15.0,5,5,0,100.0,0.0
2018-01-04 02:00:00,43.5,2,2,0,100.0,0.0
2018-01-04 03:00:00,10.0,1,1,0,100.0,0.0
2018-01-04 04:00:00,4.0,1,1,0,100.0,0.0
2018-01-04 05:00:00,8.0,2,2,0,100.0,0.0
2018-01-04 06:00:00,23.0,8,7,1,88.0,12.0
2018-01-04 07:00:00,10.823529411764707,17,16,1,94.0,6.0
2018-01-04 08:00:00,8.543478260869565,46,41,5,89.0,11.0
2018-01-04 09:00:00,10.384615384615385,26,23,3,88.0,12.0
2018-01-04 10:00:00,20.153846153846153,13,12,1,92.0,8.0
2018-01-04 11:00:00,19.863636363636363,22,17,5,77.0,23.0
2018-01-04 12:00:00,12.789473684210526,19,15,4,79.0,21.0
2018-01-04 13:00:00,25.96551724137931,29,20,9,69.0,31.0
2018-01-04 14:00:00,27.11764705882353,34,21,13,62.0,38.0
2018-01-04 15:00:00,36.588235294117645,17,14,3,82.0,18.0
2018-01-04 16:00:00,13.238095238095237,21,17,4,81.0,19.0
2018-01-04 17:00:00,10.461538461538462,26,26,0,100.0,0.0
2018-01-04 18:00:00,11.193548387096774,31,30,1,97.0,3.0
2018-01-04 19:00:00,12.0,10,10,0,100.0,0.0
2018-01-04 20:00:00,11.6,10,8,2,80.0,20.0
2018-01-04 21:00:00,6.75,4,4,0,100.0,0.0
2018-01-04 22:00:00,6.5,4,4,0,100.0,0.0
2018-01-04 23:00:00,21.25,4,4,0,100.0,0.0
2018-01-05 00:00:00,6.666666666666667,3,2,1,67.0,33.0
2018-01-05 04:00:00,59.5,2,2,0,100.0,0.0
2018-01-05 05:00:00,2.0,1,1,0,100.0,0.0
2018-01-05 06:00:00,6.333333333333333,9,7,2,78.0,22.0
2018-01-05 07:00:00,13.352941176470589,17,16,1,94.0,6.0
2018-01-05 08:00:00,13.142857142857142,21,21,0,100.0,0.0
2018-01-05 09:00:00,7.8125,16,13,3,81.0,19.0
2018-01-05 10:00:00,27.0,16,15,1,94.0,6.0
2018-01-05 11:00:00,16.923076923076923,13,12,1,92.0,8.0
2018-01-05 12:00:00,12.428571428571429,14,13,1,93.0,7.0
2018-01-05 13:00:00,21.857142857142858,21,12,9,57.0,43.0
2018-01-05 14:00:00,26.192307692307693,26,16,10,62.0,38.0
2018-01-05 15:00:00,25.205128205128204,39,22,17,56.0,44.0
2018-01-05 16:00:00,24.6,35,24,11,69.0,31.0
2018-01-05 17:00:00,14.659574468085106,47,40,7,85.0,15.0
2018-01-05 18:00:00,14.272727272727273,22,17,5,77.0,23.0
2018-01-05 19:00:00,19.384615384615383,13,12,1,92.0,8.0
2018-01-05 20:00:00,21.615384615384617,13,9,4,69.0,31.0
2018-01-05 21:00:00,32.75,8,7,1,88.0,12.0
2018-01-05 22:00:00,23.5,2,2,0,100.0,0.0
2018-01-05 23:00:00,23.166666666666668,6,6,0,100.0,0.0
2018-01-06 00:00:00,19.0,1,1,0,100.0,0.0
2018-01-06 01:00:00,19.166666666666668,6,5,1,83.0,17.0
2018-01-06 02:00:00,33.5,2,2,0,100.0,0.0
2018-01-06 03:00:00,18.0,2,2,0,100.0,0.0
2018-01-06 05:00:00,17.0,1,1,0,100.0,0.0
2018-01-06 07:00:00,4.333333333333333,3,3,0,100.0,0.0
2018-01-06 08:00:00,6.333333333333333,3,3,0,100.0,0.0
2018-01-06 09:00:00,19.714285714285715,14,13,1,93.0,7.0
2018-01-06 10:00:00,20.0,23,15,8,65.0,35.0
2018-01-06 11:00:00,23.357142857142858,14,12,2,86.0,14.0
2018-01-06 12:00:00,19.58823529411765,34,25,9,74.0,26.0
2018-01-06 13:00:00,29.25925925925926,27,17,10,63.0,37.0
2018-01-06 14:00:00,31.5,38,21,17,55.0,45.0
2018-01-06 15:00:00,23.547619047619047,42,26,16,62.0,38.0
2018-01-06 16:00:00,24.170731707317074,41,16,25,39.0,61.0
2018-01-06 17:00:00,16.357142857142858,28,15,13,54.0,46.0
2018-01-06 18:00:00,11.03225806451613,31,17,14,55.0,45.0
2018-01-06 19:00:00,19.555555555555557,18,8,10,44.0,56.0
2018-01-06 20:00:00,6.3,10,5,5,50.0,50.0
2018-01-06 21:00:00,13.23076923076923,13,5,8,38.0,62.0
2018-01-06 22:00:00,22.9,10,6,4,60.0,40.0
2018-01-06 23:00:00,19.333333333333332,9,2,7,22.0,78.0
2018-01-07 00:00:00,84.33333333333333,3,1,2,33.0,67.0
2018-01-07 01:00:00,26.666666666666668,3,3,0,100.0,0.0
2018-01-07 02:00:00,18.0,2,1,1,50.0,50.0
2018-01-07 03:00:00,13.5,2,0,2,0.0,100.0
2018-01-07 05:00:00,26.0,1,0,1,0.0,100.0
2018-01-07 06:00:00,8.0,4,2,2,50.0,50.0
2018-01-07 07:00:00,4.0,1,1,0,100.0,0.0
2018-01-07 08:00:00,5.666666666666667,6,6,0,100.0,0.0
2018-01-07 09:00:00,18.923076923076923,13,11,2,85.0,15.0
2018-01-07 10:00:00,8.88888888888889,9,9,0,100.0,0.0
2018-01-07 11:00:00,14.555555555555555,9,9,0,100.0,0.0
2018-01-07 12:00:00,15.6,15,10,5,67.0,33.0
2018-01-07 13:00:00,25.2,20,6,14,30.0,70.0
2018-01-07 14:00:00,14.31578947368421,19,13,6,68.0,32.0
2018-01-07 15:00:00,27.29032258064516,31,16,15,52.0,48.0
2018-01-07 16:00:00,14.764705882352942,17,13,4,76.0,24.0
2018-01-07 17:00:00,15.6,10,10,0,100.0,0.0
2018-01-07 18:00:00,5.0,9,9,0,100.0,0.0
2018-01-07 19:00:00,8.2,5,4,1,80.0,20.0
2018-01-07 20:00:00,14.714285714285714,7,7,0,100.0,0.0
2018-01-07 21:00:00,7.666666666666667,3,3,0,100.0,0.0
2018-01-07 22:00:00,11.2,5,5,0,100.0,0.0
2018-01-07 23:00:00,17.714285714285715,7,6,1,86.0,14.0
2018-01-08 00:00:00,10.0,1,1,0,100.0,0.0
2018-01-08 01:00:00,50.0,1,1,0,100.0,0.0
2018-01-08 03:00:00,14.0,1,1,0,100.0,0.0
2018-01-08 05:00:00,6.75,4,4,0,100.0,0.0
2018-01-08 06:00:00,7.8,5,3,2,60.0,40.0
2018-01-08 07:00:00,10.958333333333334,24,22,2,92.0,8.0
2018-01-08 08:00:00,12.24390243902439,41,38,3,93.0,7.0
2018-01-08 09:00:00,13.04,25,23,2,92.0,8.0
2018-01-08 10:00:00,19.40909090909091,22,18,4,82.0,18.0
2018-01-08 11:00:00,17.25,28,23,5,82.0,18.0
2018-01-08 12:00:00,21.4,25,21,4,84.0,16.0
2018-01-08 13:00:00,25.041666666666668,24,17,7,71.0,29.0
2018-01-08 14:00:00,43.69565217391305,23,13,10,57.0,43.0
2018-01-08 15:00:00,16.233333333333334,30,18,12,60.0,40.0
2018-01-08 16:00:00,9.333333333333334,24,17,7,71.0,29.0
2018-01-08 17:00:00,37.88095238095238,42,37,5,88.0,12.0
2018-01-08 18:00:00,8.586206896551724,29,26,3,90.0,10.0
2018-01-08 19:00:00,8.916666666666666,12,10,2,83.0,17.0
2018-01-08 20:00:00,5.636363636363637,11,11,0,100.0,0.0
2018-01-08 21:00:00,20.90909090909091,11,10,1,91.0,9.0
2018-01-08 22:00:00,4.714285714285714,7,6,1,86.0,14.0
2018-01-08 23:00:00,10.9,10,7,3,70.0,30.0
2018-01-09 00:00:00,47.0,2,2,0,100.0,0.0
2018-01-09 02:00:00,8.0,1,1,0,100.0,0.0
2018-01-09 04:00:00,30.0,1,1,0,100.0,0.0
2018-01-09 05:00:00,7.0,1,1,0,100.0,0.0
2018-01-09 06:00:00,10.444444444444445,9,9,0,100.0,0.0
2018-01-09 07:00:00,9.7,20,18,2,90.0,10.0
2018-01-09 08:00:00,11.71875,32,30,2,94.0,6.0
2018-01-09 09:00:00,13.777777777777779,18,18,0,100.0,0.0
2018-01-09 10:00:00,27.555555555555557,9,7,2,78.0,22.0
2018-01-09 11:00:00,21.272727272727273,11,11,0,100.0,0.0
2018-01-09 12:00:00,9.571428571428571,14,10,4,71.0,29.0
2018-01-09 13:00:00,87.33333333333333,15,12,3,80.0,20.0
2018-01-09 14:00:00,12.714285714285714,7,5,2,71.0,29.0
2018-01-09 15:00:00,14.708333333333334,24,22,2,92.0,8.0
2018-01-09 16:00:00,17.870967741935484,31,27,4,87.0,13.0
2018-01-09 17:00:00,9.65,40,38,2,95.0,5.0
2018-01-09 18:00:00,16.53125,32,20,12,62.0,38.0
2018-01-09 19:00:00,21.210526315789473,19,17,2,89.0,11.0
2018-01-09 20:00:00,23.666666666666668,12,12,0,100.0,0.0
2018-01-09 21:00:00,26.53846153846154,13,8,5,62.0,38.0
2018-01-09 22:00:00,13.777777777777779,9,6,3,67.0,33.0
2018-01-09 23:00:00,11.0,4,4,0,100.0,0.0
2018-01-10 00:00:00,6.928571428571429,14,8,6,57.0,43.0
2018-01-10 01:00:00,13.375,8,3,5,38.0,62.0
2018-01-10 02:00:00,9.0,2,2,0,100.0,0.0
2018-01-10 03:00:00,13.5,2,0,2,0.0,100.0
2018-01-10 04:00:00,1.0,1,0,1,0.0,100.0
2018-01-10 05:00:00,15.75,4,4,0,100.0,0.0
2018-01-10 06:00:00,8.25,8,7,1,88.0,12.0
2018-01-10 07:00:00,12.045454545454545,22,19,3,86.0,14.0
2018-01-10 08:00:00,12.425,40,40,0,100.0,0.0
2018-01-10 09:00:00,15.277777777777779,18,16,2,89.0,11.0
2018-01-10 10:00:00,36.36363636363637,11,6,5,55.0,45.0
2018-01-10 11:00:00,14.476190476190476,21,19,2,90.0,10.0
2018-01-10 12:00:00,12.862068965517242,29,23,6,79.0,21.0
2018-01-10 13:00:00,30.16,25,18,7,72.0,28.0
2018-01-10 14:00:00,35.95652173913044,23,18,5,78.0,22.0
2018-01-10 15:00:00,13.043478260869565,23,22,1,96.0,4.0
2018-01-10 16:00:00,15.057142857142857,35,33,2,94.0,6.0
2018-01-10 17:00:00,14.170731707317072,41,32,9,78.0,22.0
2018-01-10 18:00:00,11.181818181818182,22,19,3,86.0,14.0
2018-01-10 19:00:00,6.3076923076923075,13,12,1,92.0,8.0
2018-01-10 20:00:00,20.875,8,7,1,88.0,12.0
2018-01-10 21:00:00,11.0,8,7,1,88.0,12.0
2018-01-10 22:00:00,21.833333333333332,12,8,4,67.0,33.0
2018-01-10 23:00:00,12.0,4,4,0,100.0,0.0
2018-01-11 00:00:00,11.8,5,5,0,100.0,0.0
2018-01-11 01:00:00,8.0,1,1,0,100.0,0.0
2018-01-11 02:00:00,20.333333333333332,3,2,1,67.0,33.0
2018-01-11 04:00:00,8.0,1,1,0,100.0,0.0
2018-01-11 05:00:00,9.8,5,5,0,100.0,0.0
2018-01-11 06:00:00,8.333333333333334,6,6,0,100.0,0.0
2018-01-11 07:00:00,11.619047619047619,21,18,3,86.0,14.0
2018-01-11 08:00:00,10.68,25,24,1,96.0,4.0
2018-01-11 09:00:00,30.2,15,15,0,100.0,0.0
2018-01-11 10:00:00,34.666666666666664,6,6,0,100.0,0.0
2018-01-11 11:00:00,41.36363636363637,11,6,5,55.0,45.0
2018-01-11 12:00:00,12.0,9,9,0,100.0,0.0
2018-01-11 13:00:00,37.22727272727273,22,14,8,64.0,36.0
2018-01-11 14:00:00,30.666666666666668,9,6,3,67.0,33.0
2018-01-11 15:00:00,102.0,13,10,3,77.0,23.0
2018-01-11 16:00:00,14.333333333333334,12,9,3,75.0,25.0
2018-01-11 17:00:00,11.653846153846153,26,25,1,96.0,4.0
2018-01-11 18:00:00,12.73913043478261,23,22,1,96.0,4.0
2018-01-11 19:00:00,11.1,20,15,5,75.0,25.0
2018-01-11 20:00:00,13.214285714285714,14,13,1,93.0,7.0
2018-01-11 21:00:00,23.09090909090909,11,10,1,91.0,9.0
2018-01-11 22:00:00,14.555555555555555,9,8,1,89.0,11.0
2018-01-11 23:00:00,10.333333333333334,3,3,0,100.0,0.0
2018-01-12 00:00:00,26.666666666666668,6,6,0,100.0,0.0
2018-01-12 02:00:00,25.75,4,1,3,25.0,75.0
2018-01-12 03:00:00,27.0,2,1,1,50.0,50.0
2018-01-12 04:00:00,8.0,1,1,0,100.0,0.0
2018-01-12 05:00:00,7.0,2,2,0,100.0,0.0
2018-01-12 06:00:00,14.25,4,4,0,100.0,0.0
2018-01-12 07:00:00,9.884615384615385,26,23,3,88.0,12.0
2018-01-12 08:00:00,10.971428571428572,35,31,4,89.0,11.0
2018-01-12 09:00:00,12.68421052631579,19,18,1,95.0,5.0
2018-01-12 10:00:00,8.2,15,14,1,93.0,7.0
2018-01-12 11:00:00,9.576923076923077,26,23,3,88.0,12.0
2018-01-12 12:00:00,14.538461538461538,26,19,7,73.0,27.0
2018-01-12 13:00:00,25.1875,32,26,6,81.0,19.0
2018-01-12 14:00:00,15.217391304347826,23,18,5,78.0,22.0
2018-01-12 15:00:00,13.393939393939394,33,22,11,67.0,33.0
2018-01-12 16:00:00,12.196078431372548,51,41,10,80.0,20.0
2018-01-12 17:00:00,22.11111111111111,54,41,13,76.0,24.0
2018-01-12 18:00:00,11.35483870967742,31,25,6,81.0,19.0
2018-01-12 19:00:00,20.5,26,12,14,46.0,54.0
2018-01-12 20:00:00,23.764705882352942,17,10,7,59.0,41.0
2018-01-12 21:00:00,33.7,30,13,17,43.0,57.0
2018-01-12 22:00:00,18.705882352941178,17,11,6,65.0,35.0
2018-01-12 23:00:00,22.272727272727273,11,5,6,45.0,55.0
2018-01-13 00:00:00,25.583333333333332,12,9,3,75.0,25.0
2018-01-13 01:00:00,23.384615384615383,13,10,3,77.0,23.0
2018-01-13 02:00:00,11.2,5,3,2,60.0,40.0
2018-01-13 03:00:00,15.0,2,2,0,100.0,0.0
2018-01-13 04:00:00,35.0,1,0,1,0.0,100.0
2018-01-13 05:00:00,22.0,1,1,0,100.0,0.0
2018-01-13 06:00:00,10.0,3,3,0,100.0,0.0
2018-01-13 07:00:00,35.166666666666664,6,6,0,100.0,0.0
2018-01-13 08:00:00,20.0,18,15,3,83.0,17.0
2018-01-13 09:00:00,10.571428571428571,14,8,6,57.0,43.0
2018-01-13 10:00:00,23.40625,32,17,15,53.0,47.0
2018-01-13 11:00:00,34.25,52,33,19,63.0,37.0
2018-01-13 12:00:00,31.317073170731707,82,32,50,39.0,61.0
2018-01-13 13:00:00,30.0,89,33,56,37.0,63.0
2018-01-13 14:00:00,48.701298701298704,77,26,51,34.0,66.0
2018-01-13 15:00:00,30.973684210526315,76,29,47,38.0,62.0
2018-01-13 16:00:00,35.67088607594937,79,27,52,34.0,66.0
2018-01-13 17:00:00,24.418181818181818,55,23,32,42.0,58.0
2018-01-13 18:00:00,22.25925925925926,27,14,13,52.0,48.0
2018-01-13 19:00:00,26.419354838709676,31,12,19,39.0,61.0
2018-01-13 20:00:00,32.6,25,10,15,40.0,60.0
2018-01-13 21:00:00,26.74074074074074,27,16,11,59.0,41.0
2018-01-13 22:00:00,15.052631578947368,19,13,6,68.0,32.0
2018-01-13 23:00:00,9.6875,16,14,2,88.0,12.0
2018-01-14 00:00:00,9.5,6,4,2,67.0,33.0
2018-01-14 01:00:00,29.375,8,7,1,88.0,12.0
2018-01-14 02:00:00,23.8,5,2,3,40.0,60.0
2018-01-14 03:00:00,51.5,2,0,2,0.0,100.0
2018-01-14 04:00:00,31.666666666666668,3,2,1,67.0,33.0
2018-01-14 05:00:00,3.0,1,1,0,100.0,0.0
2018-01-14 06:00:00,28.0,2,2,0,100.0,0.0
2018-01-14 07:00:00,12.25,4,4,0,100.0,0.0
2018-01-14 08:00:00,19.055555555555557,18,16,2,89.0,11.0
2018-01-14 09:00:00,14.944444444444445,18,12,6,67.0,33.0
2018-01-14 10:00:00,20.175,40,22,18,55.0,45.0
2018-01-14 11:00:00,37.589285714285715,56,22,34,39.0,61.0
2018-01-14 12:00:00,43.88636363636363,88,24,64,27.0,73.0
2018-01-14 13:00:00,45.77884615384615,104,34,70,33.0,67.0
2018-01-14 14:00:00,35.16483516483517,91,24,67,26.0,74.0
2018-01-14 15:00:00,38.71052631578947,114,35,79,31.0,69.0
2018-01-14 16:00:00,20.8,60,28,32,47.0,53.0
2018-01-14 17:00:00,16.58,50,27,23,54.0,46.0
2018-01-14 18:00:00,12.4,15,7,8,47.0,53.0
2018-01-14 19:00:00,14.083333333333334,12,9,3,75.0,25.0
2018-01-14 20:00:00,30.88888888888889,18,5,13,28.0,72.0
2018-01-14 21:00:00,23.789473684210527,19,7,12,37.0,63.0
2018-01-14 22:00:00,19.857142857142858,14,6,8,43.0,57.0
2018-01-14 23:00:00,29.0,11,2,9,18.0,82.0
2018-01-15 00:00:00,18.714285714285715,7,3,4,43.0,57.0
2018-01-15 01:00:00,12.833333333333334,6,6,0,100.0,0.0
2018-01-15 02:00:00,22.0,1,0,1,0.0,100.0
2018-01-15 04:00:00,15.0,1,1,0,100.0,0.0
2018-01-15 05:00:00,4.0,1,1,0,100.0,0.0
2018-01-15 06:00:00,8.666666666666666,6,6,0,100.0,0.0
2018-01-15 07:00:00,9.411764705882353,17,15,2,88.0,12.0
2018-01-15 08:00:00,10.703703703703704,27,23,4,85.0,15.0
2018-01-15 09:00:00,17.714285714285715,21,16,5,76.0,24.0
2018-01-15 10:00:00,16.944444444444443,18,13,5,72.0,28.0
2018-01-15 11:00:00,29.64,50,29,21,58.0,42.0
2018-01-15 12:00:00,37.56,50,25,25,50.0,50.0
2018-01-15 13:00:00,20.441860465116278,43,30,13,70.0,30.0
2018-01-15 14:00:00,34.79032258064516,62,30,32,48.0,52.0
2018-01-15 15:00:00,26.94736842105263,38,26,12,68.0,32.0
2018-01-15 16:00:00,14.818181818181818,22,20,2,91.0,9.0
2018-01-15 17:00:00,10.758620689655173,29,26,3,90.0,10.0
2018-01-15 18:00:00,19.473684210526315,19,16,3,84.0,16.0
2018-01-15 19:00:00,12.375,16,11,5,69.0,31.0
2018-01-15 20:00:00,100.63636363636364,11,7,4,64.0,36.0
2018-01-15 21:00:00,13.0,3,1,2,33.0,67.0
2018-01-15 22:00:00,25.2,5,5,0,100.0,0.0
2018-01-15 23:00:00,11.5,4,4,0,100.0,0.0
2018-01-16 00:00:00,17.333333333333332,6,5,1,83.0,17.0
2018-01-16 01:00:00,9.5,8,5,3,62.0,38.0
2018-01-16 02:00:00,100.0,1,1,0,100.0,0.0
2018-01-16 04:00:00,6.0,1,1,0,100.0,0.0
2018-01-16 05:00:00,5.4,5,5,0,100.0,0.0
2018-01-16 06:00:00,8.555555555555555,9,9,0,100.0,0.0
2018-01-16 07:00:00,15.037037037037036,27,27,0,100.0,0.0
2018-01-16 08:00:00,11.205128205128204,39,35,4,90.0,10.0
2018-01-16 09:00:00,11.875,24,18,6,75.0,25.0
2018-01-16 10:00:00,23.6,25,13,12,52.0,48.0
2018-01-16 11:00:00,10.55,20,18,2,90.0,10.0
2018-01-16 12:00:00,26.93548387096774,31,25,6,81.0,19.0
2018-01-16 13:00:00,18.52777777777778,36,23,13,64.0,36.0
2018-01-16 14:00:00,13.137931034482758,29,27,2,93.0,7.0
2018-01-16 15:00:00,17.710526315789473,38,25,13,66.0,34.0
2018-01-16 16:00:00,21.087719298245613,57,35,22,61.0,39.0
2018-01-16 17:00:00,13.459016393442623,61,55,6,90.0,10.0
2018-01-16 18:00:00,12.933333333333334,45,41,4,91.0,9.0
2018-01-16 19:00:00,12.68421052631579,19,15,4,79.0,21.0
2018-01-16 20:00:00,41.5,16,10,6,62.0,38.0
2018-01-16 21:00:00,11.95,20,18,2,90.0,10.0
2018-01-16 22:00:00,7.0,7,7,0,100.0,0.0
2018-01-16 23:00:00,32.42857142857143,7,7,0,100.0,0.0
2018-01-17 00:00:00,11.285714285714286,7,1,6,14.0,86.0
2018-01-17 01:00:00,7.75,4,4,0,100.0,0.0
2018-01-17 02:00:00,6.0,1,1,0,100.0,0.0
2018-01-17 03:00:00,37.0,2,1,1,50.0,50.0
2018-01-17 04:00:00,15.0,2,1,1,50.0,50.0
2018-01-17 05:00:00,12.833333333333334,6,4,2,67.0,33.0
2018-01-17 06:00:00,7.181818181818182,11,11,0,100.0,0.0
2018-01-17 07:00:00,11.275862068965518,29,27,2,93.0,7.0
2018-01-17 08:00:00,10.01923076923077,52,47,5,90.0,10.0
2018-01-17 09:00:00,14.225806451612904,31,29,2,94.0,6.0
2018-01-17 10:00:00,11.833333333333334,18,15,3,83.0,17.0
2018-01-17 11:00:00,18.263157894736842,38,35,3,92.0,8.0
2018-01-17 12:00:00,24.0,28,23,5,82.0,18.0
2018-01-17 13:00:00,31.466666666666665,30,21,9,70.0,30.0
2018-01-17 14:00:00,27.128205128205128,39,29,10,74.0,26.0
2018-01-17 15:00:00,12.3,20,14,6,70.0,30.0
2018-01-17 16:00:00,11.458333333333334,24,21,3,88.0,12.0
2018-01-17 17:00:00,16.5,34,25,9,74.0,26.0
2018-01-17 18:00:00,11.0,8,8,0,100.0,0.0
2018-01-17 19:00:00,24.428571428571427,14,10,4,71.0,29.0
2018-01-17 20:00:00,23.692307692307693,13,12,1,92.0,8.0
2018-01-17 21:00:00,6.875,8,8,0,100.0,0.0
2018-01-17 22:00:00,14.6,10,8,2,80.0,20.0
2018-01-17 23:00:00,13.0,5,4,1,80.0,20.0
2018-01-18 00:00:00,3.5,2,1,1,50.0,50.0
2018-01-18 01:00:00,7.0,2,2,0,100.0,0.0
2018-01-18 02:00:00,27.0,1,1,0,100.0,0.0
2018-01-18 04:00:00,3.0,1,1,0,100.0,0.0
2018-01-18 05:00:00,7.5,2,2,0,100.0,0.0
2018-01-18 06:00:00,9.833333333333334,6,4,2,67.0,33.0
2018-01-18 07:00:00,8.454545454545455,22,20,2,91.0,9.0
2018-01-18 08:00:00,10.76086956521739,46,40,6,87.0,13.0
2018-01-18 09:00:00,6.84,25,23,2,92.0,8.0
2018-01-18 10:00:00,13.571428571428571,14,12,2,86.0,14.0
2018-01-18 11:00:00,12.90625,32,29,3,91.0,9.0
2018-01-18 12:00:00,15.777777777777779,18,16,2,89.0,11.0
2018-01-18 13:00:00,11.428571428571429,14,11,3,79.0,21.0
2018-01-18 14:00:00,14.857142857142858,7,6,1,86.0,14.0
2018-01-18 15:00:00,7.8,10,10,0,100.0,0.0
2018-01-18 16:00:00,12.894736842105264,38,36,2,95.0,5.0
2018-01-18 17:00:00,11.041666666666666,48,44,4,92.0,8.0
2018-01-18 18:00:00,11.538461538461538,26,24,2,92.0,8.0
2018-01-18 19:00:00,10.538461538461538,13,13,0,100.0,0.0
2018-01-18 20:00:00,18.466666666666665,15,14,1,93.0,7.0
2018-01-18 21:00:00,14.454545454545455,11,11,0,100.0,0.0
2018-01-18 22:00:00,11.2,5,5,0,100.0,0.0
2018-01-18 23:00:00,19.4,5,5,0,100.0,0.0
2018-01-19 00:00:00,12.0,1,1,0,100.0,0.0
2018-01-19 01:00:00,4.75,4,3,1,75.0,25.0
2018-01-19 02:00:00,18.333333333333332,3,2,1,67.0,33.0
2018-01-19 03:00:00,10.0,1,1,0,100.0,0.0
2018-01-19 04:00:00,5.0,1,1,0,100.0,0.0
2018-01-19 06:00:00,10.0,10,10,0,100.0,0.0
2018-01-19 07:00:00,22.047619047619047,21,18,3,86.0,14.0
2018-01-19 08:00:00,11.193548387096774,31,28,3,90.0,10.0
