dt,dt_iso,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1514764800,2018-01-01 00:00:00 +0000 UTC,4975802,,,,255.62,253.15,257.15,1019,,,59,5,310,,,,,,,,,1,800,Clear,sky is clear,01n
1514768400,2018-01-01 01:00:00 +0000 UTC,4975802,,,,254.26,250.15,256.15,1019,,,54,3,310,,,,,,,,,1,800,Clear,sky is clear,01n
1514772000,2018-01-01 02:00:00 +0000 UTC,4975802,,,,255.14,254.15,256.15,1020,,,59,3,0,,,,,,,,,1,800,Clear,sky is clear,01n
1514775600,2018-01-01 03:00:00 +0000 UTC,4975802,,,,254.14,253.15,255.15,1020,,,58,1,0,,,,,,,,,1,800,Clear,sky is clear,01n
1514779200,2018-01-01 04:00:00 +0000 UTC,4975802,,,,253.73,252.15,255.15,1020,,,53,2,290,,,,,,,,,1,800,Clear,sky is clear,01n
1514782800,2018-01-01 05:00:00 +0000 UTC,4975802,,,,253.53,252.15,254.15,1020,,,53,2,290,,,,,,,,,1,800,Clear,sky is clear,01n
1514786400,2018-01-01 06:00:00 +0000 UTC,4975802,,,,252.11,250.15,253.15,1020,,,58,2,0,,,,,,,,,1,800,Clear,sky is clear,01n
1514790000,2018-01-01 07:00:00 +0000 UTC,4975802,,,,249.04,242.15,252.15,1020,,,58,1,0,,,,,,,,,1,800,Clear,sky is clear,01n
1514793600,2018-01-01 08:00:00 +0000 UTC,4975802,,,,248.72,243.15,252.15,1020,,,58,2,0,,,,,,,,,1,800,Clear,sky is clear,01n
1514797200,2018-01-01 09:00:00 +0000 UTC,4975802,,,,250.1,249.15,252.15,1020,,,58,3,309,,,,,,,,,1,800,Clear,sky is clear,01n
1514800800,2018-01-01 10:00:00 +0000 UTC,4975802,,,,249.53,247.15,252.15,1020,,,69,3,309,,,,,,,,,1,800,Clear,sky is clear,01n
1514804400,2018-01-01 11:00:00 +0000 UTC,4975802,,,,249.51,247.15,251.15,1020,,,63,2,300,,,,,,,,,1,800,Clear,sky is clear,01n
1514808000,2018-01-01 12:00:00 +0000 UTC,4975802,,,,246.2,240.15,251.15,1021,,,63,1,250,,,,,,,,,1,800,Clear,sky is clear,01n
1514811600,2018-01-01 13:00:00 +0000 UTC,4975802,,,,244.84,239.15,251.15,1021,,,63,3,308,,,,,,,,,1,800,Clear,sky is clear,01d
1514815200,2018-01-01 14:00:00 +0000 UTC,4975802,,,,246.64,240.15,255.15,1021,,,49,2,0,,,,,,,,,1,800,Clear,sky is clear,01d
1514818800,2018-01-01 15:00:00 +0000 UTC,4975802,,,,251.72,245.15,257.15,1021,,,49,2,0,,,,,,,,,1,800,Clear,sky is clear,01d
1514822400,2018-01-01 16:00:00 +0000 UTC,4975802,,,,255.58,250.15,259.15,1020,,,42,4,300,,,,,,,,,1,800,Clear,sky is clear,01d
1514826000,2018-01-01 17:00:00 +0000 UTC,4975802,,,,257.28,255.15,260.15,1020,,,42,5,310,,,,,,,,,1,800,Clear,sky is clear,01d
1514829600,2018-01-01 18:00:00 +0000 UTC,4975802,,,,258.9599844,258.15,259.15,1019,,,42,7,300,,,,,,,,,1,800,Clear,sky is clear,01d
1514833200,2018-01-01 19:00:00 +0000 UTC,4975802,,,,259.65,258.15,261.15,1019,,,46,6,300,,,,,,,,,1,800,Clear,sky is clear,01d
1514836800,2018-01-01 20:00:00 +0000 UTC,4975802,,,,259.8299844,259.15,261.15,1020,,,42,7,300,,,,,,,,,1,800,Clear,sky is clear,01d
1514840400,2018-01-01 21:00:00 +0000 UTC,4975802,,,,259.5,258.15,260.15,1021,,,45,5,300,,,,,,,,,1,800,Clear,sky is clear,01d
1514844000,2018-01-01 22:00:00 +0000 UTC,4975802,,,,258.16,257.15,259.15,1021,,,49,5,300,,,,,,,,,1,800,Clear,sky is clear,01n
1514847600,2018-01-01 23:00:00 +0000 UTC,4975802,,,,256.7999844,256.15,258.15,1022,,,49,5,300,,,,,,,,,1,800,Clear,sky is clear,01n
1514851200,2018-01-02 00:00:00 +0000 UTC,4975802,,,,255.98,255.15,257.15,1022,,,54,3,290,,,,,,,,,1,800,Clear,sky is clear,01n
1514854800,2018-01-02 01:00:00 +0000 UTC,4975802,,,,255.47,254.15,256.15,1022,,,54,3,300,,,,,,,,,1,800,Clear,sky is clear,01n
1514858400,2018-01-02 02:00:00 +0000 UTC,4975802,,,,254.92,254.15,256.15,1022,,,54,3,300,,,,,,,,,1,800,Clear,sky is clear,01n
1514862000,2018-01-02 03:00:00 +0000 UTC,4975802,,,,254.34,252.15,255.15,1022,,,59,2,280,,,,,,,,,1,800,Clear,sky is clear,01n
1514865600,2018-01-02 04:00:00 +0000 UTC,4975802,,,,253.75,252.15,255.15,1022,,,59,3,0,,,,,,,,,1,800,Clear,sky is clear,01n
1514869200,2018-01-02 05:00:00 +0000 UTC,4975802,,,,251.4,245.15,255.15,1022,,,59,3,290,,,,,,,,,1,800,Clear,sky is clear,01n
1514872800,2018-01-02 06:00:00 +0000 UTC,4975802,,,,249.53,244.15,255.15,1021,,,59,3,280,,,,,,,,,1,800,Clear,sky is clear,01n
1514876400,2018-01-02 07:00:00 +0000 UTC,4975802,,,,248.68,244.15,255.15,1022,,,59,3,0,,,,,,,,,1,800,Clear,sky is clear,01n
1514880000,2018-01-02 08:00:00 +0000 UTC,4975802,,,,248.85,242.15,255.15,1022,,,59,3,280,,,,,,,,,1,800,Clear,sky is clear,01n
1514883600,2018-01-02 09:00:00 +0000 UTC,4975802,,,,249.19,241.15,255.15,1022,,,59,3,290,,,,,,,,,1,800,Clear,sky is clear,01n
1514887200,2018-01-02 10:00:00 +0000 UTC,4975802,,,,249.18,240.15,255.15,1022,,,59,3,290,,,,,,,,,1,800,Clear,sky is clear,01n
1514890800,2018-01-02 11:00:00 +0000 UTC,4975802,,,,249.55,241.15,254.15,1022,,,64,3,280,,,,,,,,,1,800,Clear,sky is clear,01n
1514894400,2018-01-02 12:00:00 +0000 UTC,4975802,,,,249.85,239.15,255.15,1022,,,59,4,290,,,,,,,,,1,800,Clear,sky is clear,01n
1514898000,2018-01-02 13:00:00 +0000 UTC,4975802,,,,249.86,239.15,255.15,1023,,,59,4,290,,,,,,,,,1,800,Clear,sky is clear,01d
1514901600,2018-01-02 14:00:00 +0000 UTC,4975802,,,,250.53,240.15,256.15,1023,,,54,2,270,,,,,,,,,1,800,Clear,sky is clear,01d
1514905200,2018-01-02 15:00:00 +0000 UTC,4975802,,,,253.57,244.15,258.15,1024,,,49,3,0,,,,,,,,,1,800,Clear,sky is clear,01d
1514908800,2018-01-02 16:00:00 +0000 UTC,4975802,,,,257.9500156,256.15,259.15,1023,,,46,5,290,,,,,,,,,1,800,Clear,sky is clear,01d
1514912400,2018-01-02 17:00:00 +0000 UTC,4975802,,,,258.78,255.15,261.15,1022,,,42,3,270,,,,,,,,,1,800,Clear,sky is clear,01d
1514916000,2018-01-02 18:00:00 +0000 UTC,4975802,,,,260.47,259.15,262.15,1022,,,43,2,0,,,,,,,,,1,800,Clear,sky is clear,01d
1514919600,2018-01-02 19:00:00 +0000 UTC,4975802,,,,261.15,260.15,262.15,1021,,,43,2,0,,,,,,,,,1,800,Clear,sky is clear,01d
1514923200,2018-01-02 20:00:00 +0000 UTC,4975802,,,,262.15,261.15,263.15,1021,,,43,2,0,,,,,,,,,1,800,Clear,sky is clear,01d
1514926800,2018-01-02 21:00:00 +0000 UTC,4975802,,,,261.66,261.15,262.15,1021,,,46,3,260,,,,,,,,,1,800,Clear,sky is clear,01d
1514930400,2018-01-02 22:00:00 +0000 UTC,4975802,,,,261.1400156,260.15,262.15,1021,,,46,3,261,,,,,,,,,20,801,Clouds,few clouds,02n
1514934000,2018-01-02 23:00:00 +0000 UTC,4975802,,,,259.31,257.15,261.15,1021,,,55,5,246,,,,,,,,,1,800,Clear,sky is clear,01n
1514937600,2018-01-03 00:00:00 +0000 UTC,4975802,,,,257.62,254.15,261.15,1021,,,65,1,40,,,,,,,,,1,800,Clear,sky is clear,01n
1514941200,2018-01-03 01:00:00 +0000 UTC,4975802,,,,255.9,252.15,260.15,1021,,,65,5,246,,,,,,,,,1,800,Clear,sky is clear,01n
1514944800,2018-01-03 02:00:00 +0000 UTC,4975802,,,,255.05,251.15,259.15,1021,,,65,6,250,,,,,,,,,1,800,Clear,sky is clear,01n
1514948400,2018-01-03 03:00:00 +0000 UTC,4975802,,,,256.07,252.15,259.15,1021,,,71,6,250,,,,,,,,,1,800,Clear,sky is clear,01n
1514952000,2018-01-03 04:00:00 +0000 UTC,4975802,,,,256.2600156,252.15,260.15,1021,,,71,6,250,,,,,,,,,1,800,Clear,sky is clear,01n
1514955600,2018-01-03 05:00:00 +0000 UTC,4975802,,,,256.2000156,251.15,261.15,1021,,,66,1,270,,,,,,,,,1,800,Clear,sky is clear,01n
1514959200,2018-01-03 06:00:00 +0000 UTC,4975802,,,,257,252.15,261.15,1021,,,72,5,251,,,,,,,,,1,800,Clear,sky is clear,01n
1514962800,2018-01-03 07:00:00 +0000 UTC,4975802,,,,256.43,251.15,260.15,1021,,,78,5,251,,,,,,,,,1,800,Clear,sky is clear,01n
1514966400,2018-01-03 08:00:00 +0000 UTC,4975802,,,,256.84,251.15,260.15,1022,,,77,4,254,,,,,,,,,1,800,Clear,sky is clear,01n
1514970000,2018-01-03 09:00:00 +0000 UTC,4975802,,,,256.7999844,251.15,261.15,1022,,,72,1,230,,,,,,,,,1,800,Clear,sky is clear,01n
1514973600,2018-01-03 10:00:00 +0000 UTC,4975802,,,,257.0400156,251.15,262.15,1022,,,77,4,257,,,,,,,,,1,800,Clear,sky is clear,01n
1514977200,2018-01-03 11:00:00 +0000 UTC,4975802,,,,255.45,251.15,262.15,1022,,,84,4,249,,,,,,,,,1,800,Clear,sky is clear,01n
1514980800,2018-01-03 12:00:00 +0000 UTC,4975802,,,,255.44,251.15,261.15,1023,,,84,4,249,,,,,,,,,1,800,Clear,sky is clear,01n
1514984400,2018-01-03 13:00:00 +0000 UTC,4975802,,,,254.58,251.15,260.15,1024,,,84,4,249,,,,,,,,,1,800,Clear,sky is clear,01d
1514988000,2018-01-03 14:00:00 +0000 UTC,4975802,,,,255.6,251.15,260.15,1024,,,77,1,20,,,,,,,,,1,721,Haze,haze,50d
1514991600,2018-01-03 15:00:00 +0000 UTC,4975802,,,,259.84,256.15,263.15,1024,,,72,2,247,,,,,,,,,1,800,Clear,sky is clear,01d
1514995200,2018-01-03 16:00:00 +0000 UTC,4975802,,,,264.71,262.15,268.15,1023,,,53,2,247,,,,,,,,,1,800,Clear,sky is clear,01d
1514998800,2018-01-03 17:00:00 +0000 UTC,4975802,,,,267.33,265.15,269.15,1023,,,49,1,220,,,,,,,,,1,800,Clear,sky is clear,01d
1515002400,2018-01-03 18:00:00 +0000 UTC,4975802,,,,268.79,267.15,271.15,1022,,,45,2,0,,,,,,,,,1,800,Clear,sky is clear,01d
1515006000,2018-01-03 19:00:00 +0000 UTC,4975802,,,,269.48,268.15,271.15,1021,,,49,3,170,,,,,,,,,1,800,Clear,sky is clear,01d
1515009600,2018-01-03 20:00:00 +0000 UTC,4975802,,,,269.66,269.15,271.15,1021,,,49,2,160,,,,,,,,,1,800,Clear,sky is clear,01d
1515013200,2018-01-03 21:00:00 +0000 UTC,4975802,,,,269.14,268.15,270.15,1021,,,49,2,170,,,,,,,,,1,800,Clear,sky is clear,01d
1515016800,2018-01-03 22:00:00 +0000 UTC,4975802,,,,267.15,267.15,267.15,1021,,,53,3,206,,,,,,,,,1,800,Clear,sky is clear,01n
1515020400,2018-01-03 23:00:00 +0000 UTC,4975802,,,,266.15,266.15,266.15,1021,,,57,2,213,,,,,,,,,1,800,Clear,sky is clear,01n
1515024000,2018-01-04 00:00:00 +0000 UTC,4975802,,,,262.73,260.15,266.15,1021,,,57,2,213,,,,,,,,,1,800,Clear,sky is clear,01n
1515027600,2018-01-04 01:00:00 +0000 UTC,4975802,,,,261.72,258.15,266.15,1021,,,61,2,213,,,,,,,,,1,800,Clear,sky is clear,01n
1515031200,2018-01-04 02:00:00 +0000 UTC,4975802,,,,260.25,257.15,264.15,1021,,,78,1,320,,,,,,,,,1,800,Clear,sky is clear,01n
1515034800,2018-01-04 03:00:00 +0000 UTC,4975802,,,,259.56,257.15,263.15,1021,,,72,3,229,,,,,,,,,1,800,Clear,sky is clear,01n
1515038400,2018-01-04 04:00:00 +0000 UTC,4975802,,,,258.2699844,256.15,261.15,1020,,,84,1,320,,,,,,,,,1,800,Clear,sky is clear,01n
1515042000,2018-01-04 05:00:00 +0000 UTC,4975802,,,,257.43,255.15,260.15,1019,,,92,3,310,,,,,,,,,1,800,Clear,sky is clear,01n
1515045600,2018-01-04 06:00:00 +0000 UTC,4975802,,,,256.41,254.15,259.15,1018,,,84,3,320,,,,,,,,,1,800,Clear,sky is clear,01n
1515049200,2018-01-04 07:00:00 +0000 UTC,4975802,,,,256.06,254.15,260.15,1017,,,84,3,320,,,,,,,,,1,800,Clear,sky is clear,01n
1515052800,2018-01-04 08:00:00 +0000 UTC,4975802,,,,256.37,253.15,261.15,1016,,,78,2,340,,,,,,,,,90,804,Clouds,overcast clouds,04n
1515056400,2018-01-04 09:00:00 +0000 UTC,4975802,,,,257.5199844,252.15,263.15,1014,,,66,3,350,,,,,,,,,90,804,Clouds,overcast clouds,04n
1515060000,2018-01-04 10:00:00 +0000 UTC,4975802,,,,259.7099844,254.15,264.15,1013,,,66,3,340,,,,,,,,,90,804,Clouds,overcast clouds,04n
1515063600,2018-01-04 11:00:00 +0000 UTC,4975802,,,,262.2,256.15,265.15,1011,,,61,4,360,,,,,,,,,90,600,Snow,light snow,13n
1515067200,2018-01-04 12:00:00 +0000 UTC,4975802,,,,263.72,258.15,266.15,1012,,,73,6,14,,,,,,,,,90,600,Snow,light snow,13n
1515070800,2018-01-04 13:00:00 +0000 UTC,4975802,,,,264.77,263.15,266.15,1010,,,85,6,10,,,,,,,,,90,600,Snow,light snow,13d
1515070800,2018-01-04 13:00:00 +0000 UTC,4975802,,,,264.77,263.15,266.15,1010,,,85,6,10,,,,,,,,,90,701,Mist,mist,50d
1515074400,2018-01-04 14:00:00 +0000 UTC,4975802,,,,265.15,264.15,266.15,1007,,,85,3,20,,,,,,,,,90,601,Snow,snow,13d
1515074400,2018-01-04 14:00:00 +0000 UTC,4975802,,,,265.15,264.15,266.15,1007,,,85,3,20,,,,,,,,,90,701,Mist,mist,50d
1515074400,2018-01-04 14:00:00 +0000 UTC,4975802,,,,265.15,264.15,266.15,1007,,,85,3,20,,,,,,,,,90,741,Fog,fog,50d
1515078000,2018-01-04 15:00:00 +0000 UTC,4975802,,,,265.75,265.15,266.15,1003,,,92,7,10,,,,,,,,,90,602,Snow,heavy snow,13d
1515078000,2018-01-04 15:00:00 +0000 UTC,4975802,,,,265.75,265.15,266.15,1003,,,92,7,10,,,,,,,,,90,741,Fog,fog,50d
1515081600,2018-01-04 16:00:00 +0000 UTC,4975802,,,,266.1,264.15,267.15,1001,,,92,6,360,,,,,,,,,90,601,Snow,snow,13d
1515081600,2018-01-04 16:00:00 +0000 UTC,4975802,,,,266.1,264.15,267.15,1001,,,92,6,360,,,,,,,,,90,741,Fog,fog,50d
1515081600,2018-01-04 16:00:00 +0000 UTC,4975802,,,,266.1,264.15,267.15,1001,,,92,6,360,,,,,,,,,90,701,Mist,mist,50d
1515085200,2018-01-04 17:00:00 +0000 UTC,4975802,,,,267.54,267.15,268.15,996,,,92,7,10,,,,,,,,,90,602,Snow,heavy snow,13d
1515085200,2018-01-04 17:00:00 +0000 UTC,4975802,,,,267.54,267.15,268.15,996,,,92,7,10,,,,,,,,,90,741,Fog,fog,50d
1515085200,2018-01-04 17:00:00 +0000 UTC,4975802,,,,267.54,267.15,268.15,996,,,92,7,10,,,,,,,,,90,701,Mist,mist,50d
1515088800,2018-01-04 18:00:00 +0000 UTC,4975802,,,,269.15,268.15,270.15,991,,,92,9,10,,,,,,,,,90,602,Snow,heavy snow,13d
1515088800,2018-01-04 18:00:00 +0000 UTC,4975802,,,,269.15,268.15,270.15,991,,,92,9,10,,,,,,,,,90,701,Mist,mist,50d
1515088800,2018-01-04 18:00:00 +0000 UTC,4975802,,,,269.15,268.15,270.15,991,,,92,9,10,,,,,,,,,90,741,Fog,fog,50d
1515092400,2018-01-04 19:00:00 +0000 UTC,4975802,,,,269.64,269.15,270.15,985,,,92,8,350,,,,,,,,,90,602,Snow,heavy snow,13d
1515092400,2018-01-04 19:00:00 +0000 UTC,4975802,,,,269.64,269.15,270.15,985,,,92,8,350,,,,,,,,,90,741,Fog,fog,50d
1515096000,2018-01-04 20:00:00 +0000 UTC,4975802,,,,270.47,270.15,271.15,983,,,92,11,360,,,,,,,,,90,602,Snow,heavy snow,13d
1515096000,2018-01-04 20:00:00 +0000 UTC,4975802,,,,270.47,270.15,271.15,983,,,92,11,360,,,,,,,,,90,741,Fog,fog,50d
1515096000,2018-01-04 20:00:00 +0000 UTC,4975802,,,,270.47,270.15,271.15,983,,,92,11,360,,,,,,,,,90,701,Mist,mist,50d
1515099600,2018-01-04 21:00:00 +0000 UTC,4975802,,,,271.15,271.15,271.15,980,,,100,11,360,,,,,,,,,90,602,Snow,heavy snow,13d
1515099600,2018-01-04 21:00:00 +0000 UTC,4975802,,,,271.15,271.15,271.15,980,,,100,11,360,,,,,,,,,90,741,Fog,fog,50d
1515103200,2018-01-04 22:00:00 +0000 UTC,4975802,,,,271.15,271.15,271.15,979,,,100,12,10,,,,,,,,,90,602,Snow,heavy snow,13n
1515103200,2018-01-04 22:00:00 +0000 UTC,4975802,,,,271.15,271.15,271.15,979,,,100,12,10,,,,,,,,,90,741,Fog,fog,50n
1515103200,2018-01-04 22:00:00 +0000 UTC,4975802,,,,271.15,271.15,271.15,979,,,100,12,10,,,,,,,,,90,701,Mist,mist,50n
1515106800,2018-01-04 23:00:00 +0000 UTC,4975802,,,,271.13,270.15,272.15,977,,,92,11,350,,,,,,,,,90,601,Snow,snow,13n
1515106800,2018-01-04 23:00:00 +0000 UTC,4975802,,,,271.13,270.15,272.15,977,,,92,11,350,,,,,,,,,90,701,Mist,mist,50n
1515110400,2018-01-05 00:00:00 +0000 UTC,4975802,,,,270.47,269.15,271.15,975,,,92,10,330,,,,,,,,,90,600,Snow,light snow,13n
1515110400,2018-01-05 00:00:00 +0000 UTC,4975802,,,,270.47,269.15,271.15,975,,,92,10,330,,,,,,,,,90,701,Mist,mist,50n
1515114000,2018-01-05 01:00:00 +0000 UTC,4975802,,,,269.82,269.15,270.15,977,,,86,8,310,,,,,,,,,90,600,Snow,light snow,13n
1515114000,2018-01-05 01:00:00 +0000 UTC,4975802,,,,269.82,269.15,270.15,977,,,86,8,310,,,,,,,,,90,701,Mist,mist,50n
1515117600,2018-01-05 02:00:00 +0000 UTC,4975802,,,,269.66,268.15,270.15,973,,,92,4,330,,,,,,,,,90,601,Snow,snow,13n
1515117600,2018-01-05 02:00:00 +0000 UTC,4975802,,,,269.66,268.15,270.15,973,,,92,4,330,,,,,,,,,90,701,Mist,mist,50n
1515117600,2018-01-05 02:00:00 +0000 UTC,4975802,,,,269.66,268.15,270.15,973,,,92,4,330,,,,,,,,,90,741,Fog,fog,50n
1515121200,2018-01-05 03:00:00 +0000 UTC,4975802,,,,268.86,267.15,270.15,977,,,79,14,310,,,,,,,,,90,601,Snow,snow,13n
1515121200,2018-01-05 03:00:00 +0000 UTC,4975802,,,,268.86,267.15,270.15,977,,,79,14,310,,,,,,,,,90,741,Fog,fog,50n
1515124800,2018-01-05 04:00:00 +0000 UTC,4975802,,,,268.5,267.15,270.15,979,,,68,11,310,,,,,,,,,90,600,Snow,light snow,13n
1515128400,2018-01-05 05:00:00 +0000 UTC,4975802,,,,268.01,267.15,270.15,981,,,67,11,290,,,,,,,,,1,600,Snow,light snow,13n
1515132000,2018-01-05 06:00:00 +0000 UTC,4975802,,,,267.83,267.15,269.15,984,,,62,8,300,,,,,,,,,1,600,Snow,light snow,13n
1515135600,2018-01-05 07:00:00 +0000 UTC,4975802,,,,266.99,266.15,268.15,986,,,67,4,290,,,,,,,,,20,600,Snow,light snow,13n
1515139200,2018-01-05 08:00:00 +0000 UTC,4975802,,,,266.66,266.15,268.15,987,,,62,8,290,,,,,,,,,1,600,Snow,light snow,13n
1515142800,2018-01-05 09:00:00 +0000 UTC,4975802,,,,265.82,265.15,267.15,988,,,57,10,300,,,,,,,,,90,600,Snow,light snow,13n
1515146400,2018-01-05 10:00:00 +0000 UTC,4975802,,,,265.16,264.15,266.15,989,,,56,5,300,,,,,,,,,90,600,Snow,light snow,13n
1515150000,2018-01-05 11:00:00 +0000 UTC,4975802,,,,264.15,262.15,266.15,990,,,56,7,290,,,,,,,,,90,600,Snow,light snow,13n
1515153600,2018-01-05 12:00:00 +0000 UTC,4975802,,,,263.15,262.15,265.15,991,,,61,4,270,,,,,,,,,90,600,Snow,light snow,13n
1515157200,2018-01-05 13:00:00 +0000 UTC,4975802,,,,262.48,261.15,264.15,992,,,56,7,290,,,,,,,,,90,600,Snow,light snow,13d
1515160800,2018-01-05 14:00:00 +0000 UTC,4975802,,,,261.4899844,260.15,263.15,992,,,60,10,280,,,,,,,,,90,600,Snow,light snow,13d
1515164400,2018-01-05 15:00:00 +0000 UTC,4975802,,,,261.32,260.15,263.15,993,,,60,9,290,,,,,,,,,1,601,Snow,snow,13d
1515168000,2018-01-05 16:00:00 +0000 UTC,4975802,,,,261.1400156,260.15,262.15,993,,,60,11,270,,,,,,,,,40,600,Snow,light snow,13d
1515171600,2018-01-05 17:00:00 +0000 UTC,4975802,,,,260.6400156,259.15,262.15,992,,,66,4,260,,,,,,,,,90,721,Haze,haze,50d
1515171600,2018-01-05 17:00:00 +0000 UTC,4975802,,,,260.6400156,259.15,262.15,992,,,66,4,260,,,,,,,,,90,600,Snow,light snow,13d
1515175200,2018-01-05 18:00:00 +0000 UTC,4975802,,,,260.5,258.15,262.15,992,,,66,5,270,,,,,,,,,90,600,Snow,light snow,13d
1515178800,2018-01-05 19:00:00 +0000 UTC,4975802,,,,260.5499844,260.15,261.15,993,,,71,6,270,,,,,,,,,90,600,Snow,light snow,13d
1515182400,2018-01-05 20:00:00 +0000 UTC,4975802,,,,259.7399844,259.15,260.15,995,,,60,8,260,,,,,,,,,1,601,Snow,snow,13d
1515182400,2018-01-05 20:00:00 +0000 UTC,4975802,,,,259.7399844,259.15,260.15,995,,,60,8,260,,,,,,,,,1,741,Fog,fog,50d
1515186000,2018-01-05 21:00:00 +0000 UTC,4975802,,,,259.35,259.15,260.15,997,,,55,9,270,,,,,,,,,90,600,Snow,light snow,13d
1515186000,2018-01-05 21:00:00 +0000 UTC,4975802,,,,259.35,259.15,260.15,997,,,55,9,270,,,,,,,,,90,701,Mist,mist,50d
1515189600,2018-01-05 22:00:00 +0000 UTC,4975802,,,,258.4599844,257.15,259.15,998,,,55,4,270,,,,,,,,,90,600,Snow,light snow,13n
1515189600,2018-01-05 22:00:00 +0000 UTC,4975802,,,,258.4599844,257.15,259.15,998,,,55,4,270,,,,,,,,,90,701,Mist,mist,50n
1515193200,2018-01-05 23:00:00 +0000 UTC,4975802,,,,257.2900156,256.15,259.15,999,,,54,5,290,,,,,,,,,90,600,Snow,light snow,13n
1515196800,2018-01-06 00:00:00 +0000 UTC,4975802,,,,256.7999844,255.15,258.15,1000,,,49,7,280,,,,,,,,,90,600,Snow,light snow,13n
1515200400,2018-01-06 01:00:00 +0000 UTC,4975802,,,,256.1400156,255.15,257.15,1001,,,54,5,280,,,,,,,,,90,600,Snow,light snow,13n
1515204000,2018-01-06 02:00:00 +0000 UTC,4975802,,,,255.97,255.15,257.15,1001,,,49,8,260,,,,,,,,,90,600,Snow,light snow,13n
1515207600,2018-01-06 03:00:00 +0000 UTC,4975802,,,,255.64,254.15,257.15,1002,,,49,5,280,,,,,,,,,90,600,Snow,light snow,13n
1515211200,2018-01-06 04:00:00 +0000 UTC,4975802,,,,254.97,254.15,256.15,1003,,,49,5,260,,,,,,,,,90,600,Snow,light snow,13n
1515214800,2018-01-06 05:00:00 +0000 UTC,4975802,,,,254.97,254.15,256.15,1003,,,49,5,260,,,,,,,,,90,600,Snow,light snow,13n
1515218400,2018-01-06 06:00:00 +0000 UTC,4975802,,,,254.65,254.15,255.15,1004,,,53,4,270,,,,,,,,,90,600,Snow,light snow,13n
1515222000,2018-01-06 07:00:00 +0000 UTC,4975802,,,,254.48,254.15,255.15,1004,,,53,4,280,,,,,,,,,75,803,Clouds,broken clouds,04n
1515225600,2018-01-06 08:00:00 +0000 UTC,4975802,,,,254.14,252.15,255.15,1005,,,53,5,260,,,,,,,,,1,600,Snow,light snow,13n
1515229200,2018-01-06 09:00:00 +0000 UTC,4975802,,,,254.31,253.15,255.15,1006,,,49,6,270,,,,,,,,,1,800,Clear,sky is clear,01n
1515232800,2018-01-06 10:00:00 +0000 UTC,4975802,,,,254.13,253.15,255.15,1006,,,53,5,270,,,,,,,,,1,800,Clear,sky is clear,01n
1515236400,2018-01-06 11:00:00 +0000 UTC,4975802,,,,253.73,253.15,254.15,1007,,,53,4,270,,,,,,,,,1,800,Clear,sky is clear,01n
1515240000,2018-01-06 12:00:00 +0000 UTC,4975802,,,,253.29,252.15,254.15,1008,,,53,4,270,,,,,,,,,1,600,Snow,light snow,13n
1515243600,2018-01-06 13:00:00 +0000 UTC,4975802,,,,253.12,252.15,254.15,1008,,,53,3,290,,,,,,,,,1,600,Snow,light snow,13d
1515243600,2018-01-06 13:00:00 +0000 UTC,4975802,,,,253.12,252.15,254.15,1008,,,53,3,290,,,,,,,,,1,721,Haze,haze,50d
1515247200,2018-01-06 14:00:00 +0000 UTC,4975802,,,,253.3,252.15,254.15,1009,,,53,5,280,,,,,,,,,1,800,Clear,sky is clear,01d
1515250800,2018-01-06 15:00:00 +0000 UTC,4975802,,,,253.79,252.15,255.15,1010,,,49,6,290,,,,,,,,,1,721,Haze,haze,50d
1515250800,2018-01-06 15:00:00 +0000 UTC,4975802,,,,253.79,252.15,255.15,1010,,,49,6,290,,,,,,,,,1,600,Snow,light snow,13d
1515254400,2018-01-06 16:00:00 +0000 UTC,4975802,,,,254.6,253.15,256.15,1011,,,49,5,290,,,,,,,,,1,600,Snow,light snow,13d
1515258000,2018-01-06 17:00:00 +0000 UTC,4975802,,,,255.11,253.15,256.15,1010,,,54,8,280,,,,,,,,,90,600,Snow,light snow,13d
1515261600,2018-01-06 18:00:00 +0000 UTC,4975802,,,,255.29,254.15,256.15,1011,,,54,8,290,,,,,,,,,90,600,Snow,light snow,13d
1515265200,2018-01-06 19:00:00 +0000 UTC,4975802,,,,255.79,255.15,257.15,1012,,,59,9,280,,,,,,,,,90,721,Haze,haze,50d
1515265200,2018-01-06 19:00:00 +0000 UTC,4975802,,,,255.79,255.15,257.15,1012,,,59,9,280,,,,,,,,,90,600,Snow,light snow,13d
1515268800,2018-01-06 20:00:00 +0000 UTC,4975802,,,,255.95,255.15,257.15,1013,,,54,10,290,,,,,,,,,1,600,Snow,light snow,13d
1515272400,2018-01-06 21:00:00 +0000 UTC,4975802,,,,256.12,255.15,257.15,1014,,,49,8,290,,,,,,,,,75,600,Snow,light snow,13d
1515272400,2018-01-06 21:00:00 +0000 UTC,4975802,,,,256.12,255.15,257.15,1014,,,49,8,290,,,,,,,,,75,721,Haze,haze,50d
1515276000,2018-01-06 22:00:00 +0000 UTC,4975802,,,,255.64,255.15,257.15,1015,,,54,6,290,,,,,,,,,40,600,Snow,light snow,13n
