Average Trip Duration,Amount of Rides,Subscribers,Non Subscribers,Subscriber %,Non Subscriber %
4.0,5,3,2,60.0,40.0
16.25,4,2,2,50.0,50.0
33.0,3,1,2,33.0,67.0
36.25,4,1,3,25.0,75.0
5.909090909090909,11,5,6,45.0,55.0
7.071428571428571,28,17,11,61.0,39.0
12.542857142857143,70,28,42,40.0,60.0
12.5,100,42,58,42.0,58.0
18.252747252747252,91,28,63,31.0,69.0
27.36904761904762,84,21,63,25.0,75.0
23.427350427350426,117,25,92,21.0,79.0
18.735849056603772,159,50,109,31.0,69.0
34.208955223880594,134,35,99,26.0,74.0
35.136986301369866,146,29,117,20.0,80.0
27.345454545454544,165,33,132,20.0,80.0
21.433734939759034,166,48,118,29.0,71.0
19.071065989847718,197,54,143,27.0,73.0
19.774193548387096,155,39,116,25.0,75.0
24.471014492753625,138,31,107,22.0,78.0
27.671875,128,28,100,22.0,78.0
20.976470588235294,85,26,59,31.0,69.0
21.3,100,22,78,22.0,78.0
20.38095238095238,63,9,54,14.0,86.0
16.96153846153846,26,2,24,8.0,92.0
20.61904761904762,21,6,15,29.0,71.0
16.733333333333334,15,6,9,40.0,60.0
19.0,1,1,0,100.0,0.0
16.875,8,1,7,12.0,88.0
6.6,5,3,2,60.0,40.0
4.666666666666667,3,2,1,67.0,33.0
6.375,8,0,8,0.0,100.0
14.666666666666666,24,6,18,25.0,75.0
17.314285714285713,35,9,26,26.0,74.0
26.507042253521128,71,19,52,27.0,73.0
30.725806451612904,62,11,51,18.0,82.0
26.15625,128,27,101,21.0,79.0
42.0440251572327,159,16,143,10.0,90.0
32.21176470588235,170,24,146,14.0,86.0
42.562130177514796,169,29,140,17.0,83.0
35.73076923076923,156,12,144,8.0,92.0
51.15384615384615,143,30,113,21.0,79.0
28.556338028169016,142,28,114,20.0,80.0
25.236641221374047,131,23,108,18.0,82.0
42.857142857142854,119,24,95,20.0,80.0
76.45871559633028,109,21,88,19.0,81.0
61.25,76,19,57,25.0,75.0
31.0,54,5,49,9.0,91.0
53.55555555555556,27,2,25,7.0,93.0
40.58064516129032,31,4,27,13.0,87.0
21.25,12,3,9,25.0,75.0
106.0,5,2,3,40.0,60.0
16.0,2,0,2,0.0,100.0
11.0,1,0,1,0.0,100.0
10.6,10,5,5,50.0,50.0
7.785714285714286,14,7,7,50.0,50.0
28.638297872340427,47,10,37,21.0,79.0
29.42222222222222,45,7,38,16.0,84.0
31.04854368932039,103,24,79,23.0,77.0
28.69298245614035,114,28,86,25.0,75.0
30.38135593220339,118,33,85,28.0,72.0
29.5,138,17,121,12.0,88.0
29.294416243654823,197,32,165,16.0,84.0
26.83783783783784,185,20,165,11.0,89.0
33.322274881516584,211,17,194,8.0,92.0
31.721212121212123,165,23,142,14.0,86.0
33.794701986754966,151,18,133,12.0,88.0
23.63063063063063,111,21,90,19.0,81.0
27.91176470588235,102,21,81,21.0,79.0
36.38333333333333,60,9,51,15.0,85.0
17.466666666666665,30,6,24,20.0,80.0
16.2,15,2,13,13.0,87.0
28.90909090909091,11,1,10,9.0,91.0
26.0,4,0,4,0.0,100.0
17.5,2,0,2,0.0,100.0
223.0,1,1,0,100.0,0.0
16.0,7,2,5,29.0,71.0
13.0,9,6,3,67.0,33.0
14.578947368421053,19,7,12,37.0,63.0
11.547169811320755,53,23,30,43.0,57.0
12.76923076923077,91,33,58,36.0,64.0
16.267605633802816,71,15,56,21.0,79.0
21.946428571428573,56,11,45,20.0,80.0
22.166666666666668,54,18,36,33.0,67.0
17.387096774193548,93,33,60,35.0,65.0
22.0,98,23,75,23.0,77.0
26.445544554455445,101,23,78,23.0,77.0
24.8984375,128,25,103,20.0,80.0
26.0381679389313,131,50,81,38.0,62.0
19.39072847682119,151,52,99,34.0,66.0
18.492753623188406,138,35,103,25.0,75.0
23.78787878787879,99,28,71,28.0,72.0
17.726027397260275,73,23,50,32.0,68.0
19.46969696969697,66,12,54,18.0,82.0
12.304347826086957,23,11,12,48.0,52.0
23.928571428571427,14,4,10,29.0,71.0
30.8125,16,4,12,25.0,75.0
4.0,3,1,2,33.0,67.0
24.8,5,0,5,0.0,100.0
98.5,2,2,0,100.0,0.0
17.2,5,2,3,40.0,60.0
7.923076923076923,13,6,7,46.0,54.0
13.666666666666666,27,16,11,59.0,41.0
10.101449275362318,69,26,43,38.0,62.0
11.73913043478261,92,33,59,36.0,64.0
16.916666666666668,72,35,37,49.0,51.0
22.319444444444443,72,18,54,25.0,75.0
20.295454545454547,88,22,66,25.0,75.0
26.5,106,26,80,25.0,75.0
32.234693877551024,98,29,69,30.0,70.0
30.601769911504423,113,24,89,21.0,79.0
33.13223140495868,121,31,90,26.0,74.0
24.916666666666668,132,32,100,24.0,76.0
19.720496894409937,161,50,111,31.0,69.0
22.395833333333332,144,28,116,19.0,81.0
21.362068965517242,116,27,89,23.0,77.0
21.3,90,28,62,31.0,69.0
25.197674418604652,86,17,69,20.0,80.0
13.74074074074074,54,15,39,28.0,72.0
32.21739130434783,46,8,38,17.0,83.0
20.941176470588236,34,7,27,21.0,79.0
17.0,11,4,7,36.0,64.0
22.833333333333332,6,2,4,33.0,67.0
50.333333333333336,3,1,2,33.0,67.0
17.0,2,0,2,0.0,100.0
66.41666666666667,12,4,8,33.0,67.0
15.875,16,5,11,31.0,69.0
19.846153846153847,13,4,9,31.0,69.0
21.875,40,13,27,32.0,68.0
23.86111111111111,72,18,54,25.0,75.0
43.860759493670884,79,15,64,19.0,81.0
31.63157894736842,95,19,76,20.0,80.0
30.985714285714284,140,18,122,13.0,87.0
26.05732484076433,157,19,138,12.0,88.0
32.50970873786408,206,17,189,8.0,92.0
27.879227053140095,207,41,166,20.0,80.0
30.92168674698795,166,24,142,14.0,86.0
38.673202614379086,153,16,137,10.0,90.0
21.75,104,25,79,24.0,76.0
23.830188679245282,159,16,143,10.0,90.0
26.383561643835616,146,28,118,19.0,81.0
24.805825242718445,206,32,174,16.0,84.0
29.77720207253886,193,36,157,19.0,81.0
18.52173913043478,92,18,74,20.0,80.0
23.783783783783782,37,8,29,22.0,78.0
31.944444444444443,18,6,12,33.0,67.0
33.22222222222222,9,5,4,56.0,44.0
2.5,2,2,0,100.0,0.0
5.333333333333333,6,4,2,67.0,33.0
32.55555555555556,9,6,3,67.0,33.0
13.041666666666666,24,8,16,33.0,67.0
12.615384615384615,39,8,31,21.0,79.0
13.287128712871286,101,40,61,40.0,60.0
24.52238805970149,67,18,49,27.0,73.0
22.123287671232877,73,9,64,12.0,88.0
25.6,95,21,74,22.0,78.0
27.62,150,35,115,23.0,77.0
38.392405063291136,158,36,122,23.0,77.0
26.041666666666668,144,19,125,13.0,87.0
31.47787610619469,113,25,88,22.0,78.0
22.82051282051282,156,36,120,23.0,77.0
19.83431952662722,169,47,122,28.0,72.0
18.986928104575163,153,30,123,20.0,80.0
23.14074074074074,135,24,111,18.0,82.0
22.87962962962963,108,23,85,21.0,79.0
25.195402298850574,87,31,56,36.0,64.0
24.703125,64,17,47,27.0,73.0
17.341463414634145,41,9,32,22.0,78.0
10.1,10,6,4,60.0,40.0
11.3,10,2,8,20.0,80.0
116.66666666666667,3,3,0,100.0,0.0
40.0,1,1,0,100.0,0.0
25.714285714285715,7,5,2,71.0,29.0
9.222222222222221,9,5,4,56.0,44.0
10.74074074074074,27,9,18,33.0,67.0
18.685185185185187,54,21,33,39.0,61.0
13.056603773584905,106,40,66,38.0,62.0
23.395833333333332,96,22,74,23.0,77.0
30.98095238095238,105,20,85,19.0,81.0
28.67391304347826,138,35,103,25.0,75.0
21.424778761061948,113,18,95,16.0,84.0
25.741496598639454,147,26,121,18.0,82.0
29.852564102564102,156,29,127,19.0,81.0
22.660493827160494,162,31,131,19.0,81.0
21.770114942528735,174,43,131,25.0,75.0
28.529411764705884,187,47,140,25.0,75.0
24.167630057803468,173,38,135,22.0,78.0
22.677165354330707,127,24,103,19.0,81.0
24.19463087248322,149,28,121,19.0,81.0
24.912,125,30,95,24.0,76.0
43.32692307692308,104,12,92,12.0,88.0
41.37931034482759,87,11,76,13.0,87.0
21.543478260869566,46,10,36,22.0,78.0
28.55,20,2,18,10.0,90.0
24.875,8,4,4,50.0,50.0
3.0,2,1,1,50.0,50.0
13.5,2,1,1,50.0,50.0
9.4,10,2,8,20.0,80.0
19.533333333333335,15,6,9,40.0,60.0
17.11764705882353,17,7,10,41.0,59.0
20.186046511627907,43,13,30,30.0,70.0
18.39240506329114,79,20,59,25.0,75.0
25.50420168067227,119,31,88,26.0,74.0
30.72159090909091,176,23,153,13.0,87.0
25.8268156424581,179,30,149,17.0,83.0
32.58522727272727,176,29,147,16.0,84.0
32.30384615384615,260,45,215,17.0,83.0
34.590090090090094,222,30,192,14.0,86.0
28.82439024390244,205,40,165,20.0,80.0
23.920212765957448,188,27,161,14.0,86.0
26.265193370165747,181,16,165,9.0,91.0
23.34722222222222,144,25,119,17.0,83.0
21.87313432835821,134,28,106,21.0,79.0
23.861386138613863,101,23,78,23.0,77.0
14.068627450980392,102,29,73,28.0,72.0
32.64473684210526,76,14,62,18.0,82.0
21.357142857142858,28,3,25,11.0,89.0
12.782608695652174,23,5,18,22.0,78.0
27.727272727272727,11,3,8,27.0,73.0
18.0,3,2,1,67.0,33.0
3.4285714285714284,7,6,1,86.0,14.0
13.125,8,6,2,75.0,25.0
6.96,25,14,11,56.0,44.0
11.11111111111111,18,10,8,56.0,44.0
36.75757575757576,66,21,45,32.0,68.0
26.59375,64,19,45,30.0,70.0
31.428571428571427,91,16,75,18.0,82.0
34.220689655172414,145,21,124,14.0,86.0
36.30201342281879,149,18,131,12.0,88.0
35.54304635761589,151,17,134,11.0,89.0
25.282608695652176,184,25,159,14.0,86.0
28.18888888888889,180,34,146,19.0,81.0
25.708571428571428,175,32,143,18.0,82.0
26.65730337078652,178,22,156,12.0,88.0
23.019417475728154,103,19,84,18.0,82.0
25.760416666666668,96,18,78,19.0,81.0
24.16867469879518,83,21,62,25.0,75.0
21.357142857142858,70,15,55,21.0,79.0
28.45,40,6,34,15.0,85.0
18.38095238095238,21,7,14,33.0,67.0
20.75,12,1,11,8.0,92.0
22.428571428571427,7,2,5,29.0,71.0
92.0,2,0,2,0.0,100.0
5.0,1,0,1,0.0,100.0
7.666666666666667,3,2,1,67.0,33.0
17.9,10,5,5,50.0,50.0
11.409090909090908,22,9,13,41.0,59.0
11.475,80,28,52,35.0,65.0
12.467289719626168,107,38,69,36.0,64.0
19.040816326530614,49,14,35,29.0,71.0
34.205479452054796,73,19,54,26.0,74.0
23.226666666666667,75,27,48,36.0,64.0
21.84269662921348,89,26,63,29.0,71.0
31.51063829787234,94,30,64,32.0,68.0
24.0,89,18,71,20.0,80.0
24.3359375,128,36,92,28.0,72.0
18.213333333333335,150,50,100,33.0,67.0
16.877551020408163,147,47,100,32.0,68.0
15.178861788617887,123,36,87,29.0,71.0
18.419753086419753,81,22,59,27.0,73.0
20.984126984126984,63,20,43,32.0,68.0
14.478260869565217,46,16,30,35.0,65.0
21.678571428571427,28,8,20,29.0,71.0
64.11363636363636,44,3,41,7.0,93.0
179.5,18,3,15,17.0,83.0
11.2,5,2,3,40.0,60.0
9.5,2,2,0,100.0,0.0
55.5,2,1,1,50.0,50.0
6.4,5,2,3,40.0,60.0
6.157894736842105,19,13,6,68.0,32.0
8.68,25,16,9,64.0,36.0
10.75,64,24,40,38.0,62.0
11.026785714285714,112,47,65,42.0,58.0
13.0125,80,32,48,40.0,60.0
26.0,70,25,45,36.0,64.0
26.159574468085108,94,35,59,37.0,63.0
28.753086419753085,81,24,57,30.0,70.0
28.296610169491526,118,26,92,22.0,78.0
35.2,100,22,78,22.0,78.0
23.26530612244898,98,26,72,27.0,73.0
18.23015873015873,126,47,79,37.0,63.0
20.611464968152866,157,45,112,29.0,71.0
24.12837837837838,148,53,95,36.0,64.0
22.637096774193548,124,45,79,36.0,64.0
19.983193277310924,119,38,81,32.0,68.0
23.96153846153846,78,19,59,24.0,76.0
24.051724137931036,58,11,47,19.0,81.0
13.15,20,9,11,45.0,55.0
27.636363636363637,11,2,9,18.0,82.0
16.357142857142858,14,4,10,29.0,71.0
1.5,2,1,1,50.0,50.0
14.4,5,1,4,20.0,80.0
7.75,4,1,3,25.0,75.0
21.5625,16,9,7,56.0,44.0
9.085714285714285,35,13,22,37.0,63.0
11.344827586206897,87,38,49,44.0,56.0
12.018018018018019,111,43,68,39.0,61.0
15.293103448275861,58,23,35,40.0,60.0
19.789473684210527,57,16,41,28.0,72.0
31.243243243243242,74,23,51,31.0,69.0
22.02469135802469,81,16,65,20.0,80.0
30.658227848101266,79,27,52,34.0,66.0
26.50793650793651,126,24,102,19.0,81.0
23.946428571428573,112,31,81,28.0,72.0
23.369565217391305,138,45,93,33.0,67.0
17.794520547945204,146,52,94,36.0,64.0
29.620689655172413,145,45,100,31.0,69.0
24.93798449612403,129,41,88,32.0,68.0
32.96078431372549,102,32,70,31.0,69.0
21.38,100,30,70,30.0,70.0
15.822222222222223,45,13,32,29.0,71.0
33.7027027027027,37,11,26,30.0,70.0
12.0,12,2,10,17.0,83.0
38.8,10,2,8,20.0,80.0
17.125,8,0,8,0.0,100.0
68.75,4,1,3,25.0,75.0
15.333333333333334,6,2,4,33.0,67.0
20.352941176470587,17,9,8,53.0,47.0
8.511627906976743,43,16,27,37.0,63.0
31.864864864864863,74,22,52,30.0,70.0
24.587719298245613,114,48,66,42.0,58.0
48.5,72,26,46,36.0,64.0
22.392857142857142,84,27,57,32.0,68.0
20.862068965517242,87,26,61,30.0,70.0
24.8,115,41,74,36.0,64.0
22.38095238095238,105,28,77,27.0,73.0
21.577464788732396,71,24,47,34.0,66.0
21.824074074074073,108,36,72,33.0,67.0
18.142857142857142,140,43,97,31.0,69.0
16.091603053435115,131,40,91,31.0,69.0
54.17985611510792,139,48,91,35.0,65.0
19.932692307692307,104,42,62,40.0,60.0
25.401785714285715,112,31,81,28.0,72.0
16.973333333333333,75,25,50,33.0,67.0
17.580645161290324,62,21,41,34.0,66.0
32.891304347826086,46,13,33,28.0,72.0
13.538461538461538,13,3,10,23.0,77.0
27.76923076923077,13,4,9,31.0,69.0
42.0,7,1,6,14.0,86.0
12.5,4,1,3,25.0,75.0
22.2,5,3,2,60.0,40.0
7.333333333333333,12,8,4,67.0,33.0
10.625,32,12,20,38.0,62.0
11.016129032258064,62,28,34,45.0,55.0
10.8348623853211,109,38,71,35.0,65.0
21.88679245283019,53,14,39,26.0,74.0
21.18867924528302,53,13,40,25.0,75.0
20.985714285714284,70,16,54,23.0,77.0
47.566265060240966,83,30,53,36.0,64.0
20.142857142857142,98,21,77,21.0,79.0
21.223300970873787,103,25,78,24.0,76.0
20.42016806722689,119,33,86,28.0,72.0
21.511811023622048,127,39,88,31.0,69.0
21.626666666666665,150,53,97,35.0,65.0
18.975206611570247,121,36,85,30.0,70.0
30.931623931623932,117,40,77,34.0,66.0
28.404580152671755,131,38,93,29.0,71.0
32.28048780487805,82,31,51,38.0,62.0
23.40277777777778,72,21,51,29.0,71.0
25.115384615384617,78,13,65,17.0,83.0
17.319148936170212,47,13,34,28.0,72.0
19.916666666666668,36,21,15,58.0,42.0
21.764705882352942,17,6,11,35.0,65.0
44.75,8,4,4,50.0,50.0
10.0,2,1,1,50.0,50.0
24.8,5,4,1,80.0,20.0
31.083333333333332,12,3,9,25.0,75.0
13.130434782608695,23,5,18,22.0,78.0
90.27118644067797,59,20,39,34.0,66.0
26.343434343434343,99,24,75,24.0,76.0
29.14457831325301,83,25,58,30.0,70.0
36.855172413793106,145,27,118,19.0,81.0
28.934306569343065,137,33,104,24.0,76.0
27.686131386861312,137,27,110,20.0,80.0
33.78735632183908,174,39,135,22.0,78.0
22.24858757062147,177,34,143,19.0,81.0
24.734177215189874,158,38,120,24.0,76.0
24.866666666666667,135,26,109,19.0,81.0
25.992248062015506,129,30,99,23.0,77.0
38.71287128712871,101,26,75,26.0,74.0
21.587155963302752,109,28,81,26.0,74.0
22.595238095238095,84,19,65,23.0,77.0
22.802816901408452,71,18,53,25.0,75.0
20.015625,64,7,57,11.0,89.0
19.672131147540984,61,9,52,15.0,85.0
18.05,20,0,20,0.0,100.0
22.9375,16,0,16,0.0,100.0
28.5,8,2,6,25.0,75.0
35.166666666666664,6,1,5,17.0,83.0
90.5,6,3,3,50.0,50.0
10.647058823529411,17,9,8,53.0,47.0
12.136363636363637,44,22,22,50.0,50.0
18.24390243902439,41,16,25,39.0,61.0
32.648148148148145,54,19,35,35.0,65.0
25.847619047619048,105,28,77,27.0,73.0
30.103448275862068,116,21,95,18.0,82.0
29.646551724137932,116,22,94,19.0,81.0
34.74747474747475,99,30,69,30.0,70.0
22.779411764705884,136,26,110,19.0,81.0
38.65217391304348,138,26,112,19.0,81.0
23.884955752212388,113,28,85,25.0,75.0
27.01818181818182,110,27,83,25.0,75.0
21.647727272727273,88,23,65,26.0,74.0
61.60204081632653,98,25,73,26.0,74.0
28.123456790123456,81,22,59,27.0,73.0
26.973333333333333,75,22,53,29.0,71.0
22.333333333333332,87,23,64,26.0,74.0
25.069767441860463,43,18,25,42.0,58.0
16.857142857142858,14,5,9,36.0,64.0
18.333333333333332,9,2,7,22.0,78.0
18.0,2,1,1,50.0,50.0
9.0,1,1,0,100.0,0.0
6.2,5,3,2,60.0,40.0
13.25,12,5,7,42.0,58.0
10.714285714285714,21,11,10,52.0,48.0
14.681818181818182,66,24,42,36.0,64.0
15.91578947368421,95,33,62,35.0,65.0
18.058823529411764,85,34,51,40.0,60.0
26.935897435897434,78,31,47,40.0,60.0
31.080459770114942,87,18,69,21.0,79.0
23.153846153846153,117,34,83,29.0,71.0
18.50862068965517,116,36,80,31.0,69.0
23.805309734513273,113,32,81,28.0,72.0
18.25,88,29,59,33.0,67.0
41.65384615384615,104,33,71,32.0,68.0
21.79746835443038,158,50,108,32.0,68.0
18.655172413793103,145,54,91,37.0,63.0
23.69298245614035,114,40,74,35.0,65.0
22.97752808988764,89,21,68,24.0,76.0
26.419047619047618,105,22,83,21.0,79.0
15.326530612244898,49,14,35,29.0,71.0
17.73913043478261,23,4,19,17.0,83.0
54.285714285714285,14,3,11,21.0,79.0
22.928571428571427,14,7,7,50.0,50.0
11.083333333333334,12,11,1,92.0,8.0
25.666666666666668,3,3,0,100.0,0.0
7.2,5,3,2,60.0,40.0
6.928571428571429,14,7,7,50.0,50.0
13.181818181818182,33,10,23,30.0,70.0
20.826666666666668,75,30,45,40.0,60.0
15.666666666666666,114,40,74,35.0,65.0
19.22093023255814,86,33,53,38.0,62.0
31.50588235294118,85,25,60,29.0,71.0
19.313725490196077,102,40,62,39.0,61.0
23.234782608695653,115,40,75,35.0,65.0
19.78688524590164,122,40,82,33.0,67.0
27.623529411764707,85,35,50,41.0,59.0
17.792079207920793,101,33,68,33.0,67.0
21.387596899224807,129,56,73,43.0,57.0
18.429378531073446,177,70,107,40.0,60.0
24.541984732824428,131,44,87,34.0,66.0
20.546875,128,41,87,32.0,68.0
23.844827586206897,116,31,85,27.0,73.0
26.854368932038835,103,25,78,24.0,76.0
17.333333333333332,57,30,27,53.0,47.0
13.157894736842104,19,14,5,74.0,26.0
12.818181818181818,11,7,4,64.0,36.0
25.555555555555557,9,3,6,33.0,67.0
23.666666666666668,3,2,1,67.0,33.0
15.428571428571429,7,5,2,71.0,29.0
11.333333333333334,15,8,7,53.0,47.0
8.615384615384615,26,11,15,42.0,58.0
14.820512820512821,78,29,49,37.0,63.0
14.9921875,128,48,80,38.0,62.0
17.85185185185185,81,25,56,31.0,69.0
26.735294117647058,68,29,39,43.0,57.0
20.115384615384617,104,29,75,28.0,72.0
23.065217391304348,92,27,65,29.0,71.0
17.95967741935484,124,34,90,27.0,73.0
23.628318584070797,113,33,80,29.0,71.0
27.377551020408163,98,35,63,36.0,64.0
19.73722627737226,137,41,96,30.0,70.0
20.25,200,73,127,36.0,64.0
21.853658536585368,164,51,113,31.0,69.0
26.274647887323944,142,40,102,28.0,72.0
24.390625,128,36,92,28.0,72.0
21.161616161616163,99,27,72,27.0,73.0
27.38888888888889,72,22,50,31.0,69.0
22.40625,32,6,26,19.0,81.0
10.25,12,9,3,75.0,25.0
21.333333333333332,12,8,4,67.0,33.0
4.125,8,8,0,100.0,0.0
31.0,1,1,0,100.0,0.0
28.4,10,3,7,30.0,70.0
10.071428571428571,14,7,7,50.0,50.0
9.333333333333334,24,11,13,46.0,54.0
19.70149253731343,67,29,38,43.0,57.0
12.390625,128,52,76,41.0,59.0
19.577464788732396,71,30,41,42.0,58.0
25.07246376811594,69,20,49,29.0,71.0
20.305263157894736,95,32,63,34.0,66.0
34.216,125,43,82,34.0,66.0
21.824074074074073,108,44,64,41.0,59.0
27.753968253968253,126,50,76,40.0,60.0
32.82222222222222,135,45,90,33.0,67.0
17.91390728476821,151,51,100,34.0,66.0
25.94736842105263,209,63,146,30.0,70.0
26.94705882352941,170,62,108,36.0,64.0
25.22360248447205,161,57,104,35.0,65.0
24.638297872340427,94,22,72,23.0,77.0
26.414285714285715,70,20,50,29.0,71.0
19.30909090909091,55,15,40,27.0,73.0
17.28,25,13,12,52.0,48.0
9.411764705882353,17,6,11,35.0,65.0
20.2,15,3,12,20.0,80.0
13.0,1,1,0,100.0,0.0
5.5,2,1,1,50.0,50.0
11.166666666666666,6,4,2,67.0,33.0
7.5,8,3,5,38.0,62.0
9.709677419354838,31,20,11,65.0,35.0
13.933333333333334,75,34,41,45.0,55.0
16.61764705882353,102,31,71,30.0,70.0
39.51898734177215,79,25,54,32.0,68.0
23.571428571428573,63,25,38,40.0,60.0
33.273381294964025,139,39,100,28.0,72.0
29.72463768115942,138,33,105,24.0,76.0
28.84472049689441,161,31,130,19.0,81.0
32.57046979865772,149,40,109,27.0,73.0
29.57894736842105,152,38,114,25.0,75.0
21.145569620253166,158,47,111,30.0,70.0
22.48404255319149,188,48,140,26.0,74.0
23.763157894736842,152,39,113,26.0,74.0
33.016129032258064,124,30,94,24.0,76.0
23.8141592920354,113,35,78,31.0,69.0
29.303030303030305,66,12,54,18.0,82.0
16.76,75,26,49,35.0,65.0
27.473684210526315,57,15,42,26.0,74.0
26.725,40,6,34,15.0,85.0
24.866666666666667,15,4,11,27.0,73.0
17.666666666666668,9,5,4,56.0,44.0
6.857142857142857,7,1,6,14.0,86.0
17.666666666666668,3,1,2,33.0,67.0
7.8,5,2,3,40.0,60.0
15.0,11,4,7,36.0,64.0
18.03846153846154,26,10,16,38.0,62.0
23.51219512195122,41,8,33,20.0,80.0
18.721311475409838,61,15,46,25.0,75.0
22.27777777777778,126,26,100,21.0,79.0
29.427027027027027,185,38,147,21.0,79.0
27.443786982248522,169,34,135,20.0,80.0
26.242424242424242,231,36,195,16.0,84.0
28.6864406779661,236,39,197,17.0,83.0
24.12707182320442,181,40,141,22.0,78.0
24.899441340782122,179,29,150,16.0,84.0
24.623655913978496,186,32,154,17.0,83.0
38.31147540983606,183,56,127,31.0,69.0
25.26530612244898,147,26,121,18.0,82.0
26.79310344827586,145,35,110,24.0,76.0
31.134831460674157,89,17,72,19.0,81.0
28.25862068965517,116,27,89,23.0,77.0
28.653333333333332,75,15,60,20.0,80.0
37.35294117647059,34,15,19,44.0,56.0
27.794117647058822,34,9,25,26.0,74.0
22.5,8,1,7,12.0,88.0
28.666666666666668,3,2,1,67.0,33.0
50.25,8,2,6,25.0,75.0
13.6,5,3,2,60.0,40.0
35.25,12,4,8,33.0,67.0
35.08695652173913,23,8,15,35.0,65.0
42.21739130434783,46,18,28,39.0,61.0
29.726027397260275,73,20,53,27.0,73.0
41.93835616438356,146,27,119,18.0,82.0
53.524193548387096,248,42,206,17.0,83.0
50.139830508474574,236,56,180,24.0,76.0
38.646511627906975,215,36,179,17.0,83.0
41.79908675799087,219,49,170,22.0,78.0
29.867724867724867,189,30,159,16.0,84.0
22.44808743169399,183,36,147,20.0,80.0
24.8503937007874,127,24,103,19.0,81.0
27.82894736842105,152,41,111,27.0,73.0
29.816176470588236,136,29,107,21.0,79.0
26.5531914893617,94,28,66,30.0,70.0
34.013888888888886,72,20,52,28.0,72.0
20.17391304347826,46,14,32,30.0,70.0
24.307692307692307,39,14,25,36.0,64.0
25.8,15,5,10,33.0,67.0
36.375,8,5,3,62.0,38.0
4.0,1,0,1,0.0,100.0
10.0,1,0,1,0.0,100.0
9.714285714285714,7,3,4,43.0,57.0
9.5,14,7,7,50.0,50.0
72.22222222222223,27,12,15,44.0,56.0
13.17741935483871,62,22,40,35.0,65.0
21.595238095238095,84,34,50,40.0,60.0
18.44859813084112,107,32,75,30.0,70.0
42.320754716981135,53,24,29,45.0,55.0
21.0,70,23,47,33.0,67.0
22.682242990654206,107,32,75,30.0,70.0
26.560439560439562,91,21,70,23.0,77.0
18.010416666666668,96,43,53,45.0,55.0
17.901960784313726,102,32,70,31.0,69.0
18.6875,144,46,98,32.0,68.0
15.525316455696203,158,48,110,30.0,70.0
21.45985401459854,137,43,94,31.0,69.0
28.725806451612904,124,40,84,32.0,68.0
22.418367346938776,98,30,68,31.0,69.0
24.75,60,15,45,25.0,75.0
26.864406779661017,59,18,41,31.0,69.0
19.40909090909091,22,8,14,36.0,64.0
25.833333333333332,12,3,9,25.0,75.0
7.181818181818182,11,9,2,82.0,18.0
3.0,1,0,1,0.0,100.0
10.333333333333334,6,1,5,17.0,83.0
11.0,15,6,9,40.0,60.0
11.166666666666666,30,14,16,47.0,53.0
13.402298850574713,87,36,51,41.0,59.0
15.7,130,53,77,41.0,59.0
17.5,74,23,51,31.0,69.0
16.21875,64,24,40,38.0,62.0
24.25862068965517,116,41,75,35.0,65.0
14.672727272727272,110,36,74,33.0,67.0
26.958333333333332,72,34,38,47.0,53.0
25.012048192771083,83,27,56,33.0,67.0
31.569444444444443,72,33,39,46.0,54.0
20.316831683168317,101,41,60,41.0,59.0
17.46153846153846,130,43,87,33.0,67.0
19.93103448275862,87,26,61,30.0,70.0
26.641025641025642,78,20,58,26.0,74.0
30.53846153846154,52,21,31,40.0,60.0
26.46551724137931,58,22,36,38.0,62.0
12.689655172413794,29,10,19,34.0,66.0
11.785714285714286,14,8,6,57.0,43.0
26.7,20,8,12,40.0,60.0
13.714285714285714,7,1,6,14.0,86.0
5.0,2,2,0,100.0,0.0
13.333333333333334,3,1,2,33.0,67.0
7.0,1,0,1,0.0,100.0
19.428571428571427,14,6,8,43.0,57.0
11.678571428571429,28,12,16,43.0,57.0
15.408163265306122,49,21,28,43.0,57.0
15.4,90,46,44,51.0,49.0
14.132075471698114,53,14,39,26.0,74.0
26.63157894736842,57,21,36,37.0,63.0
18.415384615384614,65,25,40,38.0,62.0
24.863636363636363,88,34,54,39.0,61.0
15.576923076923077,78,27,51,35.0,65.0
25.066666666666666,60,20,40,33.0,67.0
17.53448275862069,58,27,31,47.0,53.0
17.55,80,27,53,34.0,66.0
17.23931623931624,117,48,69,41.0,59.0
27.714285714285715,98,39,59,40.0,60.0
19.147727272727273,88,38,50,43.0,57.0
26.21505376344086,93,38,55,41.0,59.0
21.281690140845072,71,33,38,46.0,54.0
30.770491803278688,61,13,48,21.0,79.0
22.47222222222222,36,12,24,33.0,67.0
29.555555555555557,9,3,6,33.0,67.0
37.5,2,0,2,0.0,100.0
30.333333333333332,3,1,2,33.0,67.0
27.25,4,0,4,0.0,100.0
43.666666666666664,3,0,3,0.0,100.0
11.444444444444445,9,4,5,44.0,56.0
8.333333333333334,27,13,14,48.0,52.0
17.675,40,17,23,42.0,57.0
16.094736842105263,95,40,55,42.0,58.0
16.859154929577464,71,25,46,35.0,65.0
16.673076923076923,52,21,31,40.0,60.0
16.625,80,28,52,35.0,65.0
21.580357142857142,112,18,94,16.0,84.0
13.773333333333333,75,29,46,39.0,61.0
24.333333333333332,81,39,42,48.0,52.0
