Average Trip Duration,Amount of Rides,Subscribers,Non Subscribers,Subscriber %,Non Subscriber %
23.733333333333334,15,9,6,60.0,40.0
11.166666666666666,6,3,3,50.0,50.0
10.777777777777779,9,7,2,78.0,22.0
22.0,2,2,0,100.0,0.0
6.5,2,1,1,50.0,50.0
16.0,1,1,0,100.0,0.0
10.5,2,2,0,100.0,0.0
4.6,5,5,0,100.0,0.0
11.0,9,9,0,100.0,0.0
10.714285714285714,21,21,0,100.0,0.0
12.612903225806452,31,25,6,81.0,19.0
9.0,18,16,2,89.0,11.0
33.0,13,9,4,69.0,31.0
94.81818181818181,22,19,3,86.0,14.0
23.825,40,30,10,75.0,25.0
21.975,40,27,13,68.0,32.0
15.340425531914894,47,27,20,57.0,43.0
14.953488372093023,43,34,9,79.0,21.0
21.30188679245283,53,35,18,66.0,34.0
17.764705882352942,68,48,20,71.0,29.0
17.278688524590162,61,36,25,59.0,41.0
12.67741935483871,31,26,5,84.0,16.0
17.157894736842106,19,16,3,84.0,16.0
7.6875,16,16,0,100.0,0.0
17.692307692307693,13,10,3,77.0,23.0
13.5,18,11,7,61.0,39.0
9.222222222222221,9,5,4,56.0,44.0
21.133333333333333,15,7,8,47.0,53.0
21.25,8,5,3,62.0,38.0
12.0,1,0,1,0.0,100.0
8.75,4,3,1,75.0,25.0
11.0,6,3,3,50.0,50.0
18.75,4,3,1,75.0,25.0
9.695652173913043,23,18,5,78.0,22.0
34.34615384615385,26,19,7,73.0,27.0
22.473684210526315,38,18,20,47.0,53.0
25.2,55,16,39,29.0,71.0
39.8235294117647,68,25,43,37.0,63.0
30.393617021276597,94,29,65,31.0,69.0
28.012048192771083,83,19,64,23.0,77.0
25.4,65,13,52,20.0,80.0
25.23404255319149,47,13,34,28.0,72.0
14.088235294117647,34,19,15,56.0,44.0
22.62857142857143,35,18,17,51.0,49.0
12.090909090909092,22,10,12,45.0,55.0
11.157894736842104,19,12,7,63.0,37.0
10.764705882352942,17,15,2,88.0,12.0
28.0,12,9,3,75.0,25.0
32.6,5,3,2,60.0,40.0
10.0,2,2,0,100.0,0.0
8.0,4,4,0,100.0,0.0
7.5,2,2,0,100.0,0.0
15.25,4,4,0,100.0,0.0
94.5,2,2,0,100.0,0.0
6.6,5,4,1,80.0,20.0
19.333333333333332,6,4,2,67.0,33.0
11.23076923076923,13,11,2,85.0,15.0
34.166666666666664,18,8,10,44.0,56.0
32.63636363636363,11,8,3,73.0,27.0
19.291666666666668,24,17,7,71.0,29.0
15.933333333333334,15,10,5,67.0,33.0
17.444444444444443,9,9,0,100.0,0.0
6.2,5,3,2,60.0,40.0
12.333333333333334,12,8,4,67.0,33.0
12.11111111111111,9,6,3,67.0,33.0
25.90909090909091,22,18,4,82.0,18.0
17.27777777777778,18,17,1,94.0,6.0
6.375,8,6,2,75.0,25.0
12.714285714285714,14,10,4,71.0,29.0
13.2,10,8,2,80.0,20.0
6.428571428571429,7,6,1,86.0,14.0
3.0,1,1,0,100.0,0.0
35.0,1,1,0,100.0,0.0
34.0,1,1,0,100.0,0.0
7.0,1,1,0,100.0,0.0
5.5,4,4,0,100.0,0.0
33.27272727272727,11,10,1,91.0,9.0
12.772727272727273,22,21,1,95.0,5.0
9.166666666666666,24,23,1,96.0,4.0
23.5,14,10,4,71.0,29.0
17.9375,16,12,4,75.0,25.0
9.32,25,24,1,96.0,4.0
17.875,32,28,4,88.0,12.0
54.42857142857143,28,23,5,82.0,18.0
32.0,17,12,5,71.0,29.0
12.08695652173913,23,20,3,87.0,13.0
13.875,24,21,3,88.0,12.0
10.421052631578947,38,36,2,95.0,5.0
15.72972972972973,37,29,8,78.0,22.0
15.285714285714286,21,18,3,86.0,14.0
12.789473684210526,19,15,4,79.0,21.0
8.333333333333334,12,9,3,75.0,25.0
9.4,10,7,3,70.0,30.0
6.0,2,2,0,100.0,0.0
23.142857142857142,7,6,1,86.0,14.0
4.0,2,2,0,100.0,0.0
12.0,2,2,0,100.0,0.0
13.333333333333334,3,3,0,100.0,0.0
10.0,3,3,0,100.0,0.0
8.923076923076923,13,12,1,92.0,8.0
11.78125,32,26,6,81.0,19.0
22.906976744186046,43,37,6,86.0,14.0
10.466666666666667,30,22,8,73.0,27.0
26.928571428571427,14,11,3,79.0,21.0
11.91891891891892,37,24,13,65.0,35.0
14.875,32,22,10,69.0,31.0
16.96969696969697,33,26,7,79.0,21.0
20.916666666666668,36,25,11,69.0,31.0
22.130434782608695,46,28,18,61.0,39.0
20.442622950819672,61,46,15,75.0,25.0
20.17241379310345,87,74,13,85.0,15.0
13.51923076923077,52,43,9,83.0,17.0
17.607142857142858,28,24,4,86.0,14.0
47.0,33,21,12,64.0,36.0
23.32,25,17,8,68.0,32.0
7.380952380952381,21,19,2,90.0,10.0
5.333333333333333,3,3,0,100.0,0.0
44.714285714285715,7,7,0,100.0,0.0
7.4,5,5,0,100.0,0.0
14.0,2,1,1,50.0,50.0
79.5,2,2,0,100.0,0.0
8.0,3,3,0,100.0,0.0
17.363636363636363,11,9,2,82.0,18.0
9.297297297297296,37,33,4,89.0,11.0
11.333333333333334,45,42,3,93.0,7.0
11.868421052631579,38,31,7,82.0,18.0
27.56,25,20,5,80.0,20.0
15.242424242424242,33,25,8,76.0,24.0
14.5,48,37,11,77.0,23.0
21.634146341463413,41,33,8,80.0,20.0
23.25531914893617,47,27,20,57.0,43.0
16.5531914893617,47,34,13,72.0,28.0
17.31578947368421,57,44,13,77.0,23.0
14.020408163265307,98,79,19,81.0,19.0
20.182795698924732,93,59,34,63.0,37.0
17.88235294117647,34,30,4,88.0,12.0
12.642857142857142,28,17,11,61.0,39.0
24.727272727272727,11,9,2,82.0,18.0
19.625,8,5,3,62.0,38.0
24.571428571428573,7,7,0,100.0,0.0
24.857142857142858,7,4,3,57.0,43.0
17.0,2,2,0,100.0,0.0
13.0,4,4,0,100.0,0.0
12.75,4,3,1,75.0,25.0
9.7,10,7,3,70.0,30.0
17.53488372093023,43,36,7,84.0,16.0
16.2,65,51,14,78.0,22.0
17.40625,32,24,8,75.0,25.0
23.36111111111111,36,25,11,69.0,31.0
52.425925925925924,54,34,20,63.0,37.0
26.129032258064516,62,40,22,65.0,35.0
23.338028169014084,71,41,30,58.0,42.0
23.086206896551722,58,36,22,62.0,38.0
21.584615384615386,65,34,31,52.0,48.0
20.06930693069307,101,64,37,63.0,37.0
22.367924528301888,106,67,39,63.0,37.0
28.693877551020407,98,59,39,60.0,40.0
38.74576271186441,59,36,23,61.0,39.0
24.3125,32,20,12,62.0,38.0
12.636363636363637,22,15,7,68.0,32.0
18.105263157894736,19,10,9,53.0,47.0
16.533333333333335,15,4,11,27.0,73.0
4.0,4,3,1,75.0,25.0
10.2,5,2,3,40.0,60.0
13.0,2,2,0,100.0,0.0
3.0,1,1,0,100.0,0.0
7.571428571428571,7,5,2,71.0,29.0
16.38,50,43,7,86.0,14.0
11.453125,64,50,14,78.0,22.0
15.794871794871796,39,30,9,77.0,23.0
37.48148148148148,27,13,14,48.0,52.0
27.12280701754386,57,25,32,44.0,56.0
23.80952380952381,63,29,34,46.0,54.0
30.785714285714285,84,33,51,39.0,61.0
23.89189189189189,74,40,34,54.0,46.0
28.55223880597015,67,33,34,49.0,51.0
34.41904761904762,105,54,51,51.0,49.0
29.208,125,70,55,56.0,44.0
27.591397849462364,93,54,39,58.0,42.0
20.765625,64,36,28,56.0,44.0
23.473684210526315,38,14,24,37.0,63.0
17.023809523809526,42,15,27,36.0,64.0
35.44444444444444,18,11,7,61.0,39.0
17.0,19,13,6,68.0,32.0
28.352941176470587,17,6,11,35.0,65.0
11.0,8,4,4,50.0,50.0
22.75,4,1,3,25.0,75.0
5.75,4,4,0,100.0,0.0
1113.0,1,0,1,0.0,100.0
18.0,2,2,0,100.0,0.0
8.0,3,2,1,67.0,33.0
6.5,2,1,1,50.0,50.0
21.692307692307693,26,22,4,85.0,15.0
18.25,32,17,15,53.0,47.0
29.5,54,22,32,41.0,59.0
34.881889763779526,127,29,98,23.0,77.0
35.634328358208954,134,40,94,30.0,70.0
43.69318181818182,176,36,140,20.0,80.0
30.923857868020306,197,35,162,18.0,82.0
28.73913043478261,138,23,115,17.0,83.0
38.568627450980394,153,33,120,22.0,78.0
39.01360544217687,147,38,109,26.0,74.0
26.178861788617887,123,35,88,28.0,72.0
30.289156626506024,83,21,62,25.0,75.0
55.52054794520548,73,19,54,26.0,74.0
22.70967741935484,31,9,22,29.0,71.0
21.526315789473685,19,4,15,21.0,79.0
15.210526315789474,19,5,14,26.0,74.0
25.166666666666668,6,3,3,50.0,50.0
3.5,2,1,1,50.0,50.0
71.4,5,0,5,0.0,100.0
6.0,1,1,0,100.0,0.0
40.0,1,0,1,0.0,100.0
48.5,4,3,1,75.0,25.0
25.125,8,6,2,75.0,25.0
11.4,20,13,7,65.0,35.0
21.166666666666668,48,23,25,48.0,52.0
26.231884057971016,69,25,44,36.0,64.0
38.74,100,42,58,42.0,58.0
28.936507936507937,126,43,83,34.0,66.0
53.86923076923077,130,30,100,23.0,77.0
33.76047904191617,167,58,109,35.0,65.0
37.06944444444444,144,32,112,22.0,78.0
52.23076923076923,143,27,116,19.0,81.0
23.359375,128,47,81,37.0,63.0
19.310344827586206,87,45,42,52.0,48.0
40.752941176470586,85,35,50,41.0,59.0
18.625,48,27,21,56.0,44.0
16.529411764705884,17,7,10,41.0,59.0
40.714285714285715,14,7,7,50.0,50.0
11.0,6,5,1,83.0,17.0
40.8,10,3,7,30.0,70.0
8.666666666666666,3,3,0,100.0,0.0
2.5,2,2,0,100.0,0.0
22.0,1,1,0,100.0,0.0
11.333333333333334,6,5,1,83.0,17.0
25.6,10,7,3,70.0,30.0
10.666666666666666,39,35,4,90.0,10.0
14.293103448275861,58,46,12,79.0,21.0
29.92,25,15,10,60.0,40.0
23.86111111111111,36,18,18,50.0,50.0
23.72222222222222,54,30,24,56.0,44.0
23.743243243243242,74,43,31,58.0,42.0
27.223880597014926,67,32,35,48.0,52.0
29.463768115942027,69,24,45,35.0,65.0
27.627118644067796,59,32,27,54.0,46.0
21.161290322580644,93,47,46,51.0,49.0
23.02238805970149,134,79,55,59.0,41.0
20.733333333333334,105,64,41,61.0,39.0
29.52,75,37,38,49.0,51.0
128.54054054054055,37,13,24,35.0,65.0
21.681818181818183,22,17,5,77.0,23.0
13.08695652173913,23,14,9,61.0,39.0
5.428571428571429,7,3,4,43.0,57.0
17.0,5,5,0,100.0,0.0
21.8,5,1,4,20.0,80.0
31.0,1,1,0,100.0,0.0
4.5,2,2,0,100.0,0.0
9.8,5,4,1,80.0,20.0
13.363636363636363,11,10,1,91.0,9.0
13.894736842105264,57,53,4,93.0,7.0
26.258064516129032,31,28,3,90.0,10.0
20.458333333333332,24,16,8,67.0,33.0
20.185185185185187,27,12,15,44.0,56.0
15.709677419354838,62,38,24,61.0,39.0
33.333333333333336,69,28,41,41.0,59.0
20.914285714285715,70,45,25,64.0,36.0
30.53030303030303,66,31,35,47.0,53.0
20.039473684210527,76,47,29,62.0,38.0
26.697674418604652,86,43,43,50.0,50.0
21.321739130434782,115,73,42,63.0,37.0
27.184,125,65,60,52.0,48.0
35.411764705882355,85,40,45,47.0,53.0
24.703703703703702,54,29,25,54.0,46.0
33.5,40,23,17,57.0,42.0
15.26086956521739,23,9,14,39.0,61.0
25.0,15,6,9,40.0,60.0
15.666666666666666,3,2,1,67.0,33.0
7.5,2,2,0,100.0,0.0
15.0,1,1,0,100.0,0.0
36.4,5,5,0,100.0,0.0
7.0,1,1,0,100.0,0.0
17.375,8,6,2,75.0,25.0
20.055555555555557,18,17,1,94.0,6.0
14.827586206896552,58,47,11,81.0,19.0
16.92207792207792,77,62,15,81.0,19.0
18.57894736842105,38,27,11,71.0,29.0
22.472727272727273,55,24,31,44.0,56.0
25.596153846153847,52,30,22,58.0,42.0
22.854166666666668,96,54,42,56.0,44.0
31.26923076923077,52,23,29,44.0,56.0
23.622448979591837,98,41,57,42.0,58.0
20.164556962025316,79,36,43,46.0,54.0
25.722772277227723,101,56,45,55.0,45.0
24.0,152,88,64,58.0,42.0
23.5390625,128,69,59,54.0,46.0
29.807339449541285,109,41,68,38.0,62.0
24.74137931034483,58,22,36,38.0,62.0
12.71111111111111,45,16,29,36.0,64.0
27.322580645161292,31,11,20,35.0,65.0
18.80952380952381,21,8,13,38.0,62.0
25.0,7,5,2,71.0,29.0
29.2,10,6,4,60.0,40.0
9.5,2,2,0,100.0,0.0
18.666666666666668,3,3,0,100.0,0.0
8.0,3,2,1,67.0,33.0
8.5,6,6,0,100.0,0.0
9.090909090909092,11,9,2,82.0,18.0
11.131578947368421,38,34,4,89.0,11.0
11.214285714285714,70,57,13,81.0,19.0
15.86,50,35,15,70.0,30.0
18.772727272727273,44,21,23,48.0,52.0
26.50877192982456,57,38,19,67.0,33.0
27.94047619047619,84,46,38,55.0,45.0
31.297619047619047,84,34,50,40.0,60.0
34.671052631578945,76,22,54,29.0,71.0
45.329896907216494,97,40,57,41.0,59.0
27.790697674418606,129,64,65,50.0,50.0
19.575221238938052,113,60,53,53.0,47.0
26.339805825242717,103,49,54,48.0,52.0
30.76923076923077,117,53,64,45.0,55.0
24.34285714285714,70,30,40,43.0,57.0
21.319148936170212,47,22,25,47.0,53.0
19.78125,32,13,19,41.0,59.0
21.0,16,8,8,50.0,50.0
8.0,6,6,0,100.0,0.0
11.666666666666666,3,3,0,100.0,0.0
9.333333333333334,3,0,3,0.0,100.0
4.0,1,1,0,100.0,0.0
24.0,3,3,0,100.0,0.0
28.0,5,4,1,80.0,20.0
8.166666666666666,12,12,0,100.0,0.0
7.534883720930233,43,37,6,86.0,14.0
11.92,50,36,14,72.0,28.0
20.238095238095237,42,30,12,71.0,29.0
14.89655172413793,29,11,18,38.0,62.0
19.0,42,20,22,48.0,52.0
25.47761194029851,67,34,33,51.0,49.0
15.125,56,34,22,61.0,39.0
16.951219512195124,41,22,19,54.0,46.0
17.5,42,19,23,45.0,55.0
14.642857142857142,28,16,12,57.0,43.0
11.191489361702128,47,42,5,89.0,11.0
17.428571428571427,28,21,7,75.0,25.0
12.852941176470589,34,20,14,59.0,41.0
10.052631578947368,19,13,6,68.0,32.0
12.476190476190476,21,11,10,52.0,48.0
13.818181818181818,11,9,2,82.0,18.0
23.642857142857142,14,8,6,57.0,43.0
47.90909090909091,11,3,8,27.0,73.0
11.9,10,6,4,60.0,40.0
4.0,7,6,1,86.0,14.0
19.0,2,1,1,50.0,50.0
198.5,4,2,2,50.0,50.0
155.0,2,0,2,0.0,100.0
24.2,5,2,3,40.0,60.0
71.81818181818181,11,7,4,64.0,36.0
37.0,23,14,9,61.0,39.0
17.676470588235293,34,15,19,44.0,56.0
19.70149253731343,67,24,43,36.0,64.0
24.961038961038962,77,29,48,38.0,62.0
27.571428571428573,112,27,85,24.0,76.0
22.70940170940171,117,25,92,21.0,79.0
21.78,100,34,66,34.0,66.0
20.45736434108527,129,48,81,37.0,63.0
31.989247311827956,93,22,71,24.0,76.0
18.57831325301205,83,30,53,36.0,64.0
20.566666666666666,30,8,22,27.0,73.0
18.655172413793103,29,9,20,31.0,69.0
15.857142857142858,7,6,1,86.0,14.0
36.13333333333333,15,11,4,73.0,27.0
11.666666666666666,6,3,3,50.0,50.0
6.333333333333333,3,3,0,100.0,0.0
21.0,2,2,0,100.0,0.0
6.916666666666667,12,10,2,83.0,17.0
2.0,1,1,0,100.0,0.0
23.5,2,2,0,100.0,0.0
19.5,2,2,0,100.0,0.0
7.375,8,7,1,88.0,12.0
19.77777777777778,9,5,4,56.0,44.0
14.166666666666666,18,11,7,61.0,39.0
18.84375,32,21,11,66.0,34.0
30.2,35,15,20,43.0,57.0
27.829787234042552,47,15,32,32.0,68.0
30.704545454545453,44,15,29,34.0,66.0
22.357142857142858,28,15,13,54.0,46.0
28.40740740740741,27,9,18,33.0,67.0
18.361702127659573,47,23,24,49.0,51.0
22.41176470588235,34,16,18,47.0,53.0
15.95,20,15,5,75.0,25.0
25.21212121212121,33,15,18,45.0,55.0
13.333333333333334,18,11,7,61.0,39.0
37.583333333333336,12,2,10,17.0,83.0
30.083333333333332,12,5,7,42.0,58.0
28.0,11,5,6,45.0,55.0
7.0,4,4,0,100.0,0.0
18.285714285714285,7,6,1,86.0,14.0
9.0,1,1,0,100.0,0.0
16.666666666666668,3,3,0,100.0,0.0
12.0,1,1,0,100.0,0.0
19.625,8,7,1,88.0,12.0
9.0,9,8,1,89.0,11.0
11.13888888888889,36,31,5,86.0,14.0
15.05,40,37,3,92.0,8.0
12.217391304347826,23,14,9,61.0,39.0
26.884615384615383,26,14,12,54.0,46.0
22.67391304347826,46,30,16,65.0,35.0
16.5625,32,22,10,69.0,31.0
34.65853658536585,41,25,16,61.0,39.0
15.8,25,16,9,64.0,36.0
20.236842105263158,38,23,15,61.0,39.0
15.946428571428571,56,39,17,70.0,30.0
13.727272727272727,77,60,17,78.0,22.0
15.283582089552239,67,38,29,57.0,43.0
16.5,40,28,12,70.0,30.0
15.714285714285714,21,10,11,48.0,52.0
12.833333333333334,24,13,11,54.0,46.0
35.1,20,14,6,70.0,30.0
12.363636363636363,11,9,2,82.0,18.0
28.285714285714285,7,5,2,71.0,29.0
3.8333333333333335,6,6,0,100.0,0.0
13.0,1,1,0,100.0,0.0
26.428571428571427,7,5,2,71.0,29.0
13.5,6,5,1,83.0,17.0
120.10526315789474,19,18,1,95.0,5.0
23.033333333333335,30,22,8,73.0,27.0
16.814285714285713,70,53,17,76.0,24.0
25.693877551020407,49,31,18,63.0,37.0
15.205128205128204,39,26,13,67.0,33.0
16.387096774193548,62,33,29,53.0,47.0
16.614285714285714,70,30,40,43.0,57.0
15.580645161290322,62,37,25,60.0,40.0
22.03921568627451,51,28,23,55.0,45.0
20.91764705882353,85,35,50,41.0,59.0
18.474358974358974,78,35,43,45.0,55.0
51.194244604316545,139,78,61,56.0,44.0
19.256410256410255,117,57,60,49.0,51.0
19.03846153846154,52,25,27,48.0,52.0
27.70731707317073,41,25,16,61.0,39.0
10.342105263157896,38,29,9,76.0,24.0
18.166666666666668,18,13,5,72.0,28.0
20.863636363636363,22,9,13,41.0,59.0
4.0,2,2,0,100.0,0.0
7.4,5,5,0,100.0,0.0
28.5,2,1,1,50.0,50.0
10.0,4,1,3,25.0,75.0
8.666666666666666,6,5,1,83.0,17.0
7.125,8,6,2,75.0,25.0
21.916666666666668,12,9,3,75.0,25.0
11.365853658536585,82,54,28,66.0,34.0
13.070707070707071,99,53,46,54.0,46.0
19.515625,64,32,32,50.0,50.0
20.72,50,19,31,38.0,62.0
18.347368421052632,95,41,54,43.0,57.0
28.76,125,55,70,44.0,56.0
23.10891089108911,101,32,69,32.0,68.0
37.924731182795696,93,32,61,34.0,66.0
22.8,105,32,73,30.0,70.0
20.81875,160,71,89,44.0,56.0
22.796019900497512,201,75,126,37.0,63.0
30.61139896373057,193,60,133,31.0,69.0
23.34931506849315,146,44,102,30.0,70.0
29.8015873015873,126,34,92,27.0,73.0
28.567010309278352,97,29,68,30.0,70.0
19.928571428571427,28,11,17,39.0,61.0
11.4375,16,7,9,44.0,56.0
31.941176470588236,17,9,8,53.0,47.0
23.0,8,3,5,38.0,62.0
7.0,3,3,0,100.0,0.0
10.666666666666666,3,1,2,33.0,67.0
18.4,5,4,1,80.0,20.0
12.72,25,15,10,60.0,40.0
12.158536585365853,82,52,30,63.0,37.0
13.984126984126984,126,73,53,58.0,42.0
14.092307692307692,65,33,32,51.0,49.0
21.203389830508474,59,23,36,39.0,61.0
26.863636363636363,88,28,60,32.0,68.0
28.576923076923077,130,41,89,32.0,68.0
24.990291262135923,103,28,75,27.0,73.0
23.532608695652176,92,37,55,40.0,60.0
24.879310344827587,116,43,73,37.0,63.0
20.174496644295303,149,69,80,46.0,54.0
37.27947598253275,229,89,140,39.0,61.0
25.858024691358025,162,64,98,40.0,60.0
20.555555555555557,135,49,86,36.0,64.0
23.045454545454547,88,21,67,24.0,76.0
17.770491803278688,61,24,37,39.0,61.0
20.303030303030305,33,20,13,61.0,39.0
15.272727272727273,33,11,22,33.0,67.0
21.375,16,8,8,50.0,50.0
18.333333333333332,6,1,5,17.0,83.0
13.25,8,5,3,62.0,38.0
72.0,2,2,0,100.0,0.0
21.666666666666668,3,2,1,67.0,33.0
30.5,10,7,3,70.0,30.0
81.46428571428571,28,12,16,43.0,57.0
13.407407407407407,81,45,36,56.0,44.0
13.75925925925926,108,58,50,54.0,46.0
20.01388888888889,72,35,37,49.0,51.0
25.011904761904763,84,25,59,30.0,70.0
36.08270676691729,133,26,107,20.0,80.0
19.202312138728324,173,54,119,31.0,69.0
29.091603053435115,131,35,96,27.0,73.0
32.41916167664671,167,42,125,25.0,75.0
33.95384615384615,130,30,100,23.0,77.0
21.467336683417084,199,54,145,27.0,73.0
22.964912280701753,228,61,167,27.0,73.0
30.896551724137932,174,46,128,26.0,74.0
22.283870967741937,155,33,122,21.0,79.0
26.571428571428573,112,26,86,23.0,77.0
33.43333333333333,90,23,67,26.0,74.0
22.701149425287355,87,18,69,21.0,79.0
32.25,56,5,51,9.0,91.0
26.636363636363637,22,6,16,27.0,73.0
23.454545454545453,33,5,28,15.0,85.0
35.666666666666664,6,3,3,50.0,50.0
6.0,2,2,0,100.0,0.0
2.6666666666666665,3,3,0,100.0,0.0
1.2,5,5,0,100.0,0.0
9.272727272727273,11,8,3,73.0,27.0
137.92857142857142,14,6,8,43.0,57.0
20.72340425531915,47,24,23,51.0,49.0
19.541666666666668,72,21,51,29.0,71.0
21.93167701863354,161,18,143,11.0,89.0
27.327014218009477,211,51,160,24.0,76.0
32.0,262,58,204,22.0,78.0
36.19178082191781,219,37,182,17.0,83.0
37.549019607843135,255,47,208,18.0,82.0
26.783673469387754,245,34,211,14.0,86.0
21.240174672489083,229,41,188,18.0,82.0
30.44,100,15,85,15.0,85.0
29.279411764705884,136,21,115,15.0,85.0
24.91111111111111,90,13,77,14.0,86.0
20.61842105263158,76,10,66,13.0,87.0
39.375,64,12,52,19.0,81.0
32.80357142857143,56,10,46,18.0,82.0
28.227272727272727,44,6,38,14.0,86.0
92.5,20,3,17,15.0,85.0
15.466666666666667,15,4,11,27.0,73.0
24.625,8,2,6,25.0,75.0
6.0,1,1,0,100.0,0.0
29.333333333333332,3,2,1,67.0,33.0
4.0,5,5,0,100.0,0.0
15.7,10,6,4,60.0,40.0
40.5,18,11,7,61.0,39.0
14.791666666666666,24,13,11,54.0,46.0
17.823529411764707,51,25,26,49.0,51.0
31.606382978723403,94,23,71,24.0,76.0
43.518248175182485,137,22,115,16.0,84.0
33.879120879120876,182,21,161,12.0,88.0
32.783068783068785,189,37,152,20.0,80.0
33.13145539906103,213,30,183,14.0,86.0
32.589595375722546,173,29,144,17.0,83.0
31.677884615384617,208,42,166,20.0,80.0
23.57718120805369,149,29,120,19.0,81.0
23.994318181818183,176,33,143,19.0,81.0
37.05343511450382,131,27,104,21.0,79.0
50.021126760563384,142,20,122,14.0,86.0
38.72727272727273,99,21,78,21.0,79.0
34.8125,64,12,52,19.0,81.0
20.032258064516128,31,7,24,23.0,77.0
25.272727272727273,11,0,11,0.0,100.0
7.5,6,0,6,0.0,100.0
8.0,1,0,1,0.0,100.0
19.5,2,2,0,100.0,0.0
13.333333333333334,3,0,3,0.0,100.0
10.333333333333334,6,5,1,83.0,17.0
10.8125,16,11,5,69.0,31.0
12.421686746987952,83,43,40,52.0,48.0
12.359223300970873,103,55,48,53.0,47.0
16.96875,64,28,36,44.0,56.0
23.0,83,31,52,37.0,63.0
22.29059829059829,117,36,81,31.0,69.0
25.18421052631579,114,32,82,28.0,72.0
25.80909090909091,110,26,84,24.0,76.0
20.503937007874015,127,39,88,31.0,69.0
42.54135338345865,133,35,98,26.0,74.0
23.796703296703296,182,53,129,29.0,71.0
21.515151515151516,231,91,140,39.0,61.0
27.92105263157895,228,69,159,30.0,70.0
28.042168674698797,166,47,119,28.0,72.0
23.597122302158272,139,30,109,22.0,78.0
14.581395348837209,86,26,60,30.0,70.0
22.581818181818182,55,20,35,36.0,64.0
21.783783783783782,37,11,26,30.0,70.0
22.11111111111111,18,5,13,28.0,72.0
8.6,10,5,5,50.0,50.0
10.0,10,6,4,60.0,40.0
6.0,2,1,1,50.0,50.0
37.0,3,2,1,67.0,33.0
5.785714285714286,14,13,1,93.0,7.0
12.272727272727273,33,21,12,64.0,36.0
12.317073170731707,82,50,32,61.0,39.0
12.544,125,63,62,50.0,50.0
17.17283950617284,81,32,49,40.0,60.0
22.569620253164558,79,32,47,41.0,59.0
20.32846715328467,137,52,85,38.0,62.0
21.292134831460675,178,49,129,28.0,72.0
20.900709219858157,141,36,105,26.0,74.0
25.5,96,33,63,34.0,66.0
19.77777777777778,117,35,82,30.0,70.0
18.635714285714286,140,59,81,42.0,58.0
15.95625,160,70,90,44.0,56.0
51.80392156862745,153,59,94,39.0,61.0
23.780645161290323,155,44,111,28.0,72.0
18.536082474226806,97,31,66,32.0,68.0
16.452830188679247,53,21,32,40.0,60.0
20.513513513513512,37,14,23,38.0,62.0
15.0,6,1,5,17.0,83.0
2.7142857142857144,7,2,5,29.0,71.0
88.4,5,5,0,100.0,0.0
20.375,8,2,6,25.0,75.0
60.5,2,2,0,100.0,0.0
8.666666666666666,3,0,3,0.0,100.0
8.428571428571429,14,10,4,71.0,29.0
15.066666666666666,15,6,9,40.0,60.0
27.57831325301205,83,46,37,55.0,45.0
12.860869565217392,115,58,57,50.0,50.0
15.283950617283951,81,34,47,42.0,58.0
35.10606060606061,66,25,41,38.0,62.0
26.132653061224488,98,35,63,36.0,64.0
15.380281690140846,142,49,93,35.0,65.0
25.177570093457945,107,40,67,37.0,63.0
23.936842105263157,95,35,60,37.0,63.0
21.702970297029704,101,34,67,34.0,66.0
25.50531914893617,188,63,125,34.0,66.0
18.54913294797688,173,75,98,43.0,57.0
19.10857142857143,175,58,117,33.0,67.0
23.608,125,33,92,26.0,74.0
21.02020202020202,99,32,67,32.0,68.0
27.70689655172414,58,20,38,34.0,66.0
21.833333333333332,48,19,29,40.0,60.0
20.70967741935484,31,6,25,19.0,81.0
27.05263157894737,19,2,17,11.0,89.0
36.75,12,7,5,58.0,42.0
9.625,8,4,4,50.0,50.0
8.25,4,0,4,0.0,100.0
7.333333333333333,3,1,2,33.0,67.0
11.933333333333334,15,11,4,73.0,27.0
13.571428571428571,21,12,9,57.0,43.0
12.814814814814815,54,35,19,65.0,35.0
11.901098901098901,91,51,40,56.0,44.0
10.101694915254237,59,34,25,58.0,42.0
27.984375,64,26,38,41.0,59.0
19.52577319587629,97,40,57,41.0,59.0
17.862068965517242,87,34,53,39.0,61.0
20.803571428571427,112,45,67,40.0,60.0
21.618181818181817,55,24,31,44.0,56.0
20.140625,64,24,40,38.0,62.0
24.0381679389313,131,56,75,43.0,57.0
15.064356435643564,202,78,124,39.0,61.0
17.92517006802721,147,62,85,42.0,58.0
17.682692307692307,104,34,70,33.0,67.0
19.013157894736842,76,25,51,33.0,67.0
16.765625,64,15,49,23.0,77.0
18.321428571428573,28,12,16,43.0,57.0
51.48148148148148,27,4,23,15.0,85.0
28.3125,16,4,12,25.0,75.0
10.666666666666666,6,4,2,67.0,33.0
16.6,5,0,5,0.0,100.0
5.285714285714286,7,1,6,14.0,86.0
10.0,2,1,1,50.0,50.0
9.428571428571429,7,5,2,71.0,29.0
12.428571428571429,28,13,15,46.0,54.0
9.861538461538462,65,33,32,51.0,49.0
16.035398230088497,113,58,55,51.0,49.0
13.9,90,39,51,43.0,57.0
22.652173913043477,69,23,46,33.0,67.0
21.306451612903224,124,32,92,26.0,74.0
23.242424242424242,165,44,121,27.0,73.0
17.98709677419355,155,44,111,28.0,72.0
24.06756756756757,148,39,109,26.0,74.0
