Unnamed: 0,dt,dt_iso,city_id,temp,temp_min,temp_max,pressure,humidity,wind_speed,weather_main,weather_icon,avg_temp_f,weather_type,date,Average Trip Duration,Amount of Rides,Subscribers,Non Subscribers,Subscriber %,Non Subscriber %
0,1514764800,2018-01-01 00:00:00 ,4975802,255.62,253.15,257.15,1019,59,5,Clear,01n,0.4460000000000477,1,2018-01-01 ,13.882352941176471,17.0,8.0,9.0,47.0,53.0
1,1514768400,2018-01-01 01:00:00 ,4975802,254.26,250.15,256.15,1019,54,3,Clear,01n,-2.001999999999974,1,2018-01-01 ,15.4,20.0,11.0,9.0,55.0,45.0
2,1514772000,2018-01-01 02:00:00 ,4975802,255.14,254.15,256.15,1020,59,3,Clear,01n,-0.41799999999998505,1,2018-01-01 ,17.0,5.0,3.0,2.0,60.0,40.0
3,1514775600,2018-01-01 03:00:00 ,4975802,254.14,253.15,255.15,1020,58,1,Clear,01n,-2.2179999999999818,1,2018-01-01 ,32.0,1.0,1.0,0.0,100.0,0.0
4,1514779200,2018-01-01 04:00:00 ,4975802,253.73,252.15,255.15,1020,53,2,Clear,01n,-2.9559999999999818,1,2018-01-01 ,14.5,2.0,2.0,0.0,100.0,0.0
5,1514782800,2018-01-01 05:00:00 ,4975802,253.53,252.15,254.15,1020,53,2,Clear,01n,-3.31599999999996,1,2018-01-01 ,40.66666666666666,3.0,3.0,0.0,100.0,0.0
6,1514786400,2018-01-01 06:00:00 ,4975802,252.11,250.15,253.15,1020,58,2,Clear,01n,-5.871999999999937,1,2018-01-01 ,13.25,8.0,5.0,3.0,62.0,38.0
7,1514790000,2018-01-01 07:00:00 ,4975802,249.04,242.15,252.15,1020,58,1,Clear,01n,-11.397999999999973,1,2018-01-01 ,44.0,11.0,6.0,5.0,55.0,45.0
8,1514793600,2018-01-01 08:00:00 ,4975802,248.72,243.15,252.15,1020,58,2,Clear,01n,-11.973999999999961,1,2018-01-01 ,23.777777777777782,9.0,5.0,4.0,56.0,44.0
9,1514797200,2018-01-01 09:00:00 ,4975802,250.1,249.15,252.15,1020,58,3,Clear,01n,-9.489999999999975,1,2018-01-01 ,43.05,20.0,11.0,9.0,55.0,45.0
10,1514800800,2018-01-01 10:00:00 ,4975802,249.53,247.15,252.15,1020,69,3,Clear,01n,-10.515999999999957,1,2018-01-01 ,25.0,17.0,11.0,6.0,65.0,35.0
11,1514804400,2018-01-01 11:00:00 ,4975802,249.51,247.15,251.15,1020,63,2,Clear,01n,-10.551999999999977,1,2018-01-01 ,32.382352941176464,34.0,11.0,23.0,32.0,68.0
12,1514808000,2018-01-01 12:00:00 ,4975802,246.2,240.15,251.15,1021,63,1,Clear,01n,-16.509999999999984,1,2018-01-01 ,31.853658536585368,41.0,17.0,24.0,41.0,59.0
13,1514811600,2018-01-01 13:00:00 ,4975802,244.84,239.15,251.15,1021,63,3,Clear,01d,-18.957999999999963,1,2018-01-01 ,24.13333333333333,45.0,21.0,24.0,47.0,53.0
14,1514815200,2018-01-01 14:00:00 ,4975802,246.64,240.15,255.15,1021,49,2,Clear,01d,-15.717999999999984,1,2018-01-01 ,22.9,30.0,14.0,16.0,47.0,53.0
15,1514818800,2018-01-01 15:00:00 ,4975802,251.72,245.15,257.15,1021,49,2,Clear,01d,-6.5739999999999625,1,2018-01-01 ,7.052631578947367,19.0,16.0,3.0,84.0,16.0
16,1514822400,2018-01-01 16:00:00 ,4975802,255.58,250.15,259.15,1020,42,4,Clear,01d,0.3740000000000627,1,2018-01-01 ,19.7,10.0,10.0,0.0,100.0,0.0
17,1514826000,2018-01-01 17:00:00 ,4975802,257.28,255.15,260.15,1020,42,5,Clear,01d,3.4339999999999904,1,2018-01-01 ,17.25,8.0,6.0,2.0,75.0,25.0
18,1514829600,2018-01-01 18:00:00 ,4975802,258.9599844,258.15,259.15,1019,42,7,Clear,01d,6.457971920000035,1,2018-01-01 ,13.777777777777779,9.0,4.0,5.0,44.0,56.0
19,1514833200,2018-01-01 19:00:00 ,4975802,259.65,258.15,261.15,1019,46,6,Clear,01d,7.699999999999998,1,2018-01-01 ,19.0,1.0,1.0,0.0,100.0,0.0
20,1514836800,2018-01-01 20:00:00 ,4975802,259.8299844,259.15,261.15,1020,42,7,Clear,01d,8.02397192000004,1,2018-01-01 ,5.666666666666668,3.0,3.0,0.0,100.0,0.0
21,1514840400,2018-01-01 21:00:00 ,4975802,259.5,258.15,260.15,1021,45,5,Clear,01d,7.43000000000004,1,2018-01-01 ,31.0,3.0,3.0,0.0,100.0,0.0
22,1514844000,2018-01-01 22:00:00 ,4975802,258.16,257.15,259.15,1021,49,5,Clear,01n,5.018000000000086,1,2018-01-01 ,7.0,1.0,1.0,0.0,100.0,0.0
23,1514847600,2018-01-01 23:00:00 ,4975802,256.7999844,256.15,258.15,1022,49,5,Clear,01n,2.569971920000089,1,2018-01-01 ,2.0,1.0,1.0,0.0,100.0,0.0
24,1514851200,2018-01-02 00:00:00 ,4975802,255.98,255.15,257.15,1022,54,3,Clear,01n,1.0940000000000225,1,2018-01-02 ,35.0,7.0,6.0,1.0,86.0,14.0
25,1514854800,2018-01-02 01:00:00 ,4975802,255.47,254.15,256.15,1022,54,3,Clear,01n,0.17600000000003746,1,2018-01-02 ,4.0,7.0,6.0,1.0,86.0,14.0
26,1514858400,2018-01-02 02:00:00 ,4975802,254.92,254.15,256.15,1022,54,3,Clear,01n,-0.8139999999999858,1,2018-01-02 ,8.157894736842103,19.0,17.0,2.0,89.0,11.0
27,1514862000,2018-01-02 03:00:00 ,4975802,254.34,252.15,255.15,1022,59,2,Clear,01n,-1.8579999999999544,1,2018-01-02 ,11.821428571428573,28.0,25.0,3.0,89.0,11.0
28,1514865600,2018-01-02 04:00:00 ,4975802,253.75,252.15,255.15,1022,59,3,Clear,01n,-2.919999999999959,1,2018-01-02 ,13.652173913043477,23.0,21.0,2.0,91.0,9.0
29,1514869200,2018-01-02 05:00:00 ,4975802,251.4,245.15,255.15,1022,59,3,Clear,01n,-7.149999999999949,1,2018-01-02 ,28.142857142857146,14.0,11.0,3.0,79.0,21.0
30,1514872800,2018-01-02 06:00:00 ,4975802,249.53,244.15,255.15,1021,59,3,Clear,01n,-10.515999999999957,1,2018-01-02 ,16.157894736842106,19.0,15.0,4.0,79.0,21.0
31,1514876400,2018-01-02 07:00:00 ,4975802,248.68,244.15,255.15,1022,59,3,Clear,01n,-12.04599999999995,1,2018-01-02 ,18.86206896551724,29.0,19.0,10.0,66.0,34.0
32,1514880000,2018-01-02 08:00:00 ,4975802,248.85,242.15,255.15,1022,59,3,Clear,01n,-11.739999999999974,1,2018-01-02 ,14.954545454545455,22.0,17.0,5.0,77.0,23.0
33,1514883600,2018-01-02 09:00:00 ,4975802,249.19,241.15,255.15,1022,59,3,Clear,01n,-11.127999999999961,1,2018-01-02 ,20.25,24.0,13.0,11.0,54.0,46.0
34,1514887200,2018-01-02 10:00:00 ,4975802,249.18,240.15,255.15,1022,59,3,Clear,01n,-11.145999999999953,1,2018-01-02 ,17.666666666666668,18.0,12.0,6.0,67.0,33.0
35,1514890800,2018-01-02 11:00:00 ,4975802,249.55,241.15,254.15,1022,64,3,Clear,01n,-10.47999999999994,1,2018-01-02 ,14.233333333333333,30.0,21.0,9.0,70.0,30.0
36,1514894400,2018-01-02 12:00:00 ,4975802,249.85,239.15,255.15,1022,59,4,Clear,01n,-9.939999999999971,1,2018-01-02 ,10.551724137931034,29.0,25.0,4.0,86.0,14.0
37,1514898000,2018-01-02 13:00:00 ,4975802,249.86,239.15,255.15,1023,59,4,Clear,01d,-9.921999999999931,1,2018-01-02 ,17.444444444444443,18.0,18.0,0.0,100.0,0.0
38,1514901600,2018-01-02 14:00:00 ,4975802,250.53,240.15,256.15,1023,54,2,Clear,01d,-8.715999999999957,1,2018-01-02 ,10.857142857142858,14.0,13.0,1.0,93.0,7.0
39,1514905200,2018-01-02 15:00:00 ,4975802,253.57,244.15,258.15,1024,49,3,Clear,01d,-3.243999999999972,1,2018-01-02 ,14.7,10.0,9.0,1.0,90.0,10.0
40,1514908800,2018-01-02 16:00:00 ,4975802,257.9500156,256.15,259.15,1023,46,5,Clear,01d,4.640028079999991,1,2018-01-02 ,19.63636363636364,11.0,7.0,4.0,64.0,36.0
41,1514912400,2018-01-02 17:00:00 ,4975802,258.78,255.15,261.15,1022,42,3,Clear,01d,6.133999999999991,1,2018-01-02 ,3.571428571428572,7.0,7.0,0.0,100.0,0.0
42,1514916000,2018-01-02 18:00:00 ,4975802,260.47,259.15,262.15,1022,43,2,Clear,01d,9.176000000000089,1,2018-01-02 ,21.5,2.0,2.0,0.0,100.0,0.0
43,1514919600,2018-01-02 19:00:00 ,4975802,261.15,260.15,262.15,1021,43,2,Clear,01d,10.4,1,2018-01-02 ,15.166666666666664,6.0,5.0,1.0,83.0,17.0
44,1514923200,2018-01-02 20:00:00 ,4975802,262.15,261.15,263.15,1021,43,2,Clear,01d,12.2,1,2018-01-02 ,27.0,5.0,5.0,0.0,100.0,0.0
45,1514926800,2018-01-02 21:00:00 ,4975802,261.66,261.15,262.15,1021,46,3,Clear,01d,11.318000000000088,1,2018-01-02 ,3.0,1.0,1.0,0.0,100.0,0.0
46,1514930400,2018-01-02 22:00:00 ,4975802,261.1400156,260.15,262.15,1021,46,3,Clouds,02n,10.382028079999989,2,2018-01-02 ,9.0,3.0,3.0,0.0,100.0,0.0
47,1514934000,2018-01-02 23:00:00 ,4975802,259.31,257.15,261.15,1021,55,5,Clear,01n,7.0880000000000445,1,2018-01-02 ,8.5,4.0,4.0,0.0,100.0,0.0
48,1514937600,2018-01-03 00:00:00 ,4975802,257.62,254.15,261.15,1021,65,1,Clear,01n,4.046000000000049,1,2018-01-03 ,6.875,8.0,7.0,1.0,88.0,12.0
49,1514941200,2018-01-03 01:00:00 ,4975802,255.9,252.15,260.15,1021,65,5,Clear,01n,0.950000000000049,1,2018-01-03 ,11.31578947368421,19.0,18.0,1.0,95.0,5.0
50,1514944800,2018-01-03 02:00:00 ,4975802,255.05,251.15,259.15,1021,65,6,Clear,01n,-0.5799999999999415,1,2018-01-03 ,11.743589743589745,39.0,35.0,4.0,90.0,10.0
51,1514948400,2018-01-03 03:00:00 ,4975802,256.07,252.15,259.15,1021,71,6,Clear,01n,1.2560000000000286,1,2018-01-03 ,14.68421052631579,19.0,15.0,4.0,79.0,21.0
52,1514952000,2018-01-03 04:00:00 ,4975802,256.2600156,252.15,260.15,1021,71,6,Clear,01n,1.5980280799999953,1,2018-01-03 ,26.058823529411764,17.0,9.0,8.0,53.0,47.0
53,1514955600,2018-01-03 05:00:00 ,4975802,256.2000156,251.15,261.15,1021,66,1,Clear,01n,1.4900280799999912,1,2018-01-03 ,20.92,25.0,18.0,7.0,72.0,28.0
54,1514959200,2018-01-03 06:00:00 ,4975802,257.0,252.15,261.15,1021,72,5,Clear,01n,2.930000000000039,1,2018-01-03 ,34.653846153846146,26.0,13.0,13.0,50.0,50.0
55,1514962800,2018-01-03 07:00:00 ,4975802,256.43,251.15,260.15,1021,78,5,Clear,01n,1.9040000000000528,1,2018-01-03 ,33.57894736842105,19.0,11.0,8.0,58.0,42.0
56,1514966400,2018-01-03 08:00:00 ,4975802,256.84,251.15,260.15,1022,77,4,Clear,01n,2.641999999999996,1,2018-01-03 ,23.34285714285714,35.0,21.0,14.0,60.0,40.0
57,1514970000,2018-01-03 09:00:00 ,4975802,256.7999844,251.15,261.15,1022,72,1,Clear,01n,2.569971920000089,1,2018-01-03 ,32.75,28.0,18.0,10.0,64.0,36.0
58,1514973600,2018-01-03 10:00:00 ,4975802,257.0400156,251.15,262.15,1022,77,4,Clear,01n,3.0020280800000485,1,2018-01-03 ,12.837837837837839,37.0,27.0,10.0,73.0,27.0
59,1514977200,2018-01-03 11:00:00 ,4975802,255.45,251.15,262.15,1022,84,4,Clear,01n,0.14000000000001833,1,2018-01-03 ,13.810810810810812,37.0,30.0,7.0,81.0,19.0
60,1514980800,2018-01-03 12:00:00 ,4975802,255.44,251.15,261.15,1023,84,4,Clear,01n,0.1220000000000354,1,2018-01-03 ,19.541666666666668,24.0,18.0,6.0,75.0,25.0
61,1514984400,2018-01-03 13:00:00 ,4975802,254.58,251.15,260.15,1024,84,4,Clear,01d,-1.4259999999999382,1,2018-01-03 ,12.0,12.0,8.0,4.0,67.0,33.0
62,1514988000,2018-01-03 14:00:00 ,4975802,255.6,251.15,260.15,1024,77,1,Haze,50d,0.41000000000002856,5,2018-01-03 ,24.5,8.0,4.0,4.0,50.0,50.0
63,1514991600,2018-01-03 15:00:00 ,4975802,259.84,256.15,263.15,1024,72,2,Clear,01d,8.041999999999994,1,2018-01-03 ,20.0,13.0,6.0,7.0,46.0,54.0
64,1514995200,2018-01-03 16:00:00 ,4975802,264.71,262.15,268.15,1023,53,2,Clear,01d,16.808000000000003,1,2018-01-03 ,21.2,5.0,5.0,0.0,100.0,0.0
65,1514998800,2018-01-03 17:00:00 ,4975802,267.33,265.15,269.15,1023,49,1,Clear,01d,21.524000000000008,1,2018-01-03 ,16.333333333333332,6.0,5.0,1.0,83.0,17.0
66,1515002400,2018-01-03 18:00:00 ,4975802,268.79,267.15,271.15,1022,45,2,Clear,01d,24.152000000000076,1,2018-01-03 ,7.2,5.0,4.0,1.0,80.0,20.0
67,1515006000,2018-01-03 19:00:00 ,4975802,269.48,268.15,271.15,1021,49,3,Clear,01d,25.394000000000077,1,2018-01-03 ,15.0,5.0,5.0,0.0,100.0,0.0
68,1515009600,2018-01-03 20:00:00 ,4975802,269.66,269.15,271.15,1021,49,2,Clear,01d,25.718000000000085,1,2018-01-03 ,43.5,2.0,2.0,0.0,100.0,0.0
69,1515013200,2018-01-03 21:00:00 ,4975802,269.14,268.15,270.15,1021,49,2,Clear,01d,24.782000000000014,1,2018-01-03 ,10.0,1.0,1.0,0.0,100.0,0.0
70,1515016800,2018-01-03 22:00:00 ,4975802,267.15,267.15,267.15,1021,53,3,Clear,01n,21.2,1,2018-01-03 ,4.0,1.0,1.0,0.0,100.0,0.0
71,1515020400,2018-01-03 23:00:00 ,4975802,266.15,266.15,266.15,1021,57,2,Clear,01n,19.4,1,2018-01-03 ,8.0,2.0,2.0,0.0,100.0,0.0
72,1515024000,2018-01-04 00:00:00 ,4975802,262.73,260.15,266.15,1021,57,2,Clear,01n,13.244000000000074,1,2018-01-04 ,23.0,8.0,7.0,1.0,88.0,12.0
73,1515027600,2018-01-04 01:00:00 ,4975802,261.72,258.15,266.15,1021,61,2,Clear,01n,11.42600000000009,1,2018-01-04 ,10.823529411764708,17.0,16.0,1.0,94.0,6.0
74,1515031200,2018-01-04 02:00:00 ,4975802,260.25,257.15,264.15,1021,78,1,Clear,01n,8.78000000000004,1,2018-01-04 ,8.543478260869565,46.0,41.0,5.0,89.0,11.0
75,1515034800,2018-01-04 03:00:00 ,4975802,259.56,257.15,263.15,1021,72,3,Clear,01n,7.538000000000043,1,2018-01-04 ,10.384615384615383,26.0,23.0,3.0,88.0,12.0
76,1515038400,2018-01-04 04:00:00 ,4975802,258.2699844,256.15,261.15,1020,84,1,Clear,01n,5.215971920000037,1,2018-01-04 ,20.153846153846157,13.0,12.0,1.0,92.0,8.0
77,1515042000,2018-01-04 05:00:00 ,4975802,257.43,255.15,260.15,1019,92,3,Clear,01n,3.7040000000000535,1,2018-01-04 ,19.863636363636363,22.0,17.0,5.0,77.0,23.0
78,1515045600,2018-01-04 06:00:00 ,4975802,256.41,254.15,259.15,1018,84,3,Clear,01n,1.868000000000084,1,2018-01-04 ,12.789473684210524,19.0,15.0,4.0,79.0,21.0
79,1515049200,2018-01-04 07:00:00 ,4975802,256.06,254.15,260.15,1017,84,3,Clear,01n,1.2380000000000455,1,2018-01-04 ,25.96551724137931,29.0,20.0,9.0,69.0,31.0
80,1515052800,2018-01-04 08:00:00 ,4975802,256.37,253.15,261.15,1016,78,2,Clouds,04n,1.7960000000000491,2,2018-01-04 ,27.117647058823533,34.0,21.0,13.0,62.0,38.0
81,1515056400,2018-01-04 09:00:00 ,4975802,257.5199844,252.15,263.15,1014,66,3,Clouds,04n,3.865971920000039,2,2018-01-04 ,36.588235294117645,17.0,14.0,3.0,82.0,18.0
82,1515060000,2018-01-04 10:00:00 ,4975802,259.7099844,254.15,264.15,1013,66,3,Clouds,04n,7.807971920000032,2,2018-01-04 ,13.238095238095234,21.0,17.0,4.0,81.0,19.0
83,1515063600,2018-01-04 11:00:00 ,4975802,262.2,256.15,265.15,1011,61,4,Snow,13n,12.290000000000019,8,2018-01-04 ,10.461538461538463,26.0,26.0,0.0,100.0,0.0
84,1515067200,2018-01-04 12:00:00 ,4975802,263.72,258.15,266.15,1012,73,6,Snow,13n,15.026000000000089,8,2018-01-04 ,11.193548387096774,31.0,30.0,1.0,97.0,3.0
85,1515070800,2018-01-04 13:00:00 ,4975802,264.77,263.15,266.15,1010,85,6,Snow,13d,16.916000000000007,8,2018-01-04 ,12.0,10.0,10.0,0.0,100.0,0.0
87,1515074400,2018-01-04 14:00:00 ,4975802,265.15,264.15,266.15,1007,85,3,Snow,13d,17.6,8,2018-01-04 ,11.6,10.0,8.0,2.0,80.0,20.0
90,1515078000,2018-01-04 15:00:00 ,4975802,265.75,265.15,266.15,1003,92,7,Snow,13d,18.68000000000004,8,2018-01-04 ,6.75,4.0,4.0,0.0,100.0,0.0
92,1515081600,2018-01-04 16:00:00 ,4975802,266.1,264.15,267.15,1001,92,6,Snow,13d,19.31000000000008,8,2018-01-04 ,6.5,4.0,4.0,0.0,100.0,0.0
95,1515085200,2018-01-04 17:00:00 ,4975802,267.54,267.15,268.15,996,92,7,Snow,13d,21.902000000000076,8,2018-01-04 ,21.25,4.0,4.0,0.0,100.0,0.0
98,1515088800,2018-01-04 18:00:00 ,4975802,269.15,268.15,270.15,991,92,9,Snow,13d,24.8,8,2018-01-04 ,6.666666666666668,3.0,2.0,1.0,67.0,33.0
101,1515092400,2018-01-04 19:00:00 ,4975802,269.64,269.15,270.15,985,92,8,Snow,13d,25.682000000000013,8,2018-01-04 ,59.5,2.0,2.0,0.0,100.0,0.0
103,1515096000,2018-01-04 20:00:00 ,4975802,270.47,270.15,271.15,983,92,11,Snow,13d,27.17600000000009,8,2018-01-04 ,2.0,1.0,1.0,0.0,100.0,0.0
106,1515099600,2018-01-04 21:00:00 ,4975802,271.15,271.15,271.15,980,100,11,Snow,13d,28.4,8,2018-01-04 ,6.333333333333332,9.0,7.0,2.0,78.0,22.0
108,1515103200,2018-01-04 22:00:00 ,4975802,271.15,271.15,271.15,979,100,12,Snow,13n,28.4,8,2018-01-04 ,13.352941176470587,17.0,16.0,1.0,94.0,6.0
111,1515106800,2018-01-04 23:00:00 ,4975802,271.13,270.15,272.15,977,92,11,Snow,13n,28.364000000000033,8,2018-01-04 ,13.142857142857142,21.0,21.0,0.0,100.0,0.0
113,1515110400,2018-01-05 00:00:00 ,4975802,270.47,269.15,271.15,975,92,10,Snow,13n,27.17600000000009,8,2018-01-05 ,7.8125,16.0,13.0,3.0,81.0,19.0
115,1515114000,2018-01-05 01:00:00 ,4975802,269.82,269.15,270.15,977,86,8,Snow,13n,26.006000000000032,8,2018-01-05 ,27.0,16.0,15.0,1.0,94.0,6.0
117,1515117600,2018-01-05 02:00:00 ,4975802,269.66,268.15,270.15,973,92,4,Snow,13n,25.718000000000085,8,2018-01-05 ,16.923076923076927,13.0,12.0,1.0,92.0,8.0
120,1515121200,2018-01-05 03:00:00 ,4975802,268.86,267.15,270.15,977,79,14,Snow,13n,24.278000000000066,8,2018-01-05 ,12.428571428571427,14.0,13.0,1.0,93.0,7.0
122,1515124800,2018-01-05 04:00:00 ,4975802,268.5,267.15,270.15,979,68,11,Snow,13n,23.630000000000038,8,2018-01-05 ,21.857142857142854,21.0,12.0,9.0,57.0,43.0
123,1515128400,2018-01-05 05:00:00 ,4975802,268.01,267.15,270.15,981,67,11,Snow,13n,22.748000000000022,8,2018-01-05 ,26.19230769230769,26.0,16.0,10.0,62.0,38.0
124,1515132000,2018-01-05 06:00:00 ,4975802,267.83,267.15,269.15,984,62,8,Snow,13n,22.42400000000001,8,2018-01-05 ,25.2051282051282,39.0,22.0,17.0,56.0,44.0
125,1515135600,2018-01-05 07:00:00 ,4975802,266.99,266.15,268.15,986,67,4,Snow,13n,20.912000000000056,8,2018-01-05 ,24.6,35.0,24.0,11.0,69.0,31.0
126,1515139200,2018-01-05 08:00:00 ,4975802,266.66,266.15,268.15,987,62,8,Snow,13n,20.318000000000087,8,2018-01-05 ,14.659574468085106,47.0,40.0,7.0,85.0,15.0
127,1515142800,2018-01-05 09:00:00 ,4975802,265.82,265.15,267.15,988,57,10,Snow,13n,18.806000000000022,8,2018-01-05 ,14.272727272727273,22.0,17.0,5.0,77.0,23.0
128,1515146400,2018-01-05 10:00:00 ,4975802,265.16,264.15,266.15,989,56,5,Snow,13n,17.618000000000087,8,2018-01-05 ,19.384615384615387,13.0,12.0,1.0,92.0,8.0
129,1515150000,2018-01-05 11:00:00 ,4975802,264.15,262.15,266.15,990,56,7,Snow,13n,15.8,8,2018-01-05 ,21.615384615384613,13.0,9.0,4.0,69.0,31.0
130,1515153600,2018-01-05 12:00:00 ,4975802,263.15,262.15,265.15,991,61,4,Snow,13n,14.0,8,2018-01-05 ,32.75,8.0,7.0,1.0,88.0,12.0
131,1515157200,2018-01-05 13:00:00 ,4975802,262.48,261.15,264.15,992,56,7,Snow,13d,12.794000000000072,8,2018-01-05 ,23.5,2.0,2.0,0.0,100.0,0.0
132,1515160800,2018-01-05 14:00:00 ,4975802,261.4899844,260.15,263.15,992,60,10,Snow,13d,11.011971920000086,8,2018-01-05 ,23.16666666666667,6.0,6.0,0.0,100.0,0.0
133,1515164400,2018-01-05 15:00:00 ,4975802,261.32,260.15,263.15,993,60,9,Snow,13d,10.706000000000028,8,2018-01-05 ,19.0,1.0,1.0,0.0,100.0,0.0
134,1515168000,2018-01-05 16:00:00 ,4975802,261.1400156,260.15,262.15,993,60,11,Snow,13d,10.382028079999989,8,2018-01-05 ,19.166666666666668,6.0,5.0,1.0,83.0,17.0
135,1515171600,2018-01-05 17:00:00 ,4975802,260.6400156,259.15,262.15,992,66,4,Haze,50d,9.482028079999985,5,2018-01-05 ,33.5,2.0,2.0,0.0,100.0,0.0
137,1515175200,2018-01-05 18:00:00 ,4975802,260.5,258.15,262.15,992,66,5,Snow,13d,9.23000000000004,8,2018-01-05 ,18.0,2.0,2.0,0.0,100.0,0.0
138,1515178800,2018-01-05 19:00:00 ,4975802,260.5499844,260.15,261.15,993,71,6,Snow,13d,9.31997192000009,8,2018-01-05 ,17.0,1.0,1.0,0.0,100.0,0.0
139,1515182400,2018-01-05 20:00:00 ,4975802,259.7399844,259.15,260.15,995,60,8,Snow,13d,7.861971920000088,8,2018-01-05 ,4.333333333333333,3.0,3.0,0.0,100.0,0.0
141,1515186000,2018-01-05 21:00:00 ,4975802,259.35,259.15,260.15,997,55,9,Snow,13d,7.160000000000082,8,2018-01-05 ,6.333333333333332,3.0,3.0,0.0,100.0,0.0
143,1515189600,2018-01-05 22:00:00 ,4975802,258.4599844,257.15,259.15,998,55,4,Snow,13n,5.557971920000032,8,2018-01-05 ,19.714285714285715,14.0,13.0,1.0,93.0,7.0
145,1515193200,2018-01-05 23:00:00 ,4975802,257.2900156,256.15,259.15,999,54,5,Snow,13n,3.4520280800000482,8,2018-01-05 ,20.0,23.0,15.0,8.0,65.0,35.0
146,1515196800,2018-01-06 00:00:00 ,4975802,256.7999844,255.15,258.15,1000,49,7,Snow,13n,2.569971920000089,8,2018-01-06 ,23.357142857142854,14.0,12.0,2.0,86.0,14.0
147,1515200400,2018-01-06 01:00:00 ,4975802,256.1400156,255.15,257.15,1001,54,5,Snow,13n,1.3820280799999871,8,2018-01-06 ,19.58823529411765,34.0,25.0,9.0,74.0,26.0
148,1515204000,2018-01-06 02:00:00 ,4975802,255.97,255.15,257.15,1001,49,8,Snow,13n,1.0760000000000396,8,2018-01-06 ,29.259259259259263,27.0,17.0,10.0,63.0,37.0
149,1515207600,2018-01-06 03:00:00 ,4975802,255.64,254.15,257.15,1002,49,5,Snow,13n,0.4820000000000171,8,2018-01-06 ,31.5,38.0,21.0,17.0,55.0,45.0
150,1515211200,2018-01-06 04:00:00 ,4975802,254.97,254.15,256.15,1003,49,5,Snow,13n,-0.7239999999999611,8,2018-01-06 ,23.54761904761905,42.0,26.0,16.0,62.0,38.0
151,1515214800,2018-01-06 05:00:00 ,4975802,254.97,254.15,256.15,1003,49,5,Snow,13n,-0.7239999999999611,8,2018-01-06 ,24.170731707317074,41.0,16.0,25.0,39.0,61.0
152,1515218400,2018-01-06 06:00:00 ,4975802,254.65,254.15,255.15,1004,53,4,Snow,13n,-1.2999999999999474,8,2018-01-06 ,16.357142857142858,28.0,15.0,13.0,54.0,46.0
153,1515222000,2018-01-06 07:00:00 ,4975802,254.48,254.15,255.15,1004,53,4,Clouds,04n,-1.6059999999999803,2,2018-01-06 ,11.032258064516132,31.0,17.0,14.0,55.0,45.0
154,1515225600,2018-01-06 08:00:00 ,4975802,254.14,252.15,255.15,1005,53,5,Snow,13n,-2.2179999999999818,8,2018-01-06 ,19.555555555555557,18.0,8.0,10.0,44.0,56.0
155,1515229200,2018-01-06 09:00:00 ,4975802,254.31,253.15,255.15,1006,49,6,Clear,01n,-1.9119999999999564,1,2018-01-06 ,6.3,10.0,5.0,5.0,50.0,50.0
156,1515232800,2018-01-06 10:00:00 ,4975802,254.13,253.15,255.15,1006,53,5,Clear,01n,-2.2359999999999687,1,2018-01-06 ,13.230769230769232,13.0,5.0,8.0,38.0,62.0
157,1515236400,2018-01-06 11:00:00 ,4975802,253.73,253.15,254.15,1007,53,4,Clear,01n,-2.9559999999999818,1,2018-01-06 ,22.9,10.0,6.0,4.0,60.0,40.0
158,1515240000,2018-01-06 12:00:00 ,4975802,253.29,252.15,254.15,1008,53,4,Snow,13n,-3.747999999999976,8,2018-01-06 ,19.33333333333333,9.0,2.0,7.0,22.0,78.0
159,1515243600,2018-01-06 13:00:00 ,4975802,253.12,252.15,254.15,1008,53,3,Snow,13d,-4.053999999999951,8,2018-01-06 ,84.33333333333333,3.0,1.0,2.0,33.0,67.0
161,1515247200,2018-01-06 14:00:00 ,4975802,253.3,252.15,254.15,1009,53,5,Clear,01d,-3.7299999999999396,1,2018-01-06 ,26.66666666666667,3.0,3.0,0.0,100.0,0.0
162,1515250800,2018-01-06 15:00:00 ,4975802,253.79,252.15,255.15,1010,49,6,Haze,50d,-2.8479999999999777,5,2018-01-06 ,18.0,2.0,1.0,1.0,50.0,50.0
164,1515254400,2018-01-06 16:00:00 ,4975802,254.6,253.15,256.15,1011,49,5,Snow,13d,-1.389999999999972,8,2018-01-06 ,13.5,2.0,0.0,2.0,0.0,100.0
165,1515258000,2018-01-06 17:00:00 ,4975802,255.11,253.15,256.15,1010,54,8,Snow,13d,-0.4719999999999374,8,2018-01-06 ,26.0,1.0,0.0,1.0,0.0,100.0
166,1515261600,2018-01-06 18:00:00 ,4975802,255.29,254.15,256.15,1011,54,8,Snow,13d,-0.14799999999997482,8,2018-01-06 ,8.0,4.0,2.0,2.0,50.0,50.0
167,1515265200,2018-01-06 19:00:00 ,4975802,255.79,255.15,257.15,1012,59,9,Haze,50d,0.7520000000000273,5,2018-01-06 ,4.0,1.0,1.0,0.0,100.0,0.0
169,1515268800,2018-01-06 20:00:00 ,4975802,255.95,255.15,257.15,1013,54,10,Snow,13d,1.0400000000000205,8,2018-01-06 ,5.666666666666668,6.0,6.0,0.0,100.0,0.0
170,1515272400,2018-01-06 21:00:00 ,4975802,256.12,255.15,257.15,1014,49,8,Snow,13d,1.3460000000000498,8,2018-01-06 ,18.923076923076927,13.0,11.0,2.0,85.0,15.0
