Unnamed: 0,dt,dt_iso,city_id,temp,temp_min,temp_max,pressure,humidity,wind_speed,weather_main,weather_icon,avg_temp_f,weather_type,date,Average Trip Duration,Amount of Rides,Subscribers,Non Subscribers,Subscriber %,Non Subscriber %
4149,1526677200,2018-05-18 21:00:00 ,4975802,289.36,287.15,293.15,1029,41,4,Clear,01d,61.17800000000007,1,2018-05-18 ,28.291925465838514,161.0,43.0,118.0,27.0,73.0
4150,1526680800,2018-05-18 22:00:00 ,4975802,288.86,286.15,293.15,1029,43,4,Clear,01d,60.27800000000007,1,2018-05-18 ,28.36986301369863,146.0,42.0,104.0,29.0,71.0
4151,1526684400,2018-05-18 23:00:00 ,4975802,288.02,286.15,292.15,1029,37,3,Clear,01d,58.76600000000001,1,2018-05-18 ,18.929729729729733,185.0,59.0,126.0,32.0,68.0
4152,1526688000,2018-05-19 00:00:00 ,4975802,285.35,285.15,286.15,1030,40,4,Clear,01d,53.96000000000008,1,2018-05-19 ,21.659574468085108,235.0,80.0,155.0,34.0,66.0
4153,1526691600,2018-05-19 01:00:00 ,4975802,283.35,282.15,284.15,1030,61,2,Clear,01d,50.3600000000001,1,2018-05-19 ,26.875598086124395,209.0,58.0,151.0,28.0,72.0
4154,1526695200,2018-05-19 02:00:00 ,4975802,281.65,280.15,284.15,1031,66,2,Clear,01n,47.3,1,2018-05-19 ,31.18137254901961,204.0,44.0,160.0,22.0,78.0
4155,1526698800,2018-05-19 03:00:00 ,4975802,279.81,276.15,282.15,1031,66,2,Clear,01n,43.988000000000035,1,2018-05-19 ,27.6264367816092,174.0,37.0,137.0,21.0,79.0
4156,1526702400,2018-05-19 04:00:00 ,4975802,278.64,275.15,281.15,1031,70,2,Clear,01n,41.882000000000026,1,2018-05-19 ,29.470588235294123,102.0,25.0,77.0,25.0,75.0
4157,1526706000,2018-05-19 05:00:00 ,4975802,277.65,275.15,280.15,1031,75,2,Clear,01n,40.1,1,2018-05-19 ,16.945454545454545,55.0,16.0,39.0,29.0,71.0
4158,1526709600,2018-05-19 06:00:00 ,4975802,276.28,274.15,280.15,1031,70,0,Clear,01n,37.63399999999999,1,2018-05-19 ,28.612903225806452,62.0,11.0,51.0,18.0,82.0
4159,1526713200,2018-05-19 07:00:00 ,4975802,275.46,273.15,278.15,1031,80,1,Clear,01n,36.158,1,2018-05-19 ,27.903225806451612,31.0,2.0,29.0,6.0,94.0
4160,1526716800,2018-05-19 08:00:00 ,4975802,275.29,273.15,279.15,1031,75,0,Clear,01n,35.852000000000075,1,2018-05-19 ,57.82758620689656,29.0,6.0,23.0,21.0,79.0
4161,1526720400,2018-05-19 09:00:00 ,4975802,274.8,272.15,277.15,1031,86,1,Clear,01n,34.970000000000056,1,2018-05-19 ,19.83333333333333,6.0,0.0,6.0,0.0,100.0
4162,1526724000,2018-05-19 10:00:00 ,4975802,274.14,272.15,277.15,1031,86,0,Fog,50d,33.78200000000002,4,2018-05-19 ,16.0,4.0,1.0,3.0,25.0,75.0
4163,1526727600,2018-05-19 11:00:00 ,4975802,274.6,272.15,277.15,1031,93,1,Clouds,03d,34.610000000000085,2,2018-05-19 ,34.72727272727273,11.0,5.0,6.0,45.0,55.0
4164,1526731200,2018-05-19 12:00:00 ,4975802,277.97,276.15,280.15,1031,75,1,Clouds,03d,40.676000000000094,2,2018-05-19 ,26.90909090909091,11.0,5.0,6.0,45.0,55.0
4165,1526734800,2018-05-19 13:00:00 ,4975802,282.97,281.15,284.15,1031,66,1,Clouds,03d,49.676000000000094,2,2018-05-19 ,12.964285714285715,28.0,14.0,14.0,50.0,50.0
4166,1526738400,2018-05-19 14:00:00 ,4975802,285.49,285.15,286.15,1031,58,4,Clouds,03d,54.21200000000007,2,2018-05-19 ,13.30232558139535,86.0,45.0,41.0,52.0,48.0
4167,1526742000,2018-05-19 15:00:00 ,4975802,287.0,286.15,288.15,1031,47,5,Clouds,03d,56.930000000000035,2,2018-05-19 ,14.975609756097562,123.0,68.0,55.0,55.0,45.0
4168,1526745600,2018-05-19 16:00:00 ,4975802,287.83,287.15,289.15,1030,54,4,Clouds,04d,58.42400000000002,2,2018-05-19 ,18.79775280898877,89.0,30.0,59.0,34.0,66.0
4169,1526749200,2018-05-19 17:00:00 ,4975802,287.85,286.15,289.15,1030,54,5,Clouds,04d,58.46000000000008,2,2018-05-19 ,19.811764705882357,85.0,32.0,53.0,38.0,62.0
4170,1526752800,2018-05-19 18:00:00 ,4975802,288.18,286.15,290.15,1029,58,6,Clouds,04d,59.054000000000066,2,2018-05-19 ,22.641666666666666,120.0,36.0,84.0,30.0,70.0
4171,1526756400,2018-05-19 19:00:00 ,4975802,287.19,285.15,290.15,1029,62,5,Clouds,04d,57.27200000000003,2,2018-05-19 ,21.851063829787236,141.0,35.0,106.0,25.0,75.0
4172,1526760000,2018-05-19 20:00:00 ,4975802,286.51,285.15,289.15,1028,54,3,Rain,10d,56.04800000000003,7,2018-05-19 ,19.914728682170548,129.0,36.0,93.0,28.0,72.0
4173,1526763600,2018-05-19 21:00:00 ,4975802,285.35,283.15,288.15,1027,76,2,Rain,10d,53.96000000000008,7,2018-05-19 ,22.69924812030075,133.0,29.0,104.0,22.0,78.0
4174,1526767200,2018-05-19 22:00:00 ,4975802,283.82,282.15,285.15,1024,66,2,Rain,10d,51.20600000000003,7,2018-05-19 ,23.20108695652174,184.0,42.0,142.0,23.0,77.0
4175,1526770800,2018-05-19 23:00:00 ,4975802,282.83,282.15,284.15,1023,93,3,Rain,10d,49.42400000000002,7,2018-05-19 ,20.70046082949309,217.0,66.0,151.0,30.0,70.0
4177,1526774400,2018-05-20 00:00:00 ,4975802,282.15,282.15,282.15,1021,100,3,Rain,10d,48.2,7,2018-05-20 ,20.074688796680494,241.0,77.0,164.0,32.0,68.0
4179,1526778000,2018-05-20 01:00:00 ,4975802,282.14,281.15,283.15,1021,100,1,Rain,10n,48.182000000000016,7,2018-05-20 ,21.009345794392523,214.0,70.0,144.0,33.0,67.0
4181,1526781600,2018-05-20 02:00:00 ,4975802,282.15,282.15,282.15,1020,100,2,Rain,10n,48.2,7,2018-05-20 ,28.756880733944953,218.0,59.0,159.0,27.0,73.0
4183,1526785200,2018-05-20 03:00:00 ,4975802,282.15,282.15,282.15,1018,100,4,Rain,10n,48.2,7,2018-05-20 ,26.617647058823533,170.0,31.0,139.0,18.0,82.0
4185,1526788800,2018-05-20 04:00:00 ,4975802,282.15,282.15,282.15,1017,100,4,Rain,10n,48.2,7,2018-05-20 ,21.7007299270073,137.0,28.0,109.0,20.0,80.0
4187,1526792400,2018-05-20 05:00:00 ,4975802,282.15,281.15,283.15,1016,100,1,Mist,50n,48.2,6,2018-05-20 ,26.36190476190476,105.0,27.0,78.0,26.0,74.0
4188,1526796000,2018-05-20 06:00:00 ,4975802,282.15,282.15,282.15,1015,100,2,Mist,50n,48.2,6,2018-05-20 ,24.365079365079364,63.0,15.0,48.0,24.0,76.0
4189,1526799600,2018-05-20 07:00:00 ,4975802,283.16,282.15,284.15,1015,93,3,Clouds,04n,50.01800000000009,2,2018-05-20 ,26.69767441860465,43.0,6.0,37.0,14.0,86.0
4190,1526803200,2018-05-20 08:00:00 ,4975802,283.17,282.15,284.15,1013,100,3,Mist,50n,50.036000000000065,6,2018-05-20 ,35.869565217391305,23.0,3.0,20.0,13.0,87.0
4191,1526806800,2018-05-20 09:00:00 ,4975802,283.54,283.15,284.15,1013,100,2,Mist,50n,50.702000000000076,6,2018-05-20 ,392.66666666666674,12.0,4.0,8.0,33.0,67.0
4192,1526810400,2018-05-20 10:00:00 ,4975802,283.98,283.15,285.15,1011,93,1,Mist,50d,51.494000000000064,6,2018-05-20 ,10.0,5.0,2.0,3.0,40.0,60.0
4194,1526814000,2018-05-20 11:00:00 ,4975802,284.8,284.15,286.15,1012,100,3,Mist,50d,52.97000000000007,6,2018-05-20 ,12.0,2.0,1.0,1.0,50.0,50.0
4196,1526817600,2018-05-20 12:00:00 ,4975802,285.31,284.15,286.15,1011,100,1,Mist,50d,53.88800000000005,6,2018-05-20 ,46.944444444444436,18.0,10.0,8.0,56.0,44.0
4197,1526821200,2018-05-20 13:00:00 ,4975802,287.81,286.15,290.15,1009,87,4,Mist,50d,58.38800000000005,6,2018-05-20 ,12.826086956521738,23.0,9.0,14.0,39.0,61.0
4198,1526824800,2018-05-20 14:00:00 ,4975802,290.85,289.15,293.15,1009,82,3,Clouds,03d,63.8600000000001,2,2018-05-20 ,15.75609756097561,82.0,48.0,34.0,59.0,41.0
4199,1526828400,2018-05-20 15:00:00 ,4975802,292.78,289.15,296.15,1009,73,8,Clouds,04d,67.334,2,2018-05-20 ,14.72992700729927,137.0,56.0,81.0,41.0,59.0
4200,1526832000,2018-05-20 16:00:00 ,4975802,294.02,291.15,296.15,1009,88,3,Rain,10d,69.566,7,2018-05-20 ,23.764044943820227,89.0,35.0,54.0,39.0,61.0
4201,1526835600,2018-05-20 17:00:00 ,4975802,294.48,292.15,296.15,1009,73,5,Rain,10d,70.39400000000008,7,2018-05-20 ,17.639344262295086,122.0,20.0,102.0,16.0,84.0
4202,1526839200,2018-05-20 18:00:00 ,4975802,294.84,293.15,296.15,1009,77,3,Rain,10d,71.042,7,2018-05-20 ,26.435483870967737,186.0,37.0,149.0,20.0,80.0
4203,1526842800,2018-05-20 19:00:00 ,4975802,296.16,295.15,297.15,1010,73,3,Rain,10d,73.41800000000009,7,2018-05-20 ,28.19018404907975,163.0,47.0,116.0,29.0,71.0
4204,1526846400,2018-05-20 20:00:00 ,4975802,296.32,295.15,297.15,1010,69,3,Clouds,04d,73.70600000000003,2,2018-05-20 ,28.99065420560748,214.0,49.0,165.0,23.0,77.0
4205,1526850000,2018-05-20 21:00:00 ,4975802,297.29,296.15,299.15,1009,57,2,Clouds,04d,75.45200000000007,2,2018-05-20 ,26.863874345549736,191.0,35.0,156.0,18.0,82.0
4206,1526853600,2018-05-20 22:00:00 ,4975802,296.79,295.15,299.15,1010,54,6,Clouds,03d,74.55200000000008,2,2018-05-20 ,28.62934362934363,259.0,47.0,212.0,18.0,82.0
4207,1526857200,2018-05-20 23:00:00 ,4975802,295.48,294.15,297.15,1011,53,7,Clouds,03d,72.19400000000007,2,2018-05-20 ,22.06081081081081,296.0,60.0,236.0,20.0,80.0
4208,1526860800,2018-05-21 00:00:00 ,4975802,293.8,292.15,295.15,1012,49,5,Clear,01d,69.17000000000007,1,2018-05-21 ,21.455696202531644,237.0,63.0,174.0,27.0,73.0
4209,1526864400,2018-05-21 01:00:00 ,4975802,291.97,291.15,293.15,1013,56,3,Clear,01d,65.87600000000009,1,2018-05-21 ,23.631999999999998,250.0,54.0,196.0,22.0,78.0
4210,1526868000,2018-05-21 02:00:00 ,4975802,290.3,289.15,291.15,1013,59,1,Clear,01n,62.87000000000007,1,2018-05-21 ,23.28358208955224,201.0,35.0,166.0,17.0,83.0
4211,1526871600,2018-05-21 03:00:00 ,4975802,289.33,288.15,290.15,1015,77,2,Clear,01n,61.12400000000001,1,2018-05-21 ,23.295774647887324,213.0,33.0,180.0,15.0,85.0
4212,1526875200,2018-05-21 04:00:00 ,4975802,287.46,285.15,289.15,1015,63,3,Clear,01n,57.75800000000001,1,2018-05-21 ,30.51396648044693,179.0,29.0,150.0,16.0,84.0
4213,1526878800,2018-05-21 05:00:00 ,4975802,284.64,282.15,287.15,1016,67,3,Clear,01n,52.682000000000016,1,2018-05-21 ,25.740458015267176,131.0,19.0,112.0,15.0,85.0
4214,1526882400,2018-05-21 06:00:00 ,4975802,283.04,279.15,286.15,1017,100,3,Clouds,02n,49.80200000000008,2,2018-05-21 ,30.364406779661017,118.0,18.0,100.0,15.0,85.0
4215,1526886000,2018-05-21 07:00:00 ,4975802,281.96,279.15,285.15,1017,76,2,Clear,01n,47.858,1,2018-05-21 ,37.04285714285713,70.0,10.0,60.0,14.0,86.0
4216,1526889600,2018-05-21 08:00:00 ,4975802,281.16,279.15,285.15,1017,93,2,Clear,01n,46.4180000000001,1,2018-05-21 ,38.032258064516135,31.0,6.0,25.0,19.0,81.0
4217,1526893200,2018-05-21 09:00:00 ,4975802,281.02,278.15,284.15,1018,100,1,Clouds,02n,46.16600000000001,2,2018-05-21 ,34.407407407407405,27.0,5.0,22.0,19.0,81.0
4218,1526896800,2018-05-21 10:00:00 ,4975802,280.17,277.15,283.15,1019,100,1,Fog,50d,44.63600000000007,4,2018-05-21 ,10.0,5.0,0.0,5.0,0.0,100.0
4219,1526900400,2018-05-21 11:00:00 ,4975802,280.49,278.15,283.15,1019,93,1,Clear,01d,45.21200000000007,1,2018-05-21 ,21.5,4.0,0.0,4.0,0.0,100.0
4220,1526904000,2018-05-21 12:00:00 ,4975802,284.82,284.15,286.15,1020,87,2,Clear,01d,53.00600000000003,1,2018-05-21 ,13.0,3.0,2.0,1.0,67.0,33.0
4221,1526907600,2018-05-21 13:00:00 ,4975802,288.48,287.15,289.15,1021,67,2,Clear,01d,59.59400000000008,1,2018-05-21 ,14.058823529411766,17.0,7.0,10.0,41.0,59.0
4222,1526911200,2018-05-21 14:00:00 ,4975802,290.82,290.15,291.15,1021,52,2,Clear,01d,63.80600000000002,1,2018-05-21 ,10.647058823529411,17.0,7.0,10.0,41.0,59.0
4223,1526914800,2018-05-21 15:00:00 ,4975802,292.65,291.15,293.15,1020,34,3,Clear,01d,67.1,1,2018-05-21 ,34.53191489361702,47.0,23.0,24.0,49.0,51.0
4224,1526918400,2018-05-21 16:00:00 ,4975802,294.49,294.15,295.15,1020,30,2,Clear,01d,70.41200000000006,1,2018-05-21 ,19.5,64.0,16.0,48.0,25.0,75.0
4225,1526922000,2018-05-21 17:00:00 ,4975802,295.5,295.15,296.15,1019,30,3,Clouds,02d,72.23000000000005,2,2018-05-21 ,24.553846153846155,130.0,25.0,105.0,19.0,81.0
4226,1526925600,2018-05-21 18:00:00 ,4975802,296.15,296.15,296.15,1018,25,8,Clear,01d,73.4,1,2018-05-21 ,27.375,200.0,34.0,166.0,17.0,83.0
4227,1526929200,2018-05-21 19:00:00 ,4975802,296.64,295.15,298.15,1018,25,8,Clear,01d,74.28200000000002,1,2018-05-21 ,25.60606060606061,231.0,31.0,200.0,13.0,87.0
4228,1526932800,2018-05-21 20:00:00 ,4975802,297.78,297.15,298.15,1016,25,6,Clear,01d,76.334,1,2018-05-21 ,33.732026143790854,306.0,28.0,278.0,9.0,91.0
4229,1526936400,2018-05-21 21:00:00 ,4975802,298.36,298.15,299.15,1016,25,5,Clouds,03d,77.37800000000007,2,2018-05-21 ,30.60919540229885,348.0,29.0,319.0,8.0,92.0
4230,1526940000,2018-05-21 22:00:00 ,4975802,298.95,298.15,299.15,1016,22,8,Clouds,03d,78.44000000000003,2,2018-05-21 ,31.83333333333333,342.0,26.0,316.0,8.0,92.0
4231,1526943600,2018-05-21 23:00:00 ,4975802,298.35,297.15,299.15,1016,25,6,Clouds,03d,77.36000000000007,2,2018-05-21 ,30.877300613496928,326.0,25.0,301.0,8.0,92.0
4232,1526947200,2018-05-22 00:00:00 ,4975802,296.32,292.15,298.15,1017,23,4,Clouds,03d,73.70600000000003,2,2018-05-22 ,28.01060070671378,283.0,30.0,253.0,11.0,89.0
4233,1526950800,2018-05-22 01:00:00 ,4975802,293.84,290.15,296.15,1018,45,3,Clear,01d,69.24199999999999,1,2018-05-22 ,28.432176656151423,317.0,38.0,279.0,12.0,88.0
4234,1526954400,2018-05-22 02:00:00 ,4975802,290.16,286.15,294.15,1019,55,3,Clear,01n,62.618000000000094,1,2018-05-22 ,35.1712962962963,216.0,17.0,199.0,8.0,92.0
4235,1526958000,2018-05-22 03:00:00 ,4975802,289.16,286.15,291.15,1019,59,2,Clear,01n,60.818000000000076,1,2018-05-22 ,26.353191489361702,235.0,28.0,207.0,12.0,88.0
4236,1526961600,2018-05-22 04:00:00 ,4975802,286.64,284.15,289.15,1020,67,1,Clear,01n,56.28200000000002,1,2018-05-22 ,33.54008438818565,237.0,35.0,202.0,15.0,85.0
4237,1526965200,2018-05-22 05:00:00 ,4975802,285.14,282.15,287.15,1020,71,1,Clear,01n,53.58200000000002,1,2018-05-22 ,34.8421052631579,133.0,16.0,117.0,12.0,88.0
4238,1526968800,2018-05-22 06:00:00 ,4975802,284.16,280.15,287.15,1020,76,1,Clear,01n,51.818000000000076,1,2018-05-22 ,31.385964912280702,114.0,17.0,97.0,15.0,85.0
4239,1526972400,2018-05-22 07:00:00 ,4975802,283.99,280.15,286.15,1020,76,1,Clear,01n,51.512000000000064,1,2018-05-22 ,38.46268656716418,67.0,4.0,63.0,6.0,94.0
4240,1526976000,2018-05-22 08:00:00 ,4975802,282.97,280.15,285.15,1020,76,0,Clear,01n,49.676000000000094,1,2018-05-22 ,38.203125,64.0,15.0,49.0,23.0,77.0
4241,1526979600,2018-05-22 09:00:00 ,4975802,283.12,281.15,286.15,1021,66,0,Clear,01n,49.94600000000007,1,2018-05-22 ,22.82608695652174,23.0,2.0,21.0,9.0,91.0
4242,1526983200,2018-05-22 10:00:00 ,4975802,282.63,280.15,285.15,1021,76,1,Clouds,04n,49.064000000000036,2,2018-05-22 ,554.0,9.0,1.0,8.0,11.0,89.0
4243,1526986800,2018-05-22 11:00:00 ,4975802,282.46,280.15,285.15,1022,81,2,Clouds,04d,48.75800000000001,2,2018-05-22 ,11.5,4.0,1.0,3.0,25.0,75.0
4244,1526990400,2018-05-22 12:00:00 ,4975802,284.97,284.15,286.15,1022,62,5,Clouds,04d,53.2760000000001,2,2018-05-22 ,19.4,5.0,1.0,4.0,20.0,80.0
4245,1526994000,2018-05-22 13:00:00 ,4975802,287.0,286.15,288.15,1023,62,6,Clouds,04d,56.930000000000035,2,2018-05-22 ,10.333333333333334,12.0,4.0,8.0,33.0,67.0
4246,1526997600,2018-05-22 14:00:00 ,4975802,288.52,286.15,290.15,1023,66,4,Clouds,04d,59.66600000000001,2,2018-05-22 ,14.705882352941178,17.0,7.0,10.0,41.0,59.0
4247,1527001200,2018-05-22 15:00:00 ,4975802,290.29,287.15,293.15,1021,56,2,Clear,01d,62.852000000000075,1,2018-05-22 ,28.30120481927711,83.0,20.0,63.0,24.0,76.0
4248,1527004800,2018-05-22 16:00:00 ,4975802,291.61,288.15,295.15,1021,49,1,Clear,01d,65.22800000000007,1,2018-05-22 ,27.79166666666667,96.0,14.0,82.0,15.0,85.0
4249,1527008400,2018-05-22 17:00:00 ,4975802,292.37,289.15,295.15,1021,63,3,Clouds,04d,66.59600000000006,2,2018-05-22 ,36.56216216216215,185.0,21.0,164.0,11.0,89.0
4250,1527012000,2018-05-22 18:00:00 ,4975802,291.53,288.15,294.15,1020,72,2,Rain,10d,65.084,7,2018-05-22 ,30.919413919413923,273.0,32.0,241.0,12.0,88.0
4251,1527015600,2018-05-22 19:00:00 ,4975802,292.2,290.15,294.15,1019,82,2,Rain,10d,66.29000000000002,7,2018-05-22 ,36.414330218068535,321.0,36.0,285.0,11.0,89.0
4252,1527019200,2018-05-22 20:00:00 ,4975802,290.67,289.15,292.15,1019,88,4,Rain,10d,63.536000000000065,7,2018-05-22 ,36.48774509803921,408.0,37.0,371.0,9.0,91.0
4254,1527022800,2018-05-22 21:00:00 ,4975802,290.0,289.15,291.15,1018,87,4,Rain,10d,62.33000000000004,7,2018-05-22 ,34.41079812206573,426.0,36.0,390.0,8.0,92.0
4255,1527026400,2018-05-22 22:00:00 ,4975802,289.65,289.15,291.15,1019,87,1,Rain,10d,61.7,7,2018-05-22 ,33.61964735516373,397.0,42.0,355.0,11.0,89.0
4256,1527030000,2018-05-22 23:00:00 ,4975802,289.14,288.15,290.15,1018,87,2,Rain,10d,60.78200000000002,7,2018-05-22 ,31.744588744588746,462.0,43.0,419.0,9.0,91.0
4257,1527033600,2018-05-23 00:00:00 ,4975802,287.79,287.15,289.15,1017,87,3,Rain,10d,58.352000000000075,7,2018-05-23 ,33.03916449086161,383.0,42.0,341.0,11.0,89.0
4258,1527037200,2018-05-23 01:00:00 ,4975802,286.49,286.15,287.15,1015,93,2,Clouds,04n,56.012000000000064,2,2018-05-23 ,36.51744186046512,344.0,31.0,313.0,9.0,91.0
4259,1527040800,2018-05-23 02:00:00 ,4975802,286.15,286.15,286.15,1015,93,3,Rain,10n,55.40000000000001,7,2018-05-23 ,45.3258064516129,310.0,31.0,279.0,10.0,90.0
4260,1527044400,2018-05-23 03:00:00 ,4975802,286.15,286.15,286.15,1014,93,3,Rain,10n,55.40000000000001,7,2018-05-23 ,29.74603174603175,315.0,27.0,288.0,9.0,91.0
4261,1527048000,2018-05-23 04:00:00 ,4975802,285.82,285.15,286.15,1013,87,2,Clouds,04n,54.80600000000002,2,2018-05-23 ,31.766055045871557,218.0,16.0,202.0,7.0,93.0
4262,1527051600,2018-05-23 05:00:00 ,4975802,286.15,286.15,286.15,1013,87,2,Clouds,04n,55.40000000000001,2,2018-05-23 ,34.23111111111111,225.0,17.0,208.0,8.0,92.0
4263,1527055200,2018-05-23 06:00:00 ,4975802,285.48,285.15,286.15,1012,76,3,Clouds,04n,54.194000000000074,2,2018-05-23 ,30.548387096774192,93.0,11.0,82.0,12.0,88.0
4264,1527058800,2018-05-23 07:00:00 ,4975802,285.65,285.15,286.15,1012,76,2,Rain,10n,54.5,7,2018-05-23 ,84.74545454545455,55.0,7.0,48.0,13.0,87.0
4265,1527062400,2018-05-23 08:00:00 ,4975802,285.15,285.15,285.15,1011,93,2,Clouds,04n,53.6,2,2018-05-23 ,37.941176470588225,34.0,4.0,30.0,12.0,88.0
4266,1527066000,2018-05-23 09:00:00 ,4975802,285.15,285.15,285.15,1011,93,2,Rain,10n,53.6,7,2018-05-23 ,24.074074074074073,27.0,3.0,24.0,11.0,89.0
4267,1527069600,2018-05-23 10:00:00 ,4975802,285.15,285.15,285.15,1011,93,1,Clouds,04n,53.6,2,2018-05-23 ,29.16666666666667,6.0,2.0,4.0,33.0,67.0
4268,1527073200,2018-05-23 11:00:00 ,4975802,284.82,284.15,285.15,1011,93,1,Clouds,04d,53.00600000000003,2,2018-05-23 ,8.666666666666666,3.0,2.0,1.0,67.0,33.0
4269,1527076800,2018-05-23 12:00:00 ,4975802,286.31,285.15,287.15,1011,87,2,Clouds,02d,55.688000000000045,2,2018-05-23 ,4.75,8.0,3.0,5.0,38.0,62.0
4270,1527080400,2018-05-23 13:00:00 ,4975802,289.15,289.15,289.15,1011,77,3,Clouds,02d,60.8,2,2018-05-23 ,12.307692307692307,13.0,4.0,9.0,31.0,69.0
4271,1527084000,2018-05-23 14:00:00 ,4975802,291.15,291.15,291.15,1011,68,4,Clouds,03d,64.4,2,2018-05-23 ,28.83333333333333,30.0,11.0,19.0,37.0,63.0
4272,1527087600,2018-05-23 15:00:00 ,4975802,292.74,291.15,295.15,1011,60,4,Clouds,02d,67.26200000000007,2,2018-05-23 ,23.64583333333333,48.0,7.0,41.0,15.0,85.0
4273,1527091200,2018-05-23 16:00:00 ,4975802,294.63,294.15,296.15,1011,56,3,Clear,01d,70.66400000000004,1,2018-05-23 ,36.27,100.0,22.0,78.0,22.0,78.0
4274,1527094800,2018-05-23 17:00:00 ,4975802,296.47,295.15,298.15,1010,44,4,Clear,01d,73.97600000000007,1,2018-05-23 ,36.285714285714285,175.0,18.0,157.0,10.0,90.0
4275,1527098400,2018-05-23 18:00:00 ,4975802,298.13,297.15,300.15,1009,32,8,Clear,01d,76.96400000000003,1,2018-05-23 ,33.32,200.0,25.0,175.0,12.0,88.0
4276,1527102000,2018-05-23 19:00:00 ,4975802,299.15,296.15,301.15,1009,32,7,Clouds,02d,78.80000000000003,2,2018-05-23 ,39.33098591549296,284.0,38.0,246.0,13.0,87.0
4277,1527105600,2018-05-23 20:00:00 ,4975802,298.34,295.15,301.15,1009,36,3,Rain,10d,77.342,7,2018-05-23 ,38.468152866242036,314.0,32.0,282.0,10.0,90.0
4278,1527109200,2018-05-23 21:00:00 ,4975802,297.96,294.15,301.15,1009,28,5,Rain,10d,76.65800000000002,7,2018-05-23 ,35.55733333333333,375.0,38.0,337.0,10.0,90.0
4279,1527112800,2018-05-23 22:00:00 ,4975802,298.0,295.15,301.15,1009,44,4,Clouds,04d,76.73000000000005,2,2018-05-23 ,34.459740259740265,385.0,42.0,343.0,11.0,89.0
4280,1527116400,2018-05-23 23:00:00 ,4975802,296.52,294.15,299.15,1010,56,3,Clouds,04d,74.066,2,2018-05-23 ,34.70505617977528,356.0,39.0,317.0,11.0,89.0
4281,1527120000,2018-05-24 00:00:00 ,4975802,294.69,291.15,298.15,1012,68,4,Clouds,04d,70.77200000000005,2,2018-05-24 ,27.824503311258283,302.0,28.0,274.0,9.0,91.0
4282,1527123600,2018-05-24 01:00:00 ,4975802,292.54,289.15,296.15,1013,77,2,Clouds,03d,66.90200000000007,2,2018-05-24 ,33.28104575163399,306.0,34.0,272.0,11.0,89.0
4283,1527127200,2018-05-24 02:00:00 ,4975802,288.86,286.15,294.15,1015,87,7,Clear,01n,60.27800000000007,1,2018-05-24 ,31.25311203319502,241.0,33.0,208.0,14.0,86.0
4284,1527130800,2018-05-24 03:00:00 ,4975802,287.17,285.15,289.15,1015,87,4,Clear,01n,57.236000000000075,1,2018-05-24 ,24.476190476190478,210.0,38.0,172.0,18.0,82.0
4285,1527134400,2018-05-24 04:00:00 ,4975802,286.85,285.15,290.15,1016,87,5,Clear,01n,56.660000000000075,1,2018-05-24 ,26.91743119266055,109.0,10.0,99.0,9.0,91.0
4286,1527138000,2018-05-24 05:00:00 ,4975802,285.83,284.15,287.15,1016,87,4,Clouds,03n,54.82400000000001,2,2018-05-24 ,27.051282051282055,78.0,11.0,67.0,14.0,86.0
4287,1527141600,2018-05-24 06:00:00 ,4975802,282.99,281.15,285.15,1017,93,2,Clouds,04n,49.71200000000007,2,2018-05-24 ,109.80645161290323,31.0,6.0,25.0,19.0,81.0
4288,1527145200,2018-05-24 07:00:00 ,4975802,282.64,280.15,284.15,1017,93,1,Clouds,04n,49.08200000000002,2,2018-05-24 ,49.526315789473685,19.0,3.0,16.0,16.0,84.0
4289,1527148800,2018-05-24 08:00:00 ,4975802,282.32,279.15,284.15,1017,93,3,Clouds,04n,48.50600000000003,2,2018-05-24 ,39.333333333333336,3.0,1.0,2.0,33.0,67.0
4290,1527152400,2018-05-24 09:00:00 ,4975802,282.13,281.15,283.15,1018,93,3,Clouds,04d,48.16400000000003,2,2018-05-24 ,30.714285714285715,7.0,2.0,5.0,29.0,71.0
4291,1527156000,2018-05-24 10:00:00 ,4975802,281.91,281.15,283.15,1018,100,2,Clouds,04d,47.76800000000009,2,2018-05-24 ,148.33333333333334,3.0,0.0,3.0,0.0,100.0
4292,1527159600,2018-05-24 11:00:00 ,4975802,282.0,279.15,284.15,1019,93,3,Clouds,04d,47.930000000000035,2,2018-05-24 ,16.0,2.0,1.0,1.0,50.0,50.0
4293,1527163200,2018-05-24 12:00:00 ,4975802,283.82,282.15,286.15,1020,93,2,Clouds,04d,51.20600000000003,2,2018-05-24 ,18.0,12.0,8.0,4.0,67.0,33.0
4294,1527166800,2018-05-24 13:00:00 ,4975802,285.15,283.15,287.15,1020,81,1,Clouds,04d,53.6,2,2018-05-24 ,13.076923076923075,26.0,14.0,12.0,54.0,46.0
4295,1527170400,2018-05-24 14:00:00 ,4975802,286.97,284.15,289.15,1020,67,2,Clouds,04d,56.8760000000001,2,2018-05-24 ,9.666666666666666,66.0,40.0,26.0,61.0,39.0
4296,1527174000,2018-05-24 15:00:00 ,4975802,288.33,285.15,291.15,1020,82,5,Clouds,03d,59.32400000000001,2,2018-05-24 ,12.815999999999999,125.0,59.0,66.0,47.0,53.0
4297,1527177600,2018-05-24 16:00:00 ,4975802,289.53,287.15,292.15,1020,72,3,Clouds,04d,61.484,2,2018-05-24 ,17.546666666666667,75.0,31.0,44.0,41.0,59.0
